devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,40.0,19.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.0546133333333333,0.19328,0.17968,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,13.0,0.0,5.0,0.0,6.230769230769231,0.0657382716049382,0.45536,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,12.0,0.0,5.0,0.0,7.25,0.0564965517241379,0.45408,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,11.0,0.0,5.0,0.0,8.181818181818182,0.0500622222222222,0.44976,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,9.0,0.0,5.0,0.0,9.333333333333334,0.0438857142857142,0.4472,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,18.0,0.0227555555555555,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,20.4,0.020078431372549,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.0170666666666666,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,33.0,0.0099296969696969,0.3488,0.3488,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.0113777777777777,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,48.0,0.0085333333333333,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,28.2,0.0145248226950354,0.44848,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.0075851851851851,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.0075851851851851,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.0075851851851851,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.0075851851851851,0.436,0.436,0.0,4.0,8.0,40.0,19.0
0.0,0.0,4.0,5.0,7.0,0.0,5.0,0.0,36.0,0.0113777777777777,0.44288,0.3488,0.0,4.0,8.0,40.0,19.0
0.0,0.0,5.0,4.0,7.0,0.0,4.0,0.0,38.0,0.0086231578947368,0.3544,0.436,0.0,4.0,8.0,40.0,19.0
1.0,1.0,7.0,7.0,8.0,0.0,7.0,0.0,36.0,0.0159288888888888,0.5296,0.52848,0.0,4.0,8.0,40.0,19.0
1.0,1.0,15.0,15.0,16.0,0.0,15.0,0.0,21.0,0.0585142857142857,1.2272,1.22608,0.0,4.0,8.0,40.0,19.0
1.0,1.0,21.0,21.0,25.0,0.0,21.0,0.0,15.77777777777778,0.1090343661971831,1.76304,1.74928,0.0,4.0,8.0,40.0,19.0
1.0,2.0,29.0,29.0,33.0,0.0,31.0,2.0,15.6,0.1522871794871794,2.5472,2.36496,0.064516129032258,4.0,8.0,40.0,19.0
0.0,0.0,30.0,30.0,30.0,0.0,30.0,0.0,16.8,0.1462857142857142,2.616,2.616,0.0,4.0,8.0,40.0,19.0
0.0,0.0,29.0,29.0,32.0,0.0,29.0,0.0,18.0,0.1319822222222222,2.53568,2.5288,0.0,4.0,8.0,40.0,19.0
0.0,0.0,30.0,30.0,37.0,0.0,30.0,0.0,18.324324324324323,0.134116814159292,2.63408,2.616,0.0,4.0,8.0,40.0,19.0
0.0,0.0,28.0,28.0,28.0,0.0,28.0,0.0,23.357142857142858,0.0982037920489296,2.4416,2.4416,0.0,4.0,8.0,40.0,19.0
0.0,0.0,28.0,28.0,28.0,0.0,28.0,0.0,27.642857142857142,0.0829783979328165,2.4416,2.4416,0.0,4.0,8.0,40.0,19.0
0.0,0.0,30.0,30.0,30.0,0.0,30.0,0.0,32.0,0.0768,2.616,2.616,0.0,4.0,8.0,40.0,19.0
1.0,1.0,33.0,33.0,34.0,6.0,39.0,6.0,34.65,0.0780190476190476,3.32,2.79568,0.1538461538461538,4.0,8.0,40.0,19.0
0.0,0.0,34.0,34.0,34.0,1.0,35.0,1.0,33.0,0.0844024242424242,3.052,2.9648,0.0285714285714285,4.0,8.0,40.0,19.0
0.0,0.0,35.0,35.0,35.0,3.0,38.0,3.0,35.44736842105263,0.0808861172976986,3.3136,3.052,0.0789473684210526,4.0,8.0,40.0,19.0
0.0,0.0,34.0,34.0,34.0,4.0,39.0,5.0,37.38461538461539,0.0745033744855967,3.4008,2.9648,0.1282051282051282,4.0,8.0,40.0,19.0
0.0,0.0,34.0,35.0,39.0,7.0,44.0,9.0,35.142857142857146,0.0815869918699186,3.84928,2.9648,0.2045454545454545,4.0,8.0,40.0,19.0
0.0,0.0,34.0,34.0,37.0,3.0,39.0,5.0,36.57142857142857,0.07616,3.40768,2.9648,0.1282051282051282,4.0,8.0,40.0,19.0
1.0,1.0,36.0,36.0,39.0,4.0,40.0,4.0,32.51162790697674,0.0907096995708154,3.4128,3.05728,0.1,4.0,8.0,40.0,19.0
