,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,1.0,1.0,3.0,4.0,35.0,0.0,35.0,0.0,0.35584,0.17968,0.0,5.0
2,0.0,0.0,5.0,5.0,29.0,0.0,32.0,0.0,0.5752,0.436,0.0,5.0
3,0.0,0.0,5.0,5.0,32.0,0.0,32.0,0.0,0.58736,0.436,0.0,5.0
4,0.0,0.0,5.0,5.0,9.0,0.0,9.0,0.0,0.472,0.436,0.0,5.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.36,0.3488,0.0,5.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
13,6.0,6.0,32.0,32.0,38.0,2.0,50.0,12.0,2.9664,2.29888,0.24,5.0
14,4.0,4.0,33.0,54.0,37.0,4.0,133.0,90.0,9.8208,2.63712,0.6766917293233082,5.0
15,2.0,2.0,14.0,65.0,15.0,8.0,209.0,176.0,16.48832,1.05696,0.8421052631578947,5.0
16,0.0,0.0,13.0,59.0,15.0,5.0,208.0,174.0,17.68016,1.308,0.8365384615384616,5.0
17,0.0,0.0,15.0,54.0,16.0,1.0,175.0,141.0,15.19744,1.3952,0.8057142857142857,5.0
18,0.0,0.0,17.0,58.0,17.0,5.0,190.0,158.0,16.85536,1.4824,0.8315789473684211,5.0
19,0.0,0.0,22.0,58.0,24.0,4.0,163.0,124.0,14.16,2.0928,0.7607361963190185,5.0
20,0.0,0.0,27.0,60.0,29.0,3.0,173.0,129.0,14.9504,2.5288,0.7456647398843931,5.0
21,0.0,0.0,20.0,59.0,20.0,5.0,182.0,143.0,15.98672,1.744,0.7857142857142857,5.0
22,0.0,0.0,23.0,60.0,26.0,6.0,170.0,129.0,14.77264,2.2672,0.7588235294117647,5.0
23,0.0,0.0,37.0,60.0,39.0,1.0,137.0,92.0,12.084,3.4008,0.6715328467153284,5.0
24,0.0,0.0,24.0,60.0,26.0,4.0,172.0,129.0,14.4608,2.2672,0.75,5.0
25,0.0,0.0,28.0,62.0,30.0,4.0,188.0,126.0,14.28816,2.616,0.6702127659574468,5.0
26,0.0,0.0,15.0,55.0,16.0,8.0,203.0,156.0,17.57824,1.3952,0.7684729064039408,5.0
27,0.0,0.0,18.0,57.0,24.0,4.0,183.0,130.0,15.904,2.0928,0.7103825136612022,5.0
28,0.0,0.0,15.0,60.0,18.0,2.0,187.0,139.0,16.42048,1.5696,0.7433155080213903,5.0
29,0.0,0.0,21.0,60.0,24.0,3.0,171.0,115.0,15.02528,2.0928,0.672514619883041,5.0
30,0.0,0.0,25.0,59.0,29.0,4.0,188.0,126.0,16.1712,2.5288,0.6702127659574468,5.0
31,0.0,0.0,32.0,60.0,33.0,2.0,156.0,100.0,13.90848,2.8776,0.6410256410256411,5.0
32,0.0,0.0,26.0,60.0,27.0,7.0,159.0,112.0,13.90176,2.3544,0.7044025157232704,5.0
33,0.0,0.0,32.0,59.0,32.0,2.0,163.0,105.0,14.25616,2.7904,0.6441717791411042,5.0
34,0.0,0.0,31.0,55.0,34.0,4.0,158.0,108.0,13.33504,2.9648,0.6835443037974683,5.0
35,0.0,0.0,17.0,62.0,20.0,2.0,216.0,160.0,16.64304,1.744,0.7407407407407407,5.0
36,0.0,0.0,16.0,58.0,19.0,2.0,204.0,152.0,17.57104,1.6568,0.7450980392156863,5.0
37,0.0,0.0,18.0,60.0,21.0,1.0,195.0,141.0,17.03424,1.8312,0.7230769230769231,5.0
38,0.0,0.0,16.0,59.0,19.0,2.0,183.0,133.0,15.8984,1.6568,0.726775956284153,5.0
39,0.0,0.0,11.0,60.0,12.0,9.0,201.0,147.0,17.46016,1.0464,0.7313432835820896,5.0
40,0.0,0.0,18.0,60.0,18.0,2.0,182.0,130.0,16.07168,1.5696,0.7142857142857143,5.0
41,0.0,0.0,20.0,59.0,21.0,3.0,192.0,139.0,16.85984,1.8312,0.7239583333333334,5.0
42,0.0,0.0,24.0,59.0,28.0,4.0,174.0,120.0,15.03648,2.4416,0.6896551724137931,5.0
43,0.0,0.0,51.0,40.0,59.0,2.0,175.0,67.0,11.09008,4.6216,0.38285714285714284,5.0
44,0.0,0.0,39.0,21.0,50.0,0.0,89.0,5.0,3.79008,3.4008,0.056179775280898875,5.0
45,1.0,1.0,43.0,27.0,51.0,0.0,85.0,4.0,4.20224,3.66768,0.047058823529411764,5.0
46,1.0,1.0,37.0,31.0,39.0,0.0,71.0,0.0,3.29648,3.14448,0.0,5.0
47,0.0,0.0,30.0,29.0,33.0,2.0,64.0,2.0,2.93072,2.616,0.03125,5.0
48,1.0,1.0,34.0,35.0,42.0,2.0,72.0,3.0,3.22576,2.88288,0.041666666666666664,5.0
49,2.0,2.0,41.0,43.0,47.0,4.0,97.0,19.0,4.9208,3.41136,0.1958762886597938,5.0
50,0.0,0.0,45.0,44.0,46.0,2.0,75.0,4.0,4.23616,3.924,0.05333333333333334,5.0
51,0.0,0.0,43.0,42.0,43.0,0.0,72.0,1.0,3.97232,3.7496,0.013888888888888888,5.0
52,0.0,0.0,43.0,42.0,43.0,10.0,90.0,20.0,5.62912,3.7496,0.2222222222222222,5.0
53,0.0,0.0,44.0,52.0,45.0,12.0,85.0,13.0,5.10704,3.8368,0.15294117647058825,5.0
54,1.0,1.0,47.0,48.0,54.0,5.0,93.0,11.0,4.98976,4.01648,0.11827956989247312,5.0
55,2.0,2.0,42.0,51.0,53.0,12.0,139.0,58.0,8.87296,3.49856,0.4172661870503597,5.0
56,0.0,0.0,52.0,55.0,52.0,26.0,170.0,90.0,12.69088,4.5344,0.5294117647058824,5.0
57,0.0,0.0,35.0,56.0,41.0,15.0,203.0,137.0,15.34528,3.2264,0.6748768472906403,5.0
58,0.0,0.0,25.0,54.0,26.0,11.0,206.0,146.0,16.31792,2.18528,0.7087378640776699,5.0
59,0.0,0.0,29.0,54.0,29.0,11.0,177.0,116.0,13.7872,2.5288,0.655367231638418,5.0
60,0.0,0.0,17.0,51.0,19.0,7.0,216.0,159.0,17.1768,1.6568,0.7361111111111112,5.0
61,0.0,0.0,31.0,52.0,34.0,3.0,173.0,114.0,13.7056,2.9648,0.6589595375722543,5.0
62,0.0,0.0,27.0,55.0,27.0,4.0,181.0,117.0,13.95936,2.3544,0.6464088397790055,5.0
63,0.0,0.0,24.0,59.0,29.0,4.0,191.0,130.0,15.008,2.5288,0.680628272251309,5.0
64,0.0,0.0,20.0,54.0,25.0,3.0,202.0,145.0,15.87552,2.18,0.7178217821782178,5.0
65,0.0,0.0,20.0,55.0,24.0,2.0,210.0,144.0,16.3976,2.0928,0.6857142857142857,5.0
66,0.0,0.0,33.0,55.0,38.0,4.0,168.0,114.0,13.49088,2.9648,0.6785714285714286,5.0
67,0.0,0.0,25.0,55.0,28.0,2.0,183.0,130.0,14.41424,2.4416,0.7103825136612022,5.0
68,0.0,0.0,18.0,52.0,20.0,3.0,198.0,138.0,15.77648,1.66208,0.696969696969697,5.0
69,0.0,0.0,18.0,52.0,19.0,2.0,227.0,168.0,18.56048,1.6568,0.7400881057268722,5.0
70,0.0,0.0,25.0,53.0,29.0,3.0,184.0,124.0,14.64768,2.5288,0.6739130434782609,5.0
71,0.0,0.0,26.0,54.0,29.0,2.0,201.0,127.0,15.46384,2.5288,0.6318407960199005,5.0
72,0.0,0.0,21.0,54.0,22.0,3.0,186.0,123.0,14.98192,1.9184,0.6612903225806451,5.0
73,0.0,0.0,17.0,60.0,17.0,5.0,217.0,153.0,17.59904,1.4824,0.7050691244239631,5.0
74,0.0,0.0,18.0,55.0,19.0,2.0,199.0,133.0,16.03168,1.6568,0.6683417085427136,5.0
75,0.0,0.0,20.0,54.0,21.0,5.0,174.0,117.0,14.02832,1.8312,0.6724137931034483,5.0
76,0.0,0.0,26.0,54.0,28.0,2.0,192.0,117.0,14.5896,2.3544,0.609375,5.0
77,0.0,0.0,15.0,53.0,17.0,6.0,203.0,138.0,15.80048,1.4824,0.6798029556650246,5.0
78,0.0,0.0,36.0,52.0,38.0,5.0,177.0,98.0,13.55152,3.3136,0.5536723163841808,5.0
79,0.0,0.0,17.0,55.0,19.0,2.0,212.0,143.0,16.9152,1.6568,0.6745283018867925,5.0
80,0.0,0.0,17.0,54.0,19.0,2.0,220.0,164.0,17.7448,1.5696,0.7454545454545455,5.0
81,0.0,0.0,18.0,54.0,24.0,8.0,200.0,136.0,15.31488,1.9184,0.68,5.0
82,0.0,0.0,12.0,55.0,13.0,4.0,223.0,153.0,17.78048,1.1336,0.6860986547085202,5.0
83,0.0,0.0,26.0,55.0,34.0,4.0,181.0,108.0,13.88896,2.4416,0.5966850828729282,5.0
84,0.0,0.0,18.0,54.0,26.0,1.0,221.0,151.0,17.0488,2.18,0.6832579185520362,5.0
85,0.0,0.0,10.0,52.0,11.0,5.0,210.0,157.0,17.5808,0.9592,0.7476190476190476,5.0
86,0.0,0.0,44.0,37.0,52.0,2.0,169.0,70.0,10.42992,4.2728,0.41420118343195267,5.0
87,0.0,0.0,36.0,20.0,54.0,2.0,103.0,21.0,4.68864,3.3136,0.20388349514563106,5.0
88,2.0,2.0,64.0,28.0,78.0,0.0,121.0,32.0,7.53168,5.41696,0.2644628099173554,5.0
89,3.0,3.0,59.0,46.0,84.0,2.0,119.0,26.0,5.93312,4.89904,0.2184873949579832,5.0
90,1.0,1.0,28.0,51.0,30.0,11.0,178.0,126.0,14.8248,2.44688,0.7078651685393258,5.0
91,0.0,0.0,23.0,50.0,24.0,9.0,176.0,132.0,14.55728,2.0928,0.75,5.0
92,0.0,0.0,24.0,49.0,29.0,1.0,199.0,158.0,16.56288,2.5288,0.7939698492462312,5.0
93,0.0,0.0,29.0,50.0,29.0,3.0,163.0,113.0,13.74112,2.5288,0.6932515337423313,5.0
94,0.0,0.0,21.0,49.0,27.0,7.0,195.0,144.0,13.97344,1.9184,0.7384615384615385,5.0
95,0.0,0.0,23.0,48.0,27.0,2.0,185.0,136.0,14.18688,2.18,0.7351351351351352,5.0
96,1.0,1.0,23.0,56.0,25.0,1.0,185.0,139.0,15.508,2.01088,0.7513513513513513,5.0
97,0.0,0.0,24.0,57.0,27.0,5.0,190.0,136.0,14.93136,2.0928,0.7157894736842105,5.0
98,0.0,0.0,22.0,54.0,28.0,3.0,197.0,151.0,15.92048,2.2672,0.766497461928934,5.0
99,0.0,0.0,25.0,56.0,29.0,4.0,172.0,122.0,13.95792,2.2672,0.7093023255813954,5.0
100,0.0,0.0,18.0,57.0,21.0,7.0,209.0,152.0,15.672,1.5696,0.7272727272727273,5.0
101,0.0,0.0,19.0,54.0,21.0,3.0,186.0,138.0,15.33968,1.8312,0.7419354838709677,5.0
102,0.0,0.0,21.0,52.0,23.0,3.0,200.0,140.0,16.13168,2.0056,0.7,5.0
103,0.0,0.0,22.0,52.0,25.0,2.0,176.0,117.0,14.04112,2.18,0.6647727272727273,5.0
104,0.0,0.0,22.0,53.0,22.0,3.0,183.0,134.0,15.4888,1.9184,0.73224043715847,5.0
105,0.0,0.0,18.0,55.0,19.0,5.0,227.0,169.0,17.98976,1.6568,0.7444933920704846,5.0
106,0.0,0.0,21.0,54.0,26.0,3.0,200.0,140.0,16.71408,2.2672,0.7,5.0
107,0.0,0.0,14.0,56.0,23.0,0.0,206.0,153.0,16.86704,1.5696,0.7427184466019418,5.0
108,0.0,0.0,28.0,56.0,31.0,6.0,179.0,118.0,14.32096,2.7032,0.659217877094972,5.0
109,0.0,0.0,16.0,56.0,18.0,4.0,204.0,142.0,16.13792,1.5696,0.696078431372549,5.0
110,1.0,1.0,16.0,61.0,20.0,5.0,236.0,174.0,17.63024,1.57488,0.7372881355932204,5.0
111,0.0,0.0,14.0,54.0,19.0,4.0,205.0,152.0,16.5528,1.308,0.7414634146341463,5.0
112,0.0,0.0,12.0,57.0,13.0,6.0,227.0,168.0,18.14432,1.1336,0.7400881057268722,5.0
113,0.0,0.0,14.0,59.0,24.0,7.0,232.0,156.0,17.51408,1.308,0.6724137931034483,5.0
114,1.0,1.0,68.0,30.0,80.0,3.0,137.0,30.0,7.04928,5.84768,0.21897810218978103,5.0
115,1.0,1.0,35.0,23.0,56.0,2.0,102.0,23.0,4.37504,3.31888,0.22549019607843138,5.0
116,2.0,2.0,33.0,26.0,45.0,0.0,74.0,14.0,3.68272,2.71376,0.1891891891891892,5.0
117,2.0,2.0,37.0,37.0,42.0,12.0,115.0,48.0,7.41456,3.06256,0.41739130434782606,5.0
118,1.0,1.0,39.0,38.0,56.0,11.0,132.0,73.0,8.3016,3.31888,0.553030303030303,5.0
119,1.0,1.0,31.0,46.0,44.0,16.0,159.0,104.0,11.36576,2.70848,0.6540880503144654,5.0
120,1.0,1.0,26.0,49.0,28.0,7.0,172.0,131.0,13.64112,2.27248,0.7616279069767442,5.0
121,0.0,0.0,29.0,47.0,30.0,5.0,143.0,102.0,12.3408,2.616,0.7132867132867133,5.0
122,0.0,0.0,22.0,50.0,23.0,7.0,178.0,137.0,15.55408,2.0056,0.7696629213483146,5.0
123,0.0,0.0,28.0,49.0,32.0,5.0,159.0,118.0,13.24672,2.5288,0.7421383647798742,5.0
124,0.0,0.0,21.0,54.0,25.0,7.0,182.0,140.0,14.3224,2.18,0.7692307692307693,5.0
125,0.0,0.0,21.0,52.0,25.0,6.0,176.0,131.0,13.23168,2.18,0.7443181818181818,5.0
126,0.0,0.0,24.0,50.0,28.0,3.0,169.0,126.0,14.18752,2.4416,0.7455621301775148,5.0
127,0.0,0.0,23.0,48.0,26.0,5.0,151.0,107.0,12.52848,2.2672,0.7086092715231788,5.0
128,0.0,0.0,16.0,47.0,20.0,2.0,182.0,141.0,15.06112,1.744,0.7747252747252747,5.0
129,0.0,0.0,22.0,48.0,29.0,2.0,187.0,141.0,13.32208,2.0056,0.7540106951871658,5.0
130,0.0,0.0,24.0,44.0,29.0,4.0,167.0,120.0,12.93632,2.2672,0.718562874251497,5.0
131,0.0,0.0,22.0,45.0,23.0,6.0,138.0,97.0,11.6416,2.0056,0.7028985507246377,5.0
132,0.0,0.0,23.0,45.0,24.0,6.0,164.0,119.0,14.08432,2.0928,0.725609756097561,5.0
133,0.0,0.0,35.0,45.0,37.0,4.0,136.0,89.0,11.65728,3.2264,0.6544117647058824,5.0
134,1.0,1.0,30.0,54.0,34.0,4.0,179.0,127.0,14.19008,2.62128,0.7094972067039106,5.0
135,1.0,1.0,20.0,57.0,23.0,6.0,190.0,147.0,14.056,1.75456,0.7736842105263158,5.0
136,0.0,0.0,18.0,53.0,19.0,6.0,180.0,133.0,15.29952,1.6568,0.7388888888888889,5.0
137,0.0,0.0,17.0,51.0,20.0,8.0,181.0,139.0,15.25936,1.6568,0.7679558011049724,5.0
138,0.0,0.0,23.0,53.0,25.0,7.0,173.0,129.0,15.13184,2.18,0.7456647398843931,5.0
139,1.0,1.0,35.0,56.0,39.0,5.0,185.0,123.0,13.99648,3.23168,0.6648648648648648,5.0
140,0.0,0.0,30.0,65.0,35.0,3.0,181.0,120.0,13.82736,2.9648,0.6629834254143646,5.0
141,0.0,0.0,12.0,60.0,14.0,11.0,184.0,128.0,14.96816,1.2208,0.6956521739130435,5.0
142,0.0,0.0,17.0,60.0,18.0,1.0,200.0,142.0,16.62944,1.5696,0.71,5.0
143,0.0,0.0,22.0,60.0,25.0,7.0,185.0,133.0,14.9392,2.0928,0.7189189189189189,5.0
144,0.0,0.0,20.0,59.0,22.0,7.0,196.0,135.0,15.79328,1.9184,0.6887755102040817,5.0
145,0.0,0.0,25.0,55.0,28.0,6.0,201.0,139.0,14.7336,2.3544,0.6915422885572139,5.0
146,0.0,0.0,31.0,59.0,35.0,6.0,161.0,85.0,11.89744,2.9648,0.5279503105590062,5.0
147,0.0,0.0,54.0,29.0,65.0,8.0,144.0,44.0,8.78432,4.8832,0.3055555555555556,5.0
148,0.0,0.0,49.0,31.0,76.0,7.0,136.0,40.0,7.0328,4.2728,0.29411764705882354,5.0
149,1.0,1.0,35.0,39.0,47.0,6.0,170.0,111.0,10.36576,3.23168,0.6529411764705882,5.0
150,0.0,0.0,33.0,35.0,35.0,6.0,141.0,91.0,10.924,3.052,0.6453900709219859,5.0
151,0.0,0.0,33.0,36.0,37.0,9.0,99.0,57.0,8.0936,3.2264,0.5757575757575758,5.0
152,0.0,0.0,29.0,34.0,32.0,11.0,109.0,65.0,8.6112,2.7904,0.5963302752293578,5.0
153,0.0,0.0,33.0,33.0,35.0,8.0,119.0,77.0,8.76448,3.052,0.6470588235294118,5.0
154,1.0,1.0,36.0,36.0,46.0,4.0,108.0,65.0,7.12096,3.14448,0.6018518518518519,5.0
155,0.0,0.0,27.0,37.0,28.0,4.0,160.0,121.0,13.82464,2.4416,0.75625,5.0
156,0.0,0.0,22.0,44.0,24.0,9.0,149.0,113.0,12.852,2.0928,0.7583892617449665,5.0
157,0.0,0.0,29.0,40.0,31.0,11.0,135.0,97.0,11.90064,2.7032,0.7185185185185186,5.0
158,0.0,0.0,24.0,43.0,24.0,7.0,195.0,150.0,14.7992,2.0928,0.7692307692307693,5.0
159,0.0,0.0,25.0,45.0,26.0,9.0,210.0,152.0,14.20176,2.2672,0.7238095238095238,5.0
160,0.0,0.0,39.0,40.0,41.0,9.0,137.0,76.0,9.74016,3.488,0.5547445255474452,5.0
161,0.0,0.0,18.0,39.0,20.0,9.0,195.0,150.0,15.38864,1.6568,0.7692307692307693,5.0
162,0.0,0.0,29.0,37.0,29.0,9.0,157.0,109.0,12.972,2.5288,0.6942675159235668,5.0
163,0.0,0.0,27.0,37.0,35.0,8.0,175.0,125.0,12.93664,2.4416,0.7142857142857143,5.0
164,0.0,0.0,32.0,39.0,39.0,6.0,140.0,94.0,10.184,3.4008,0.6714285714285714,5.0
165,0.0,0.0,27.0,41.0,30.0,5.0,148.0,104.0,11.6096,2.3544,0.7027027027027027,5.0
166,0.0,0.0,23.0,40.0,25.0,3.0,190.0,144.0,15.01904,2.18,0.7578947368421053,5.0
167,0.0,0.0,24.0,40.0,27.0,6.0,166.0,123.0,13.68288,2.0928,0.7409638554216867,5.0
168,1.0,1.0,36.0,46.0,39.0,4.0,136.0,95.0,11.51056,3.23168,0.6985294117647058,5.0
169,0.0,0.0,14.0,49.0,16.0,5.0,231.0,186.0,17.11504,1.3952,0.8051948051948052,5.0
170,0.0,0.0,25.0,43.0,28.0,3.0,192.0,150.0,16.78048,2.4416,0.78125,5.0
171,0.0,0.0,24.0,45.0,30.0,3.0,195.0,145.0,15.2944,2.0928,0.7435897435897436,5.0
172,0.0,0.0,16.0,42.0,18.0,3.0,221.0,184.0,18.10528,1.4824,0.832579185520362,5.0
173,0.0,0.0,17.0,45.0,19.0,4.0,202.0,160.0,17.47952,1.6568,0.7920792079207921,5.0
174,0.0,0.0,21.0,47.0,24.0,4.0,204.0,154.0,15.90256,2.0928,0.7549019607843137,5.0
175,0.0,0.0,20.0,45.0,21.0,1.0,219.0,164.0,18.2024,1.8312,0.7488584474885844,5.0
176,0.0,0.0,14.0,45.0,17.0,2.0,234.0,177.0,19.2488,1.2208,0.7564102564102564,5.0
177,0.0,0.0,18.0,45.0,21.0,1.0,233.0,178.0,18.3408,1.8312,0.7639484978540773,5.0
178,0.0,0.0,16.0,45.0,16.0,4.0,220.0,169.0,18.284,1.3952,0.7681818181818182,5.0
179,0.0,0.0,22.0,45.0,23.0,4.0,216.0,164.0,15.73088,2.0056,0.7592592592592593,5.0
180,0.0,0.0,16.0,41.0,17.0,4.0,218.0,164.0,17.93632,1.4824,0.7522935779816514,5.0
181,1.0,1.0,23.0,50.0,25.0,6.0,211.0,150.0,16.58704,2.01088,0.7109004739336493,5.0
182,0.0,0.0,8.0,50.0,9.0,2.0,245.0,198.0,19.55968,0.7848,0.8081632653061225,5.0
183,0.0,0.0,17.0,50.0,17.0,4.0,216.0,160.0,17.67472,1.4824,0.7407407407407407,5.0
184,0.0,0.0,16.0,52.0,18.0,2.0,233.0,186.0,18.8856,1.3952,0.7982832618025751,5.0
185,0.0,0.0,15.0,50.0,18.0,3.0,230.0,177.0,19.24544,1.5696,0.7695652173913043,5.0
186,0.0,0.0,20.0,49.0,22.0,2.0,210.0,153.0,17.06992,1.9184,0.7285714285714285,5.0
187,0.0,0.0,23.0,49.0,36.0,6.0,204.0,140.0,15.6696,2.0928,0.6862745098039216,5.0
188,0.0,0.0,16.0,47.0,16.0,7.0,233.0,180.0,17.84768,1.3952,0.7725321888412017,5.0
189,0.0,0.0,16.0,47.0,17.0,2.0,213.0,164.0,18.08768,1.4824,0.7699530516431925,5.0
190,0.0,0.0,17.0,50.0,18.0,5.0,209.0,161.0,18.0016,1.5696,0.7703349282296651,5.0
191,0.0,0.0,12.0,51.0,12.0,3.0,227.0,184.0,19.56448,1.0464,0.8105726872246696,5.0
192,0.0,0.0,21.0,50.0,22.0,3.0,196.0,142.0,16.61088,1.9184,0.7244897959183674,5.0
193,0.0,0.0,23.0,50.0,25.0,4.0,219.0,173.0,17.18912,2.0056,0.7899543378995434,5.0
194,0.0,0.0,12.0,51.0,13.0,4.0,226.0,181.0,19.6528,1.1336,0.8008849557522124,5.0
195,0.0,0.0,31.0,49.0,33.0,6.0,161.0,103.0,13.5712,2.8776,0.639751552795031,5.0
196,0.0,0.0,12.0,46.0,13.0,1.0,231.0,179.0,19.74,1.1336,0.7748917748917749,5.0
