,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,1.0,1.0,3.0,4.0,22.0,0.0,22.0,0.0,0.29136,0.17968,0.0,5.0
2,0.0,0.0,5.0,5.0,22.0,0.0,24.0,0.0,0.53616,0.436,0.0,5.0
3,0.0,0.0,5.0,5.0,15.0,0.0,15.0,0.0,0.4992,0.436,0.0,5.0
4,0.0,0.0,5.0,5.0,7.0,0.0,7.0,0.0,0.46016,0.436,0.0,5.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.36,0.3488,0.0,5.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
13,3.0,3.0,18.0,18.0,21.0,0.0,21.0,0.0,1.38576,1.32384,0.0,5.0
14,4.0,4.0,34.0,37.0,38.0,5.0,54.0,12.0,3.53984,2.63712,0.2222222222222222,5.0
15,0.0,0.0,29.0,41.0,29.0,12.0,106.0,68.0,8.95472,2.5288,0.6415094339622641,5.0
16,1.0,1.0,19.0,46.0,20.0,13.0,145.0,111.0,12.43264,1.57488,0.7655172413793103,5.0
17,0.0,0.0,12.0,42.0,12.0,6.0,153.0,120.0,13.27456,1.0464,0.7843137254901961,5.0
18,0.0,0.0,19.0,42.0,20.0,12.0,146.0,117.0,12.93472,1.744,0.8013698630136986,5.0
19,0.0,0.0,20.0,43.0,20.0,2.0,162.0,123.0,13.98112,1.744,0.7592592592592593,5.0
20,0.0,0.0,17.0,45.0,17.0,5.0,166.0,131.0,14.50096,1.4824,0.7891566265060241,5.0
21,0.0,0.0,11.0,44.0,12.0,9.0,176.0,144.0,15.36736,1.0464,0.8181818181818182,5.0
22,0.0,0.0,18.0,45.0,19.0,5.0,163.0,127.0,14.1544,1.6568,0.7791411042944786,5.0
23,0.0,0.0,17.0,45.0,17.0,7.0,149.0,117.0,13.19296,1.4824,0.785234899328859,5.0
24,0.0,0.0,18.0,45.0,19.0,10.0,155.0,120.0,13.544,1.6568,0.7741935483870968,5.0
25,0.0,0.0,17.0,45.0,20.0,5.0,174.0,134.0,14.94032,1.744,0.7701149425287356,5.0
26,0.0,0.0,15.0,41.0,19.0,2.0,168.0,135.0,14.852,1.6568,0.8035714285714286,5.0
27,0.0,0.0,17.0,41.0,17.0,5.0,159.0,118.0,13.55904,1.4824,0.7421383647798742,5.0
28,0.0,0.0,51.0,33.0,54.0,3.0,105.0,41.0,8.12864,4.4472,0.3904761904761905,5.0
29,0.0,0.0,38.0,30.0,41.0,6.0,112.0,59.0,8.97904,3.3136,0.5267857142857143,5.0
30,0.0,0.0,29.0,30.0,29.0,11.0,117.0,75.0,9.73216,2.5288,0.6410256410256411,5.0
31,0.0,0.0,28.0,30.0,30.0,8.0,120.0,81.0,9.99824,2.4416,0.675,5.0
32,0.0,0.0,38.0,31.0,41.0,11.0,87.0,46.0,6.90128,3.3136,0.5287356321839081,5.0
33,0.0,0.0,38.0,30.0,39.0,4.0,80.0,40.0,6.9392,3.4008,0.5,5.0
34,1.0,1.0,28.0,31.0,32.0,12.0,78.0,44.0,6.26864,2.35968,0.5641025641025641,5.0
35,1.0,1.0,30.0,37.0,35.0,7.0,104.0,65.0,8.62192,2.62128,0.625,5.0
36,0.0,0.0,29.0,38.0,29.0,13.0,119.0,83.0,10.416,2.5288,0.6974789915966386,5.0
37,0.0,0.0,28.0,40.0,29.0,6.0,118.0,84.0,10.3288,2.5288,0.711864406779661,5.0
38,0.0,0.0,27.0,39.0,27.0,10.0,119.0,84.0,10.41376,2.3544,0.7058823529411765,5.0
39,0.0,0.0,25.0,40.0,28.0,9.0,114.0,82.0,10.06608,2.4416,0.7192982456140351,5.0
40,0.0,0.0,32.0,40.0,36.0,8.0,113.0,74.0,9.7376,2.9648,0.6548672566371682,5.0
41,0.0,0.0,43.0,35.0,43.0,6.0,92.0,44.0,7.6592,3.7496,0.4782608695652174,5.0
42,0.0,0.0,39.0,36.0,39.0,7.0,83.0,42.0,6.71456,3.4008,0.5060240963855421,5.0
43,0.0,0.0,34.0,31.0,34.0,15.0,66.0,32.0,5.8,2.9648,0.48484848484848486,5.0
44,0.0,0.0,32.0,33.0,32.0,10.0,69.0,36.0,6.05936,2.7904,0.5217391304347826,5.0
45,0.0,0.0,34.0,34.0,34.0,14.0,87.0,53.0,7.7184,2.9648,0.6091954022988506,5.0
46,1.0,1.0,33.0,40.0,37.0,10.0,94.0,58.0,7.77408,2.79568,0.6170212765957447,5.0
47,0.0,0.0,43.0,39.0,43.0,10.0,81.0,39.0,7.11808,3.7496,0.48148148148148145,5.0
48,0.0,0.0,30.0,40.0,31.0,10.0,105.0,66.0,9.11024,2.7032,0.6285714285714286,5.0
49,0.0,0.0,25.0,40.0,27.0,5.0,131.0,99.0,11.46016,2.3544,0.7557251908396947,5.0
50,0.0,0.0,20.0,40.0,23.0,8.0,124.0,95.0,10.84528,2.0056,0.7661290322580645,5.0
51,0.0,0.0,23.0,37.0,26.0,4.0,115.0,85.0,10.15104,2.2672,0.7391304347826086,5.0
52,1.0,1.0,22.0,43.0,24.0,7.0,153.0,114.0,12.63264,1.92368,0.7450980392156863,5.0
53,0.0,0.0,14.0,43.0,15.0,6.0,149.0,120.0,13.19072,1.308,0.8053691275167785,5.0
54,0.0,0.0,16.0,45.0,17.0,6.0,170.0,134.0,14.67536,1.4824,0.788235294117647,5.0
55,0.0,0.0,16.0,44.0,17.0,5.0,164.0,128.0,14.23936,1.4824,0.7804878048780488,5.0
56,0.0,0.0,17.0,45.0,19.0,6.0,160.0,126.0,14.0672,1.6568,0.7875,5.0
57,0.0,0.0,13.0,45.0,14.0,6.0,169.0,139.0,14.8464,1.2208,0.8224852071005917,5.0
58,0.0,0.0,17.0,45.0,18.0,5.0,162.0,126.0,14.15328,1.5696,0.7777777777777778,5.0
59,0.0,0.0,12.0,45.0,14.0,8.0,156.0,122.0,13.7128,1.2208,0.782051282051282,5.0
60,0.0,0.0,16.0,41.0,16.0,5.0,155.0,118.0,13.45344,1.3952,0.7612903225806451,5.0
61,0.0,0.0,14.0,42.0,16.0,4.0,168.0,135.0,14.76144,1.3952,0.8035714285714286,5.0
62,0.0,0.0,18.0,44.0,23.0,3.0,152.0,115.0,13.28688,2.0056,0.756578947368421,5.0
63,0.0,0.0,15.0,45.0,15.0,6.0,154.0,117.0,13.27792,1.308,0.7597402597402597,5.0
64,0.0,0.0,19.0,44.0,19.0,8.0,170.0,131.0,14.9392,1.6568,0.7705882352941177,5.0
65,0.0,0.0,18.0,45.0,18.0,7.0,150.0,111.0,13.19408,1.5696,0.74,5.0
66,0.0,0.0,13.0,45.0,14.0,3.0,161.0,123.0,13.9744,1.2208,0.7639751552795031,5.0
67,0.0,0.0,15.0,45.0,17.0,6.0,163.0,120.0,14.23936,1.4824,0.7361963190184049,5.0
68,0.0,0.0,18.0,42.0,18.0,6.0,165.0,122.0,14.58928,1.5696,0.7393939393939394,5.0
69,0.0,0.0,13.0,42.0,14.0,8.0,154.0,116.0,13.2768,1.2208,0.7532467532467533,5.0
70,0.0,0.0,19.0,43.0,20.0,3.0,172.0,127.0,15.11472,1.744,0.7383720930232558,5.0
71,0.0,0.0,15.0,45.0,18.0,7.0,174.0,132.0,15.28688,1.5696,0.7586206896551724,5.0
72,0.0,0.0,17.0,44.0,18.0,10.0,167.0,122.0,14.40816,1.5696,0.7305389221556886,5.0
73,0.0,0.0,32.0,20.0,46.0,1.0,80.0,18.0,4.19184,2.8776,0.225,5.0
74,1.0,2.0,40.0,18.0,65.0,1.0,103.0,31.0,6.77712,4.72464,0.30097087378640774,5.0
75,2.0,1.0,42.0,28.0,53.0,0.0,72.0,17.0,4.5592,3.58048,0.2361111111111111,5.0
76,1.0,1.0,32.0,31.0,39.0,1.0,58.0,21.0,3.96896,2.70848,0.3620689655172414,5.0
77,0.0,0.0,28.0,27.0,28.0,0.0,29.0,0.0,2.48416,2.4416,0.0,5.0
78,0.0,0.0,28.0,28.0,28.0,0.0,28.0,0.0,2.47968,2.4416,0.0,5.0
79,0.0,0.0,30.0,29.0,30.0,0.0,29.0,0.0,2.65632,2.616,0.0,5.0
80,0.0,0.0,30.0,30.0,30.0,0.0,30.0,0.0,2.65632,2.616,0.0,5.0
81,1.0,1.0,34.0,36.0,38.0,10.0,92.0,51.0,7.5744,2.88288,0.5543478260869565,5.0
82,1.0,1.0,24.0,40.0,28.0,18.0,144.0,103.0,12.0104,2.01088,0.7152777777777778,5.0
83,0.0,0.0,21.0,40.0,22.0,13.0,139.0,105.0,12.23936,1.9184,0.7553956834532374,5.0
84,0.0,0.0,17.0,41.0,21.0,9.0,156.0,125.0,12.9728,1.8312,0.8012820512820513,5.0
85,0.0,0.0,24.0,38.0,24.0,10.0,128.0,95.0,11.2824,2.0928,0.7421875,5.0
86,0.0,0.0,18.0,37.0,19.0,11.0,146.0,114.0,12.8464,1.6568,0.7808219178082192,5.0
87,0.0,0.0,25.0,38.0,28.0,10.0,129.0,93.0,11.28688,2.4416,0.7209302325581395,5.0
88,0.0,0.0,17.0,40.0,19.0,6.0,138.0,107.0,11.8872,1.6568,0.7753623188405797,5.0
89,0.0,0.0,18.0,39.0,18.0,6.0,148.0,117.0,13.01968,1.5696,0.7905405405405406,5.0
90,0.0,0.0,25.0,40.0,26.0,6.0,134.0,96.0,11.72064,2.2672,0.7164179104477612,5.0
91,0.0,0.0,19.0,40.0,20.0,5.0,135.0,101.0,11.71392,1.744,0.7481481481481481,5.0
92,0.0,0.0,14.0,40.0,16.0,7.0,141.0,112.0,12.40704,1.3952,0.7943262411347518,5.0
93,0.0,0.0,19.0,40.0,21.0,7.0,147.0,114.0,12.93584,1.8312,0.7755102040816326,5.0
94,1.0,1.0,33.0,37.0,35.0,4.0,120.0,77.0,9.87824,2.97008,0.6416666666666667,5.0
95,0.0,0.0,43.0,29.0,46.0,5.0,98.0,42.0,7.5952,3.7496,0.42857142857142855,5.0
96,0.0,0.0,33.0,29.0,34.0,9.0,86.0,43.0,6.78224,2.9648,0.5,5.0
97,0.0,0.0,31.0,30.0,32.0,11.0,64.0,28.0,5.12208,2.7032,0.4375,5.0
98,0.0,0.0,30.0,30.0,30.0,12.0,73.0,35.0,5.73136,2.616,0.4794520547945205,5.0
99,0.0,0.0,28.0,30.0,30.0,13.0,75.0,35.0,5.73696,2.4416,0.4666666666666667,5.0
100,2.0,2.0,39.0,39.0,50.0,9.0,90.0,37.0,6.41792,3.23696,0.4111111111111111,5.0
101,0.0,0.0,39.0,40.0,39.0,7.0,67.0,27.0,5.81456,3.4008,0.40298507462686567,5.0
102,0.0,0.0,38.0,39.0,38.0,6.0,74.0,37.0,6.41488,3.3136,0.5,5.0
103,0.0,0.0,38.0,37.0,38.0,7.0,77.0,40.0,6.85088,3.3136,0.5194805194805194,5.0
104,0.0,0.0,40.0,38.0,40.0,4.0,73.0,35.0,6.50432,3.488,0.4794520547945205,5.0
105,0.0,0.0,36.0,40.0,36.0,11.0,99.0,57.0,8.50544,3.1392,0.5757575757575758,5.0
106,0.0,0.0,29.0,39.0,29.0,19.0,135.0,100.0,11.31936,2.5288,0.7407407407407407,5.0
107,0.0,0.0,37.0,40.0,37.0,13.0,112.0,70.0,9.72736,3.2264,0.625,5.0
108,0.0,0.0,35.0,40.0,35.0,8.0,95.0,52.0,8.32992,3.052,0.5473684210526316,5.0
109,0.0,0.0,36.0,40.0,36.0,11.0,108.0,69.0,9.46464,3.1392,0.6388888888888888,5.0
110,0.0,0.0,20.0,40.0,21.0,16.0,123.0,95.0,10.84304,1.8312,0.7723577235772358,5.0
111,0.0,0.0,26.0,37.0,26.0,6.0,121.0,86.0,9.67072,2.2672,0.7107438016528925,5.0
112,0.0,0.0,31.0,39.0,32.0,10.0,114.0,73.0,9.55888,2.7904,0.6403508771929824,5.0
113,0.0,0.0,31.0,38.0,31.0,7.0,121.0,80.0,10.34256,2.7032,0.6611570247933884,5.0
