,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.27392,0.17968,0.0,2.0
2,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.51664,0.436,0.0,2.0
3,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.363636363636363,0.51664,0.436,0.0,2.0
4,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.454545454545454,0.51664,0.436,0.0,2.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.818181818181818,0.51664,0.436,0.0,2.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.909090909090909,0.51664,0.436,0.0,2.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,7.636363636363637,0.51664,0.436,0.0,2.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,7.818181818181818,0.51664,0.436,0.0,2.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,8.0625,0.42944,0.3488,0.0,2.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,8.727272727272727,0.51664,0.436,0.0,2.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.818181818181818,0.51664,0.436,0.0,2.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,10.545454545454545,0.51664,0.436,0.0,2.0
13,0.0,0.0,5.0,12.0,5.0,0.0,5.0,0.0,11.636363636363637,0.51664,0.436,0.0,2.0
14,0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,12.176470588235293,0.51776,0.436,0.0,2.0
15,1.0,1.0,11.0,11.0,14.0,0.0,11.0,1.0,11.846153846153847,0.9576,0.87728,0.09090909090909091,2.0
16,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,13.235294117647058,0.94112,0.872,0.0,2.0
17,0.0,0.0,8.0,10.0,8.0,0.0,9.0,0.0,12.272727272727273,0.85392,0.6976,0.0,2.0
18,1.0,1.0,13.0,11.0,20.0,2.0,21.0,10.0,11.375,1.82496,1.05168,0.47619047619047616,2.0
19,0.0,0.0,15.0,15.0,15.0,0.0,25.0,10.0,11.333333333333334,2.2376,1.308,0.4,2.0
20,0.0,0.0,15.0,15.0,15.0,0.0,25.0,10.0,11.466666666666667,2.2376,1.308,0.4,2.0
21,1.0,1.0,18.0,18.0,27.0,0.0,31.0,13.0,10.444444444444445,2.51824,1.48768,0.41935483870967744,2.0
22,1.0,1.0,26.0,26.0,29.0,0.0,56.0,31.0,9.416666666666666,4.43744,2.18528,0.5535714285714286,2.0
23,0.0,0.0,24.0,28.0,24.0,0.0,58.0,33.0,9.514285714285714,5.09216,2.0928,0.5689655172413793,2.0
24,0.0,0.0,23.0,25.0,23.0,0.0,46.0,21.0,10.137931034482758,4.04576,2.0056,0.45652173913043476,2.0
25,0.0,0.0,24.0,25.0,25.0,1.0,61.0,36.0,9.32876712328767,5.35376,2.0928,0.5901639344262295,2.0
26,1.0,1.0,27.0,23.0,33.0,2.0,59.0,37.0,8.56,4.69552,2.27248,0.6271186440677966,2.0
27,0.0,0.0,27.0,30.0,28.0,7.0,103.0,73.0,8.162162162162161,9.00464,2.4416,0.7087378640776699,2.0
28,0.0,0.0,29.0,30.0,29.0,6.0,100.0,70.0,8.25,8.74304,2.5288,0.7,2.0
29,1.0,1.0,35.0,33.0,43.0,5.0,87.0,58.0,8.352941176470589,7.54864,2.97008,0.6666666666666666,2.0
30,1.0,1.0,29.0,41.0,35.0,6.0,114.0,77.0,9.179487179487179,9.456,2.70848,0.6754385964912281,2.0
31,0.0,0.0,25.0,40.0,28.0,11.0,110.0,79.0,8.127272727272727,9.592,2.4416,0.7181818181818181,2.0
32,0.0,0.0,23.0,40.0,28.0,1.0,133.0,100.0,7.12781954887218,11.5976,2.4416,0.7518796992481203,2.0
33,0.0,0.0,31.0,40.0,32.0,7.0,113.0,76.0,7.8584070796460175,9.8536,2.7904,0.672566371681416,2.0
34,0.0,0.0,23.0,40.0,27.0,4.0,125.0,93.0,7.68,10.9,2.3544,0.744,2.0
35,0.0,0.0,30.0,32.0,30.0,4.0,119.0,83.0,7.61344537815126,10.3768,2.616,0.6974789915966386,2.0
36,0.0,0.0,23.0,40.0,23.0,9.0,123.0,92.0,7.951219512195122,10.7256,2.0056,0.7479674796747967,2.0
37,0.0,0.0,27.0,40.0,29.0,15.0,127.0,92.0,8.78740157480315,11.0744,2.5288,0.7244094488188977,2.0
38,0.0,0.0,27.0,40.0,27.0,9.0,119.0,85.0,8.117647058823529,10.3768,2.3544,0.7142857142857143,2.0
39,0.0,0.0,20.0,40.0,22.0,7.0,144.0,109.0,7.458333333333333,12.5568,1.9184,0.7569444444444444,2.0
40,1.0,1.0,22.0,26.0,37.0,1.0,61.0,42.0,8.727272727272727,4.98848,1.83648,0.6885245901639344,2.0
41,0.0,0.0,25.0,23.0,36.0,7.0,89.0,60.0,9.696969696969697,7.7832,2.2672,0.6741573033707865,2.0
42,1.0,1.0,29.0,26.0,30.0,6.0,110.0,76.0,7.891891891891892,9.5112,2.44688,0.6909090909090909,2.0
43,1.0,1.0,28.0,24.0,29.0,13.0,104.0,75.0,7.6571428571428575,8.988,2.35968,0.7211538461538461,2.0
44,0.0,0.0,24.0,30.0,26.0,7.0,112.0,83.0,8.142857142857142,9.7664,2.2672,0.7410714285714286,2.0
45,1.0,1.0,29.0,33.0,36.0,8.0,102.0,69.0,8.20183486238532,8.74608,2.44688,0.6764705882352942,2.0
46,1.0,1.0,23.0,41.0,28.0,6.0,125.0,93.0,7.904761904761905,10.8192,2.27248,0.744,2.0
47,0.0,0.0,25.0,40.0,26.0,8.0,122.0,89.0,7.967213114754099,10.6384,2.2672,0.7295081967213115,2.0
48,0.0,0.0,26.0,40.0,26.0,8.0,120.0,85.0,8.4,10.464,2.2672,0.7083333333333334,2.0
49,0.0,0.0,28.0,40.0,31.0,4.0,128.0,94.0,7.875,11.1616,2.7032,0.734375,2.0
50,0.0,0.0,25.0,40.0,26.0,3.0,121.0,88.0,7.951219512195122,10.55696,2.2672,0.7272727272727273,2.0
51,0.0,0.0,20.0,36.0,21.0,3.0,121.0,90.0,7.951219512195122,10.55696,1.8312,0.743801652892562,2.0
52,0.0,0.0,28.0,27.0,33.0,8.0,104.0,74.0,7.699115044247788,9.09296,2.4416,0.7115384615384616,2.0
53,0.0,0.0,29.0,30.0,30.0,9.0,98.0,68.0,8.307692307692308,8.56912,2.5288,0.6938775510204082,2.0
54,0.0,0.0,28.0,30.0,28.0,9.0,93.0,60.0,8.580645161290322,8.1096,2.4416,0.6451612903225806,2.0
55,0.0,0.0,33.0,30.0,33.0,9.0,95.0,60.0,8.526315789473685,8.284,2.8776,0.631578947368421,2.0
56,0.0,0.0,31.0,30.0,31.0,9.0,87.0,56.0,8.758620689655173,7.5864,2.7032,0.6436781609195402,2.0
57,0.0,0.0,26.0,30.0,26.0,9.0,93.0,64.0,8.580645161290322,8.1096,2.2672,0.6881720430107527,2.0
58,1.0,1.0,33.0,34.0,38.0,9.0,97.0,69.0,8.222222222222221,8.41616,2.88288,0.711340206185567,2.0
59,0.0,0.0,34.0,35.0,34.0,3.0,93.0,57.0,8.580645161290322,8.1096,2.9648,0.6129032258064516,2.0
60,0.0,0.0,31.0,28.0,31.0,12.0,85.0,57.0,8.258823529411766,7.412,2.7032,0.6705882352941176,2.0
61,0.0,0.0,32.0,35.0,32.0,6.0,95.0,60.0,8.557894736842105,8.284,2.7904,0.631578947368421,2.0
62,0.0,0.0,31.0,36.0,31.0,5.0,96.0,63.0,8.5,8.3712,2.7032,0.65625,2.0
63,0.0,0.0,34.0,37.0,40.0,5.0,106.0,68.0,8.105263157894736,9.0992,2.9648,0.6415094339622641,2.0
64,2.0,2.0,33.0,40.0,39.0,8.0,117.0,80.0,7.967213114754099,9.96608,2.80096,0.6837606837606838,2.0
65,0.0,0.0,27.0,40.0,30.0,8.0,116.0,84.0,8.068965517241379,10.1152,2.616,0.7241379310344828,2.0
66,0.0,0.0,25.0,40.0,25.0,2.0,115.0,82.0,8.08695652173913,10.028,2.18,0.7130434782608696,2.0
67,0.0,0.0,28.0,40.0,30.0,7.0,108.0,74.0,8.222222222222221,9.4176,2.616,0.6851851851851852,2.0
68,0.0,0.0,22.0,40.0,25.0,8.0,128.0,93.0,7.5,11.1616,2.18,0.7265625,2.0
