devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,70.0,17.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.436,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,8.4,0.048761904761904756,0.436,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.0,0.045511111111111106,0.436,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,11.4,0.035929824561403506,0.436,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.8,0.024380952380952378,0.436,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.44848,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,18.0,0.018204444444444443,0.3488,0.3488,0.0,5.0,7.0,70.0,17.0
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,15.75,0.026006349206349203,0.44288,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,18.857142857142858,0.02172121212121212,0.4416,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,18.6,0.022021505376344085,0.44848,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,24.75,0.016549494949494946,0.44288,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,32.57142857142857,0.01257543859649123,0.4416,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,32.25,0.012700775193798449,0.44288,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,38.57142857142857,0.010619259259259259,0.4416,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,4.0,5.0,4.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.3488,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,4.0,5.0,0.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,30.0,0.013653333333333333,0.44848,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.44288,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,40.285714285714285,0.010167375886524822,0.4416,0.436,0.0,2.0,10.0,70.0,17.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,2.0,10.0,70.0,17.0
1.0,1.0,10.0,10.0,14.0,0.0,10.0,0.0,23.142857142857142,0.03539753086419753,0.79808,0.79008,0.0,2.0,10.0,70.0,17.0
0.0,0.0,10.0,10.0,12.0,0.0,10.0,0.0,26.25,0.031207619047619047,0.8776,0.872,0.0,2.0,10.0,70.0,17.0
1.0,1.0,12.0,12.0,16.0,0.0,12.0,0.0,18.9375,0.051909702970297025,0.97248,0.96448,0.0,2.0,10.0,70.0,17.0
0.0,0.0,15.0,15.0,17.0,0.0,15.0,0.0,21.176470588235293,0.058026666666666664,1.3136,1.308,0.0,2.0,10.0,70.0,17.0
1.0,1.0,20.0,21.0,24.0,0.0,21.0,0.0,16.8,0.10239999999999999,1.75728,1.66208,0.0,5.0,7.0,70.0,17.0
1.0,1.0,22.0,21.0,25.0,4.0,29.0,11.0,13.864864864864865,0.12407766081871344,2.46928,1.83648,0.3793103448275862,2.0,10.0,70.0,17.0
0.0,0.0,25.0,25.0,30.0,0.0,25.0,0.0,14.5,0.14124137931034483,2.19248,2.18,0.0,2.0,10.0,70.0,17.0
1.0,1.0,22.0,28.0,23.0,1.0,47.0,20.0,11.5625,0.19837924324324324,4.0176,1.83648,0.425531914893617,5.0,7.0,70.0,17.0
0.0,0.0,33.0,30.0,33.0,1.0,41.0,10.0,11.853658536585366,0.20732839506172837,3.5752,2.8776,0.24390243902439024,2.0,10.0,70.0,17.0
0.0,0.0,30.0,29.0,30.0,0.0,29.0,0.0,16.137931034482758,0.14721094017094016,2.5288,2.616,0.0,5.0,7.0,70.0,17.0
0.0,0.0,28.0,29.0,28.0,0.0,29.0,0.0,17.482758620689655,0.13588702169625244,2.5288,2.4416,0.0,5.0,7.0,70.0,17.0
0.0,0.0,28.0,27.0,28.0,0.0,27.0,0.0,18.22222222222222,0.12138146341463417,2.3544,2.4416,0.0,5.0,7.0,70.0,17.0
1.0,1.0,36.0,36.0,37.0,0.0,36.0,0.0,19.783783783783782,0.14906754098360656,3.0584,3.05728,0.0,5.0,7.0,70.0,17.0
1.0,1.0,36.0,38.0,37.0,7.0,54.0,16.0,19.636363636363637,0.15853037037037035,4.628,3.05728,0.2962962962962963,5.0,7.0,70.0,17.0
0.0,0.0,41.0,40.0,41.0,15.0,85.0,45.0,14.788235294117648,0.22158154335719968,7.412,3.5752,0.5294117647058824,3.0,9.0,70.0,17.0
0.0,0.0,35.0,40.0,41.0,22.0,109.0,70.0,13.008620689655173,0.25189449966865474,9.52304,3.052,0.6422018348623854,4.0,8.0,70.0,17.0
