devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,70.0,5.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,70.0,5.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,7.8,0.05251282051282051,0.436,0.436,0.0,6.0,6.0,70.0,5.0
0.0,0.0,5.0,5.0,14.0,0.0,5.0,0.0,7.5,0.05461333333333333,0.45664,0.436,0.0,6.0,6.0,70.0,5.0
0.0,0.0,5.0,5.0,11.0,0.0,5.0,0.0,8.727272727272727,0.04693333333333334,0.4528,0.436,0.0,5.0,7.0,70.0,5.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,18.0,0.022755555555555553,0.436,0.436,0.0,2.0,10.0,70.0,5.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,22.8,0.017964912280701753,0.436,0.436,0.0,6.0,6.0,70.0,5.0
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,21.75,0.018832183908045978,0.44288,0.436,0.0,6.0,6.0,70.0,5.0
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,30.857142857142858,0.013274074074074074,0.4416,0.436,0.0,6.0,6.0,70.0,5.0
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,48.0,0.006826666666666667,0.3488,0.3488,0.0,6.0,6.0,70.0,5.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,2.0,10.0,70.0,5.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,70.0,5.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,70.0,5.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,70.0,5.0
3.0,3.0,16.0,17.0,19.0,4.0,30.0,13.0,13.272727272727273,0.10492493150684931,2.29168,1.14944,0.43333333333333335,6.0,6.0,70.0,5.0
0.0,0.0,20.0,19.0,20.0,5.0,38.0,19.0,12.394736842105264,0.12557588110403395,3.3136,1.744,0.5,2.0,10.0,70.0,5.0
0.0,0.0,20.0,20.0,20.0,5.0,40.0,20.0,12.15,0.1348477366255144,3.488,1.744,0.5,2.0,10.0,70.0,5.0
0.0,0.0,19.0,20.0,19.0,5.0,39.0,19.0,12.615384615384615,0.12987317073170732,3.4008,1.6568,0.48717948717948717,2.0,10.0,70.0,5.0
1.0,1.0,20.0,24.0,21.0,8.0,79.0,55.0,8.6625,0.22696450216450215,6.3984,1.66208,0.6962025316455697,2.0,10.0,70.0,5.0
0.0,0.0,25.0,25.0,25.0,8.0,93.0,68.0,8.96774193548387,0.22837410071942446,8.1096,2.18,0.7311827956989247,2.0,10.0,70.0,5.0
0.0,0.0,22.0,25.0,22.0,9.0,101.0,76.0,8.613861386138614,0.2377563218390804,8.8072,1.9184,0.7524752475247525,2.0,10.0,70.0,5.0
0.0,0.0,22.0,25.0,22.0,5.0,79.0,55.0,9.037974683544304,0.22659943977591038,6.8888,1.9184,0.6962025316455697,2.0,10.0,70.0,5.0
0.0,0.0,22.0,22.0,22.0,8.0,76.0,53.0,9.157894736842104,0.19679632183908044,6.6272,1.9184,0.6973684210526315,2.0,10.0,70.0,5.0
0.0,0.0,23.0,25.0,23.0,4.0,84.0,59.0,8.857142857142858,0.23122580645161284,7.3248,2.0056,0.7023809523809523,2.0,10.0,70.0,5.0
0.0,0.0,21.0,24.0,21.0,8.0,95.0,71.0,8.526315789473685,0.23058962962962962,8.284,1.8312,0.7473684210526316,2.0,10.0,70.0,5.0
0.0,0.0,22.0,25.0,22.0,6.0,92.0,67.0,8.608695652173912,0.23789898989898992,8.0224,1.9184,0.7282608695652174,2.0,10.0,70.0,5.0
0.0,0.0,11.0,15.0,14.0,2.0,21.0,9.0,11.647058823529411,0.10550303030303029,1.86688,0.9592,0.42857142857142855,2.0,10.0,70.0,5.0
1.0,1.0,15.0,15.0,20.0,0.0,15.0,1.0,14.571428571428571,0.08432941176470587,1.26192,1.22608,0.06666666666666667,2.0,10.0,70.0,5.0
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,17.217391304347824,0.07136969696969697,1.33104,1.308,0.0,2.0,10.0,70.0,5.0
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,17.73913043478261,0.06927058823529411,1.33104,1.308,0.0,2.0,10.0,70.0,5.0
0.0,0.0,14.0,15.0,14.0,0.0,15.0,0.0,18.52173913043478,0.06634366197183099,1.33104,1.2208,0.0,2.0,10.0,70.0,5.0
0.0,0.0,15.0,14.0,15.0,0.0,14.0,0.0,19.363636363636363,0.059228544600938966,1.24384,1.308,0.0,2.0,10.0,70.0,5.0
0.0,0.0,14.0,14.0,14.0,0.0,14.0,0.0,20.454545454545453,0.0560696888888889,1.24384,1.2208,0.0,2.0,10.0,70.0,5.0
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,21.652173913043477,0.05675180722891566,1.33104,1.308,0.0,2.0,10.0,70.0,5.0
0.0,0.0,15.0,15.0,15.0,1.0,16.0,1.0,22.5,0.05461333333333333,1.41824,1.308,0.0625,2.0,10.0,70.0,5.0
0.0,0.0,14.0,14.0,20.0,2.0,16.0,2.0,20.307692307692307,0.056475151515151506,1.42048,1.2208,0.125,2.0,10.0,70.0,5.0
2.0,2.0,23.0,25.0,31.0,10.0,60.0,37.0,14.657142857142857,0.1397270955165692,4.848,1.84176,0.6166666666666667,2.0,10.0,70.0,5.0
0.0,0.0,22.0,25.0,22.0,10.0,78.0,53.0,10.0,0.20479999999999998,6.8016,1.9184,0.6794871794871795,2.0,10.0,70.0,5.0
0.0,0.0,23.0,25.0,23.0,6.0,79.0,55.0,9.417721518987342,0.21746236559139784,6.8888,2.0056,0.6962025316455697,2.0,10.0,70.0,5.0
0.0,0.0,26.0,22.0,26.0,4.0,79.0,56.0,9.569620253164556,0.1883293121693122,6.8888,2.2672,0.7088607594936709,2.0,10.0,70.0,5.0
0.0,0.0,19.0,25.0,19.0,7.0,100.0,76.0,8.64,0.23703703703703702,8.72,1.6568,0.76,2.0,10.0,70.0,5.0
0.0,0.0,20.0,24.0,20.0,7.0,101.0,76.0,8.376237623762377,0.23472113475177303,8.8072,1.744,0.7524752475247525,2.0,10.0,70.0,5.0
0.0,0.0,23.0,25.0,23.0,9.0,92.0,67.0,8.608695652173912,0.23789898989898992,8.0224,2.0056,0.7282608695652174,2.0,10.0,70.0,5.0
0.0,0.0,19.0,24.0,19.0,6.0,90.0,66.0,8.133333333333333,0.24173114754098363,7.848,1.6568,0.7333333333333333,2.0,10.0,70.0,5.0
0.0,0.0,25.0,25.0,25.0,5.0,88.0,63.0,8.727272727272727,0.2346666666666667,7.6736,2.18,0.7159090909090909,2.0,10.0,70.0,5.0
0.0,0.0,20.0,24.0,20.0,5.0,79.0,56.0,8.962962962962964,0.21935603305785117,6.89456,1.744,0.7088607594936709,2.0,10.0,70.0,5.0
1.0,1.0,18.0,19.0,31.0,2.0,35.0,19.0,10.615384615384615,0.1466249275362319,3.01056,1.48768,0.5428571428571428,2.0,10.0,70.0,5.0
1.0,1.0,19.0,20.0,23.0,5.0,39.0,27.0,10.673076923076923,0.15350774774774772,2.876,1.57488,0.6923076923076923,2.0,10.0,70.0,5.0
0.0,0.0,20.0,18.0,20.0,5.0,38.0,20.0,12.31578947368421,0.11972923076923078,3.3136,1.744,0.5263157894736842,2.0,10.0,70.0,5.0
0.0,0.0,19.0,19.0,19.0,5.0,39.0,20.0,12.384615384615385,0.1256785093167702,3.4008,1.6568,0.5128205128205128,2.0,10.0,70.0,5.0
0.0,0.0,20.0,20.0,20.0,5.0,39.0,19.0,12.538461538461538,0.13066993865030674,3.4008,1.744,0.48717948717948717,2.0,10.0,70.0,5.0
0.0,0.0,20.0,20.0,20.0,5.0,40.0,20.0,12.6,0.13003174603174603,3.488,1.744,0.5,2.0,10.0,70.0,5.0
1.0,1.0,21.0,23.0,25.0,5.0,57.0,34.0,9.639344262295081,0.19546557823129254,4.73296,1.74928,0.5964912280701754,2.0,10.0,70.0,5.0
0.0,0.0,21.0,25.0,21.0,9.0,96.0,71.0,8.9375,0.22914685314685312,8.3712,1.8312,0.7395833333333334,2.0,10.0,70.0,5.0
0.0,0.0,25.0,25.0,25.0,6.0,86.0,61.0,8.790697674418604,0.232973544973545,7.4992,2.18,0.7093023255813954,2.0,10.0,70.0,5.0
0.0,0.0,21.0,25.0,21.0,6.0,87.0,62.0,8.793103448275861,0.23290980392156865,7.5864,1.8312,0.7126436781609196,2.0,10.0,70.0,5.0
0.0,0.0,17.0,21.0,17.0,6.0,102.0,81.0,8.307692307692308,0.20707555555555554,8.90016,1.4824,0.7941176470588235,2.0,10.0,70.0,5.0
