devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retransmissions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,13.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19904,0.17968,0.0,3.0,9.0,100.0,13.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,7.0,0.058514285714285706,0.44752,0.436,0.0,6.0,6.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,7.5,0.05461333333333333,0.44864,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,8.7,0.04708045977011494,0.44848,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,9.333333333333334,0.04388571428571428,0.44736,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.666666666666666,0.03233684210526316,0.44752,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,11.076923076923077,0.036977777777777776,0.45552,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,18.0,0.0,5.0,0.0,10.090909090909092,0.040590990990990984,0.47936,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,4.0,4.0,13.0,0.0,4.0,1.0,12.0,0.027306666666666667,0.38848,0.3488,0.25,5.0,7.0,100.0,13.0,0.1744
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,22.666666666666668,0.018070588235294116,0.44752,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,22.90909090909091,0.017879365079365075,0.45328,0.436,0.0,2.0,10.0,100.0,13.0,0.436
1.0,1.0,10.0,10.0,11.0,0.0,10.0,0.0,17.05263157894737,0.04803950617283951,0.81424,0.79008,0.0,2.0,10.0,100.0,13.0,0.79008
0.0,0.0,9.0,10.0,9.0,0.0,10.0,0.0,17.666666666666668,0.04636981132075471,0.89504,0.7848,0.0,6.0,6.0,100.0,13.0,0.7848
0.0,0.0,10.0,9.0,10.0,0.0,9.0,0.0,19.41176470588235,0.03798109090909091,0.80784,0.872,0.0,3.0,9.0,100.0,13.0,0.872
1.0,1.0,13.0,13.0,22.0,0.0,13.0,0.0,14.5,0.07344551724137931,1.0952,1.05168,0.0,4.0,8.0,100.0,13.0,1.05168
0.0,0.0,14.0,16.0,16.0,0.0,15.0,0.0,17.04,0.07692018779342723,1.33664,1.2208,0.0,6.0,6.0,100.0,13.0,1.2208
0.0,0.0,14.0,14.0,14.0,0.0,14.0,0.0,18.818181818181817,0.06094531400966184,1.24384,1.2208,0.0,2.0,10.0,100.0,13.0,1.2208
1.0,1.0,18.0,17.0,19.0,1.0,18.0,1.0,15.444444444444445,0.09017093525179856,1.51184,1.48768,0.05555555555555555,2.0,10.0,100.0,13.0,0.74384
3.0,3.0,28.0,31.0,31.0,3.0,45.0,14.0,11.785714285714286,0.21547442424242422,3.70464,2.19584,0.3111111111111111,2.0,10.0,100.0,13.0,0.14638933333333334
0.0,0.0,15.0,36.0,16.0,9.0,142.0,111.0,7.618421052631579,0.38710383419689115,11.83776,1.3952,0.7816901408450704,5.0,7.0,100.0,13.0,0.012457142857142858
0.0,0.0,13.0,34.0,16.0,13.0,137.0,109.0,7.677631578947368,0.36277854327335046,11.98416,1.1336,0.7956204379562044,2.0,10.0,100.0,13.0,0.010305454545454545
0.0,0.0,17.0,35.0,17.0,13.0,134.0,104.0,7.795774647887324,0.36778897922312553,11.70784,1.4824,0.7761194029850746,6.0,6.0,100.0,13.0,0.014118095238095237
0.0,0.0,17.0,35.0,18.0,7.0,140.0,110.0,7.763513513513513,0.36931731940818097,12.23104,1.5696,0.7857142857142857,2.0,10.0,100.0,13.0,0.014140540540540541
0.0,0.0,19.0,35.0,21.0,10.0,129.0,99.0,7.970802919708029,0.35971282051282055,11.27184,1.8312,0.7674418604651163,5.0,7.0,100.0,13.0,0.018312
0.0,0.0,12.0,33.0,12.0,12.0,145.0,115.0,7.96078431372549,0.3395846305418719,12.66704,1.0464,0.7931034482758621,4.0,8.0,100.0,13.0,0.009020689655172413
2.0,2.0,19.0,39.0,20.0,11.0,136.0,106.0,7.9862068965517246,0.40004974093264245,11.71952,1.49296,0.7794117647058824,5.0,7.0,100.0,13.0,0.013952897196261683
0.0,0.0,18.0,39.0,18.0,17.0,145.0,113.0,8.431372549019608,0.3789276279069767,12.66704,1.5696,0.7793103448275862,2.0,10.0,100.0,13.0,0.013768421052631579
0.0,0.0,22.0,39.0,24.0,6.0,139.0,105.0,8.040816326530612,0.39733279187817255,12.14384,2.0928,0.7553956834532374,6.0,6.0,100.0,13.0,0.019743396226415095
0.0,0.0,22.0,39.0,22.0,10.0,137.0,103.0,8.275862068965518,0.38604799999999995,11.96944,1.9184,0.7518248175182481,5.0,7.0,100.0,13.0,0.018446153846153848
1.0,1.0,23.0,47.0,27.0,4.0,175.0,135.0,7.891304347826087,0.4879092011019283,15.20224,2.18528,0.7714285714285715,5.0,7.0,100.0,13.0,0.016068235294117647
0.0,0.0,21.0,45.0,21.0,8.0,158.0,120.0,7.807228915662651,0.47217777777777775,13.2272,1.8312,0.759493670886076,5.0,7.0,100.0,13.0,0.015133884297520661
0.0,0.0,16.0,46.0,18.0,12.0,201.0,162.0,7.894736842105263,0.4773205333333333,17.55024,1.5696,0.8059701492537313,6.0,6.0,100.0,13.0,0.009629447852760736
0.0,0.0,21.0,45.0,21.0,9.0,162.0,122.0,8.188235294117646,0.4502068965517242,14.14944,1.8312,0.7530864197530864,4.0,8.0,100.0,13.0,0.01488780487804878
0.0,0.0,18.0,43.0,18.0,9.0,166.0,126.0,7.827586206896552,0.4500186784140968,14.49824,1.5696,0.7590361445783133,3.0,9.0,100.0,13.0,0.012359055118110238
0.0,0.0,20.0,42.0,22.0,9.0,148.0,110.0,7.461538461538462,0.4611167010309278,12.92864,1.9184,0.7432432432432432,5.0,7.0,100.0,13.0,0.017282882882882884
0.0,0.0,34.0,40.0,34.0,1.0,139.0,93.0,7.69811320754717,0.42566274509803914,11.60496,2.9648,0.6690647482014388,4.0,8.0,100.0,13.0,0.03154042553191489
0.0,0.0,33.0,30.0,37.0,7.0,93.0,57.0,8.473684210526315,0.2900273291925466,8.16832,2.9648,0.6129032258064516,2.0,10.0,100.0,13.0,0.05111724137931034
1.0,1.0,44.0,33.0,51.0,2.0,53.0,9.0,9.768292682926829,0.27674846441947565,4.61824,3.75488,0.16981132075471697,2.0,10.0,100.0,13.0,0.375488
1.0,1.0,33.0,33.0,43.0,1.0,40.0,6.0,11.5,0.23507478260869566,3.47456,2.79568,0.15,3.0,9.0,100.0,13.0,0.39938285714285715
1.0,1.0,32.0,41.0,36.0,11.0,132.0,95.0,8.496644295302014,0.39529958925750397,10.98416,2.97008,0.7196969696969697,2.0,10.0,100.0,13.0,0.03093833333333333
0.0,0.0,24.0,41.0,27.0,5.0,180.0,138.0,7.346938775510204,0.45715911111111107,15.16864,2.3544,0.7666666666666667,6.0,6.0,100.0,13.0,0.016938129496402877
0.0,0.0,21.0,39.0,22.0,7.0,165.0,129.0,7.4088397790055245,0.4312254138702461,14.43408,1.9184,0.7818181818181819,2.0,10.0,100.0,13.0,0.014756923076923077
0.0,0.0,27.0,39.0,35.0,5.0,144.0,107.0,7.33125,0.4357892583120205,12.60288,3.052,0.7430555555555556,6.0,6.0,100.0,13.0,0.02825925925925926
0.0,0.0,19.0,38.0,24.0,8.0,165.0,130.0,7.441988950276243,0.4182967780252413,14.43408,2.0928,0.7878787878787878,6.0,6.0,100.0,13.0,0.01597557251908397
0.0,0.0,19.0,39.0,24.0,9.0,182.0,145.0,7.212121212121212,0.44298756302521003,15.91648,2.0928,0.7967032967032966,4.0,8.0,100.0,13.0,0.014334246575342467
0.0,0.0,30.0,42.0,30.0,2.0,137.0,94.0,7.568627450980392,0.45459233160621754,11.99248,2.616,0.6861313868613139,4.0,8.0,100.0,13.0,0.027536842105263158
0.0,0.0,23.0,39.0,27.0,6.0,159.0,125.0,7.371428571428571,0.43341395348837214,13.91088,2.3544,0.7861635220125787,6.0,6.0,100.0,13.0,0.018685714285714285
0.0,0.0,22.0,40.0,23.0,11.0,154.0,117.0,7.411764705882353,0.44210793650793645,13.47488,2.0056,0.7597402597402597,5.0,7.0,100.0,13.0,0.016996610169491524
0.0,0.0,24.0,40.0,27.0,8.0,152.0,117.0,7.428571428571429,0.4411076923076923,13.30048,2.3544,0.7697368421052632,4.0,8.0,100.0,13.0,0.019952542372881358
0.0,0.0,20.0,40.0,22.0,8.0,141.0,107.0,7.528662420382165,0.4352433164128595,12.34128,1.9184,0.7588652482269503,4.0,8.0,100.0,13.0,0.017762962962962963
0.0,0.0,28.0,39.0,29.0,7.0,159.0,119.0,7.371428571428571,0.43341395348837214,13.33744,2.5288,0.7484276729559748,4.0,8.0,100.0,13.0,0.021073333333333333
0.0,0.0,25.0,38.0,27.0,8.0,163.0,125.0,7.424581005586592,0.4192775319789315,14.25968,2.3544,0.7668711656441718,4.0,8.0,100.0,13.0,0.018685714285714285
0.0,0.0,26.0,39.0,31.0,9.0,144.0,106.0,7.63125,0.41865749385749385,12.60288,2.7032,0.7361111111111112,3.0,9.0,100.0,13.0,0.025263551401869158
0.0,0.0,25.0,40.0,29.0,11.0,150.0,111.0,7.590361445783133,0.43170539682539677,13.12608,2.5288,0.74,4.0,8.0,100.0,13.0,0.022578571428571427
0.0,0.0,24.0,39.0,27.0,6.0,177.0,140.0,7.398963730569948,0.4318010084033614,15.48048,2.3544,0.7909604519774012,6.0,6.0,100.0,13.0,0.01669787234042553
0.0,0.0,23.0,41.0,23.0,5.0,167.0,129.0,7.39344262295082,0.45428363636363633,14.60848,2.0056,0.7724550898203593,2.0,10.0,100.0,13.0,0.015427692307692307
0.0,0.0,30.0,40.0,34.0,10.0,134.0,94.0,7.76,0.42226804123711337,11.73072,2.7904,0.7014925373134329,3.0,9.0,100.0,13.0,0.02937263157894737
0.0,0.0,19.0,40.0,23.0,8.0,184.0,147.0,7.5,0.43690666666666667,16.07936,2.0056,0.7989130434782609,6.0,6.0,100.0,13.0,0.01355135135135135
0.0,0.0,22.0,38.0,25.0,8.0,163.0,122.0,7.714285714285714,0.40353185185185175,14.24816,2.0928,0.7484662576687117,5.0,7.0,100.0,13.0,0.017014634146341464
0.0,0.0,21.0,39.0,24.0,10.0,144.0,111.0,7.423076923076923,0.43039834196891197,12.59136,2.0928,0.7708333333333334,2.0,10.0,100.0,13.0,0.018685714285714285
0.0,0.0,28.0,37.0,32.0,2.0,162.0,123.0,7.614130434782608,0.39808091363311926,13.61632,2.7904,0.7592592592592593,4.0,8.0,100.0,13.0,0.022503225806451612
0.0,0.0,20.0,25.0,26.0,0.0,20.0,3.0,10.60344827586207,0.19314471544715445,1.85664,1.744,0.15,6.0,6.0,100.0,13.0,0.436
1.0,1.0,25.0,26.0,29.0,7.0,55.0,29.0,9.928571428571429,0.21452431654676257,4.71376,2.09808,0.5272727272727272,5.0,7.0,100.0,13.0,0.069936
0.0,0.0,23.0,25.0,25.0,11.0,60.0,35.0,9.6,0.21333333333333332,5.30224,2.0056,0.5833333333333334,5.0,7.0,100.0,13.0,0.05571111111111111
