devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,7.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,100.0,7.0,0.17968
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.44848,0.436,0.0,3.0,9.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.0,0.045511111111111106,0.436,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,6.0,0.0,5.0,0.0,8.142857142857142,0.05030175438596492,0.44176,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,8.0,0.051199999999999996,0.46096,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,18.0,0.022755555555555553,0.436,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,13.5,0.030340740740740738,0.44288,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,4.0,4.0,6.0,0.0,4.0,0.0,18.0,0.018204444444444443,0.3544,0.3488,0.0,2.0,10.0,100.0,7.0,0.3488
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,33.6,0.012190476190476189,0.436,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.436,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,45.6,0.008982456140350877,0.436,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,48.0,0.008533333333333332,0.436,0.436,0.0,3.0,9.0,100.0,7.0,0.436
1.0,1.0,9.0,9.0,10.0,0.0,9.0,0.0,30.0,0.024575999999999997,0.704,0.70288,0.0,2.0,10.0,100.0,7.0,0.70288
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,30.3,0.027036303630363034,0.872,0.872,0.0,3.0,9.0,100.0,7.0,0.872
1.0,1.0,12.0,13.0,13.0,0.0,13.0,0.0,21.9375,0.048545185185185184,1.05856,0.96448,0.0,3.0,9.0,100.0,7.0,0.96448
1.0,1.0,20.0,19.0,26.0,0.0,19.0,0.0,13.344827586206897,0.11663545219638242,1.6,1.66208,0.0,3.0,9.0,100.0,7.0,1.66208
0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,18.125,0.09039448275862068,1.75552,1.744,0.0,3.0,9.0,100.0,7.0,1.744
0.0,0.0,19.0,20.0,19.0,0.0,20.0,0.0,19.0,0.08623157894736842,1.75552,1.6568,0.0,2.0,10.0,100.0,7.0,1.6568
1.0,1.0,23.0,22.0,25.0,0.0,25.0,3.0,19.1,0.09435811518324608,2.11072,2.01088,0.12,2.0,10.0,100.0,7.0,0.50272
0.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,18.857142857142858,0.10426181818181816,2.10432,2.0928,0.0,3.0,9.0,100.0,7.0,2.0928
0.0,0.0,24.0,25.0,24.0,0.0,25.0,0.0,21.103448275862068,0.09704575163398693,2.19152,2.0928,0.0,2.0,10.0,100.0,7.0,2.0928
0.0,0.0,25.0,24.0,25.0,0.0,24.0,0.0,23.035714285714285,0.08534920930232559,2.10432,2.18,0.0,2.0,10.0,100.0,7.0,2.18
0.0,0.0,25.0,25.0,25.0,1.0,26.0,1.0,25.3,0.0809486166007905,2.27872,2.18,0.038461538461538464,2.0,10.0,100.0,7.0,1.09
0.0,0.0,24.0,24.0,24.0,3.0,27.0,3.0,24.387096774193548,0.08061968253968253,2.36592,2.0928,0.1111111111111111,5.0,7.0,100.0,7.0,0.5232
0.0,0.0,24.0,24.0,24.0,2.0,26.0,2.0,26.6,0.07391278195488721,2.27872,2.0928,0.07692307692307693,4.0,8.0,100.0,7.0,0.6976
0.0,0.0,25.0,25.0,25.0,3.0,28.0,3.0,25.5,0.08031372549019607,2.45312,2.18,0.10714285714285714,2.0,10.0,100.0,7.0,0.545
0.0,0.0,24.0,24.0,24.0,2.0,26.0,2.0,26.4,0.07447272727272727,2.27872,2.0928,0.07692307692307693,3.0,9.0,100.0,7.0,0.6976
1.0,1.0,27.0,28.0,28.0,4.0,31.0,3.0,23.333333333333332,0.09830399999999999,2.63392,2.27248,0.0967741935483871,2.0,10.0,100.0,7.0,0.56812
0.0,0.0,30.0,30.0,30.0,1.0,31.0,2.0,23.142857142857142,0.1061925925925926,2.71472,2.616,0.06451612903225806,3.0,9.0,100.0,7.0,0.872
0.0,0.0,29.0,29.0,29.0,3.0,32.0,3.0,23.916666666666668,0.09933156794425087,2.80192,2.5288,0.09375,2.0,10.0,100.0,7.0,0.6322
0.0,0.0,30.0,30.0,30.0,2.0,32.0,2.0,23.333333333333332,0.10532571428571429,2.80192,2.616,0.0625,3.0,9.0,100.0,7.0,0.872
0.0,0.0,30.0,30.0,30.0,2.0,32.0,2.0,24.333333333333332,0.10099726027397259,2.80192,2.616,0.0625,2.0,10.0,100.0,7.0,0.872
0.0,0.0,28.0,29.0,28.0,2.0,31.0,2.0,23.142857142857142,0.10265283950617284,2.71472,2.4416,0.06451612903225806,2.0,10.0,100.0,7.0,0.8138666666666667
0.0,0.0,30.0,29.0,30.0,2.0,32.0,3.0,25.333333333333332,0.09377684210526316,2.80192,2.616,0.09375,3.0,9.0,100.0,7.0,0.654
0.0,0.0,29.0,29.0,29.0,4.0,33.0,4.0,25.45945945945946,0.09331227176220806,2.88912,2.5288,0.12121212121212122,4.0,8.0,100.0,7.0,0.50576
0.0,0.0,29.0,29.0,29.0,2.0,31.0,2.0,24.857142857142858,0.09557333333333332,2.71472,2.5288,0.06451612903225806,2.0,10.0,100.0,7.0,0.8429333333333333
0.0,0.0,29.0,29.0,29.0,3.0,32.0,3.0,26.0,0.09137230769230768,2.80192,2.5288,0.09375,4.0,8.0,100.0,7.0,0.6322
0.0,0.0,29.0,30.0,29.0,9.0,39.0,9.0,26.651162790697676,0.09221361256544501,3.41232,2.5288,0.23076923076923078,5.0,7.0,100.0,7.0,0.25288
0.0,0.0,30.0,30.0,30.0,1.0,30.0,1.0,26.294117647058822,0.09346577181208053,2.62752,2.616,0.03333333333333333,2.0,10.0,100.0,7.0,1.308
