devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,7.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,100.0,7.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.44176,0.436,0.0,3.0,9.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,7.666666666666667,0.05342608695652174,0.44752,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,11.0,0.0,5.0,0.0,7.0,0.058514285714285706,0.46128,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,14.0,0.0,5.0,0.0,7.666666666666667,0.05342608695652174,0.4712,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.333333333333334,0.04388571428571428,0.44752,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.666666666666666,0.03233684210526316,0.44752,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,10.285714285714286,0.03982222222222222,0.46,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,15.0,0.02184533333333333,0.36032,0.3488,0.0,2.0,10.0,100.0,7.0,0.3488
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,13.5,0.030340740740740738,0.4544,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,18.545454545454547,0.02208627450980392,0.45312,0.436,0.0,2.0,10.0,100.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,22.666666666666668,0.018070588235294116,0.44752,0.436,0.0,2.0,10.0,100.0,7.0,0.436
1.0,1.0,8.0,8.0,9.0,0.0,8.0,0.0,21.23076923076923,0.030868405797101452,0.62832,0.61568,0.0,2.0,10.0,100.0,7.0,0.61568
0.0,0.0,9.0,9.0,9.0,0.0,9.0,0.0,22.153846153846153,0.03328,0.79632,0.7848,0.0,3.0,9.0,100.0,7.0,0.7848
2.0,2.0,14.0,16.0,16.0,0.0,15.0,0.0,17.857142857142858,0.07340031999999999,1.15792,1.05696,0.0,2.0,10.0,100.0,7.0,1.05696
0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,17.5,0.09362285714285715,1.75552,1.744,0.0,6.0,6.0,100.0,7.0,1.744
0.0,0.0,19.0,19.0,19.0,0.0,19.0,0.0,18.91304347826087,0.0822966436781609,1.66832,1.6568,0.0,2.0,10.0,100.0,7.0,1.6568
1.0,1.0,22.0,21.0,23.0,1.0,22.0,1.0,16.444444444444443,0.10461405405405405,1.84912,1.83648,0.045454545454545456,3.0,9.0,100.0,7.0,0.91824
0.0,0.0,15.0,24.0,21.0,9.0,102.0,78.0,10.952830188679245,0.17950428940568475,8.90592,1.8312,0.7647058823529411,3.0,9.0,100.0,7.0,0.02317974683544304
0.0,0.0,19.0,25.0,24.0,12.0,84.0,61.0,8.727272727272727,0.2346666666666667,7.33632,2.0928,0.7261904761904762,3.0,9.0,100.0,7.0,0.033754838709677416
1.0,1.0,15.0,29.0,18.0,10.0,122.0,94.0,8.598425196850394,0.27629245421245413,10.56912,1.40048,0.7704918032786885,2.0,10.0,100.0,7.0,0.014741894736842105
0.0,0.0,17.0,30.0,18.0,12.0,133.0,103.0,7.598540145985401,0.3234305475504322,11.60912,1.5696,0.7744360902255639,5.0,7.0,100.0,7.0,0.015092307692307693
0.0,0.0,21.0,27.0,22.0,4.0,126.0,98.0,7.246153846153846,0.30524331210191086,10.99872,1.9184,0.7777777777777778,3.0,9.0,100.0,7.0,0.01937777777777778
0.0,0.0,19.0,30.0,22.0,13.0,116.0,87.0,7.875,0.31207619047619045,10.12672,1.9184,0.75,6.0,6.0,100.0,7.0,0.0218
0.0,0.0,20.0,30.0,20.0,10.0,125.0,93.0,9.093023255813954,0.2702731457800511,10.91152,1.744,0.744,6.0,6.0,100.0,7.0,0.0185531914893617
0.0,0.0,18.0,29.0,20.0,9.0,117.0,89.0,7.8347107438016526,0.3032249789029536,10.21392,1.744,0.7606837606837606,2.0,10.0,100.0,7.0,0.01937777777777778
0.0,0.0,24.0,30.0,26.0,12.0,115.0,87.0,9.378151260504202,0.2620559139784946,10.03952,2.2672,0.7565217391304347,2.0,10.0,100.0,7.0,0.025763636363636364
0.0,0.0,16.0,29.0,21.0,15.0,117.0,89.0,8.578512396694215,0.27693379576107896,10.21392,1.8312,0.7606837606837606,5.0,7.0,100.0,7.0,0.020346666666666666
0.0,0.0,21.0,30.0,22.0,17.0,118.0,89.0,8.950819672131148,0.27456703296703294,10.30112,1.9184,0.7542372881355932,6.0,6.0,100.0,7.0,0.021315555555555556
0.0,0.0,23.0,30.0,25.0,11.0,125.0,94.0,10.790697674418604,0.22775172413793107,10.91152,2.18,0.752,5.0,7.0,100.0,7.0,0.022947368421052633
0.0,0.0,18.0,27.0,19.0,12.0,114.0,85.0,9.05084745762712,0.2443793258426966,9.95232,1.6568,0.7456140350877193,6.0,6.0,100.0,7.0,0.01926511627906977
0.0,0.0,18.0,30.0,19.0,13.0,139.0,110.0,10.909090909090908,0.22528,12.13232,1.6568,0.7913669064748201,3.0,9.0,100.0,7.0,0.014926126126126127
0.0,0.0,24.0,30.0,26.0,14.0,118.0,88.0,10.131147540983607,0.24257864077669902,10.30112,2.2672,0.7457627118644068,5.0,7.0,100.0,7.0,0.025474157303370784
0.0,0.0,17.0,29.0,17.0,10.0,125.0,97.0,7.8604651162790695,0.3022314792899408,10.91152,1.4824,0.776,5.0,7.0,100.0,7.0,0.015126530612244898
0.0,0.0,22.0,30.0,28.0,8.0,108.0,78.0,9.053571428571429,0.27145088757396446,9.42912,2.4416,0.7222222222222222,5.0,7.0,100.0,7.0,0.030906329113924054
0.0,0.0,17.0,29.0,17.0,23.0,134.0,106.0,10.652173913043478,0.22302302040816324,11.69632,1.4824,0.7910447761194029,6.0,6.0,100.0,7.0,0.013854205607476635
0.0,0.0,20.0,30.0,20.0,24.0,134.0,104.0,13.043478260869565,0.188416,11.69632,1.744,0.7761194029850746,4.0,8.0,100.0,7.0,0.01660952380952381
0.0,0.0,19.0,30.0,20.0,11.0,127.0,98.0,8.931297709923664,0.27516717948717945,11.08592,1.744,0.7716535433070866,4.0,8.0,100.0,7.0,0.017616161616161616
0.0,0.0,22.0,30.0,23.0,14.0,109.0,77.0,8.814159292035399,0.2788240963855421,9.51632,2.0056,0.7064220183486238,4.0,8.0,100.0,7.0,0.02571282051282051
