,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,1.0,1.0,3.0,4.0,30.0,0.0,30.0,0.0,0.3304,0.17968,0.0,5.0
2,0.0,0.0,5.0,5.0,24.0,0.0,26.0,0.0,0.548,0.436,0.0,5.0
3,0.0,0.0,5.0,5.0,25.0,0.0,25.0,0.0,0.55008,0.436,0.0,5.0
4,0.0,0.0,5.0,5.0,7.0,0.0,7.0,0.0,0.46016,0.436,0.0,5.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.36,0.3488,0.0,5.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,5.0
13,5.0,5.0,26.0,26.0,31.0,0.0,32.0,1.0,2.03904,1.8576,0.03125,5.0
14,4.0,4.0,31.0,47.0,37.0,2.0,104.0,62.0,7.76128,2.468,0.5961538461538461,5.0
15,1.0,1.0,16.0,54.0,17.0,5.0,196.0,159.0,15.904,1.31328,0.8112244897959183,5.0
16,0.0,0.0,16.0,54.0,18.0,2.0,201.0,160.0,17.37968,1.5696,0.7960199004975125,5.0
17,0.0,0.0,25.0,52.0,27.0,4.0,167.0,128.0,14.77376,2.3544,0.7664670658682635,5.0
18,0.0,0.0,15.0,52.0,17.0,4.0,196.0,156.0,16.94256,1.4824,0.7959183673469388,5.0
19,0.0,0.0,20.0,52.0,24.0,3.0,201.0,161.0,17.4736,2.0928,0.8009950248756219,5.0
20,0.0,0.0,23.0,55.0,25.0,6.0,191.0,153.0,16.95152,2.18,0.8010471204188482,5.0
21,0.0,0.0,15.0,54.0,19.0,3.0,202.0,161.0,17.5552,1.6568,0.7970297029702971,5.0
22,0.0,0.0,18.0,55.0,19.0,3.0,196.0,156.0,17.032,1.6568,0.7959183673469388,5.0
23,0.0,0.0,17.0,55.0,20.0,4.0,202.0,158.0,17.55632,1.744,0.7821782178217822,5.0
24,0.0,0.0,22.0,54.0,25.0,7.0,191.0,145.0,16.68992,2.18,0.7591623036649214,5.0
25,0.0,0.0,19.0,52.0,26.0,3.0,220.0,153.0,16.4832,1.744,0.6954545454545454,5.0
26,1.0,1.0,20.0,21.0,33.0,0.0,64.0,2.0,1.85776,1.66208,0.03125,5.0
27,1.0,1.0,21.0,21.0,29.0,0.0,50.0,1.0,1.89168,1.74928,0.02,5.0
28,0.0,0.0,20.0,20.0,20.0,0.0,40.0,0.0,1.83072,1.744,0.0,5.0
29,0.0,0.0,19.0,20.0,19.0,0.0,40.0,0.0,1.7424,1.6568,0.0,5.0
30,0.0,0.0,20.0,19.0,26.0,0.0,42.0,2.0,1.85072,1.744,0.047619047619047616,5.0
31,3.0,3.0,31.0,32.0,40.0,0.0,60.0,3.0,2.70304,2.45744,0.05,5.0
32,0.0,0.0,36.0,37.0,42.0,1.0,61.0,3.0,3.36064,3.1392,0.04918032786885246,5.0
33,2.0,2.0,45.0,47.0,56.0,5.0,83.0,16.0,5.30848,3.76016,0.1927710843373494,5.0
34,1.0,1.0,46.0,49.0,47.0,11.0,90.0,34.0,7.07424,3.92928,0.37777777777777777,5.0
35,0.0,0.0,50.0,48.0,50.0,6.0,107.0,51.0,8.71856,4.36,0.4766355140186916,5.0
36,0.0,0.0,29.0,49.0,30.0,9.0,146.0,95.0,12.09696,2.616,0.6506849315068494,5.0
37,0.0,0.0,39.0,50.0,40.0,3.0,139.0,89.0,11.49776,3.488,0.6402877697841727,5.0
38,0.0,0.0,45.0,49.0,47.0,4.0,121.0,63.0,9.71008,3.924,0.5206611570247934,5.0
39,0.0,0.0,39.0,50.0,40.0,1.0,124.0,74.0,10.19488,3.488,0.5967741935483871,5.0
40,0.0,0.0,22.0,50.0,27.0,4.0,153.0,113.0,12.7912,2.3544,0.738562091503268,5.0
41,0.0,0.0,34.0,50.0,35.0,0.0,134.0,82.0,11.05616,3.052,0.6119402985074627,5.0
42,0.0,0.0,41.0,49.0,43.0,4.0,129.0,72.0,10.45472,3.7496,0.5581395348837209,5.0
43,0.0,0.0,41.0,47.0,44.0,2.0,121.0,74.0,9.3848,3.6624,0.6115702479338843,5.0
44,0.0,0.0,32.0,47.0,38.0,2.0,150.0,102.0,12.20976,3.3136,0.68,5.0
45,0.0,0.0,28.0,50.0,32.0,4.0,165.0,115.0,13.28912,2.616,0.696969696969697,5.0
46,0.0,0.0,38.0,51.0,44.0,2.0,138.0,80.0,10.99504,3.5752,0.5797101449275363,5.0
47,0.0,0.0,50.0,50.0,53.0,5.0,108.0,44.0,8.65008,4.36,0.4074074074074074,5.0
48,1.0,1.0,39.0,55.0,41.0,5.0,125.0,68.0,10.0376,3.40608,0.544,5.0
49,0.0,0.0,23.0,55.0,24.0,5.0,166.0,121.0,13.83424,2.0928,0.7289156626506024,5.0
50,0.0,0.0,35.0,55.0,38.0,6.0,152.0,93.0,12.45472,3.3136,0.6118421052631579,5.0
51,0.0,0.0,30.0,51.0,33.0,1.0,145.0,96.0,12.18752,2.8776,0.6620689655172414,5.0
52,0.0,0.0,32.0,52.0,32.0,3.0,148.0,91.0,12.2736,2.7904,0.6148648648648649,5.0
53,0.0,0.0,48.0,52.0,49.0,2.0,118.0,51.0,9.58944,4.2728,0.4322033898305085,5.0
54,0.0,0.0,34.0,55.0,34.0,7.0,146.0,96.0,12.10144,2.9648,0.6575342465753424,5.0
55,0.0,0.0,33.0,55.0,36.0,3.0,153.0,99.0,12.80128,3.1392,0.6470588235294118,5.0
56,0.0,0.0,33.0,56.0,34.0,5.0,146.0,88.0,12.01312,2.9648,0.6027397260273972,5.0
57,0.0,0.0,35.0,55.0,37.0,1.0,145.0,88.0,12.01872,3.2264,0.6068965517241379,5.0
58,0.0,0.0,33.0,55.0,33.0,6.0,146.0,94.0,12.18752,2.8776,0.6438356164383562,5.0
59,0.0,0.0,41.0,53.0,41.0,2.0,141.0,73.0,11.67328,3.5752,0.5177304964539007,5.0
60,0.0,0.0,41.0,52.0,43.0,1.0,115.0,60.0,9.40832,3.7496,0.5217391304347826,5.0
61,0.0,0.0,31.0,51.0,32.0,5.0,143.0,87.0,11.8376,2.7904,0.6083916083916084,5.0
62,0.0,0.0,37.0,54.0,38.0,1.0,128.0,65.0,10.36192,3.3136,0.5078125,5.0
63,0.0,0.0,29.0,55.0,29.0,5.0,148.0,98.0,12.44464,2.5288,0.6621621621621622,5.0
64,0.0,0.0,19.0,54.0,25.0,5.0,180.0,129.0,14.96896,2.18,0.7166666666666667,5.0
65,0.0,0.0,51.0,55.0,53.0,2.0,103.0,38.0,8.46032,4.6216,0.36893203883495146,5.0
66,0.0,0.0,40.0,55.0,40.0,3.0,143.0,76.0,11.67216,3.488,0.5314685314685315,5.0
