devtx_packetsStaticSta,phytx_packetsStaticSta,retransmissionsStaticSta,avg_datarateStaticSta,ocupacionStaticSta,throughputStaticSta,goodThroughputStaticSta,retransmissionsPerPacket,w,c,tam_red,num_stas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,11.0
4.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,7.8,0.05251282051282051,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,10.2,0.04015686274509803,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,13.2,0.03103030303030303,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,18.0,0.022755555555555553,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,33.6,0.012190476190476189,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,43.2,0.009481481481481481,0.436,0.436,0.0,6.0,6.0,100.0,11.0
4.0,4.0,0.0,49.5,0.006619797979797979,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.3488,0.0,6.0,6.0,100.0,11.0
4.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,8.0,3.0,54.0,0.007585185185185184,0.6976,0.436,0.375,6.0,6.0,100.0,11.0
5.0,28.0,23.0,48.214285714285715,0.008495407407407406,2.4416,0.2616,0.8214285714285714,6.0,6.0,100.0,11.0
5.0,26.0,21.0,24.46153846153846,0.016744654088050315,2.2672,0.436,0.8076923076923077,6.0,6.0,100.0,11.0
5.0,18.0,13.0,24.0,0.017066666666666664,1.5696,0.436,0.7222222222222222,6.0,6.0,100.0,11.0
4.0,18.0,14.0,20.333333333333332,0.01611540983606557,1.5696,0.436,0.7777777777777778,6.0,6.0,100.0,11.0
5.0,18.0,13.0,18.0,0.022755555555555553,1.5696,0.436,0.7222222222222222,6.0,6.0,100.0,11.0
5.0,19.0,14.0,16.736842105263158,0.024472955974842767,1.6568,0.436,0.7368421052631579,6.0,6.0,100.0,11.0
5.0,17.0,12.0,12.0,0.03413333333333333,1.4824,0.436,0.7058823529411765,6.0,6.0,100.0,11.0
5.0,17.0,12.0,12.0,0.03413333333333333,1.4824,0.436,0.7058823529411765,6.0,6.0,100.0,11.0
5.0,16.0,11.0,12.0,0.03413333333333333,1.3952,0.3488,0.6875,6.0,6.0,100.0,11.0
5.0,15.0,10.0,12.0,0.03413333333333333,1.308,0.5232,0.6666666666666666,6.0,6.0,100.0,11.0
5.0,16.0,11.0,12.0,0.03413333333333333,1.3952,0.3488,0.6875,6.0,6.0,100.0,11.0
5.0,13.0,8.0,12.0,0.03413333333333333,1.1336,0.436,0.6153846153846154,6.0,6.0,100.0,11.0
4.0,14.0,10.0,12.0,0.027306666666666667,1.2208,0.436,0.7142857142857143,6.0,6.0,100.0,11.0
5.0,15.0,10.0,12.0,0.03413333333333333,1.308,0.436,0.6666666666666666,6.0,6.0,100.0,11.0
5.0,9.0,4.0,12.0,0.03413333333333333,0.7848,0.436,0.4444444444444444,6.0,6.0,100.0,11.0
5.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,6.0,1.0,18.0,0.022755555555555553,0.5232,0.436,0.16666666666666666,6.0,6.0,100.0,11.0
5.0,5.0,0.0,20.4,0.020078431372549017,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,26.4,0.015515151515151515,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,36.0,0.011377777777777777,0.436,0.436,0.0,6.0,6.0,100.0,11.0
4.0,4.0,0.0,48.0,0.006826666666666667,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,51.6,0.007937984496124031,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,7.0,2.0,54.0,0.007585185185185184,0.6104,0.436,0.2857142857142857,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,7.0,2.0,54.0,0.007585185185185184,0.6104,0.436,0.2857142857142857,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,4.0,0.0,54.0,0.007585185185185184,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
4.0,5.0,0.0,54.0,0.006068148148148148,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
4.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,8.0,3.0,54.0,0.007585185185185184,0.6976,0.436,0.375,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
4.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,6.0,1.0,54.0,0.007585185185185184,0.5232,0.5232,0.16666666666666666,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
4.0,9.0,5.0,54.0,0.006068148148148148,0.7848,0.3488,0.5555555555555556,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,7.0,2.0,54.0,0.007585185185185184,0.6104,0.436,0.2857142857142857,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,8.0,3.0,54.0,0.007585185185185184,0.6976,0.436,0.375,6.0,6.0,100.0,11.0
4.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,7.0,2.0,54.0,0.007585185185185184,0.6104,0.436,0.2857142857142857,6.0,6.0,100.0,11.0
4.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
5.0,13.0,8.0,54.0,0.007585185185185184,1.1336,0.436,0.6153846153846154,6.0,6.0,100.0,11.0
5.0,9.0,4.0,54.0,0.007585185185185184,0.7848,0.436,0.4444444444444444,6.0,6.0,100.0,11.0
5.0,8.0,3.0,54.0,0.007585185185185184,0.6976,0.436,0.375,6.0,6.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,11.0
4.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.3488,0.0,6.0,6.0,100.0,11.0
