devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retransmissions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,70.0,17.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,70.0,17.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,7.8,0.05251282051282051,0.436,0.436,0.0,6.0,6.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.0,0.045511111111111106,0.436,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,10.8,0.037925925925925925,0.436,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,15.6,0.026256410256410255,0.436,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.44848,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,13.8,0.029681159420289854,0.44848,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,24.0,0.013653333333333333,0.3488,0.3488,0.0,2.0,10.0,70.0,17.0,0.3488
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,28.8,0.01422222222222222,0.436,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,21.0,0.019504761904761903,0.44848,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,27.75,0.014760360360360358,0.44288,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,27.0,0.015170370370370369,0.44848,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,37.714285714285715,0.01086060606060606,0.4416,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,3.0,9.0,70.0,17.0,0.436
0.0,0.0,4.0,5.0,4.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.3488,0.0,3.0,9.0,70.0,17.0,0.3488
0.0,0.0,5.0,4.0,5.0,0.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.436,0.0,3.0,9.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,3.0,9.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,3.0,9.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,3.0,9.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,30.0,0.013653333333333333,0.44848,0.436,0.0,3.0,9.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,30.0,0.013653333333333333,0.44848,0.436,0.0,2.0,10.0,70.0,17.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,2.0,10.0,70.0,17.0,0.436
1.0,1.0,9.0,9.0,10.0,0.0,9.0,0.0,30.0,0.024575999999999997,0.704,0.70288,0.0,3.0,9.0,70.0,17.0,0.70288
1.0,1.0,13.0,13.0,14.0,0.0,13.0,0.0,19.714285714285715,0.054019710144927534,1.0528,1.05168,0.0,2.0,10.0,70.0,17.0,1.05168
0.0,0.0,14.0,15.0,14.0,0.0,15.0,0.0,23.0,0.05342608695652174,1.308,1.2208,0.0,2.0,10.0,70.0,17.0,1.2208
0.0,0.0,15.0,14.0,18.0,0.0,14.0,0.0,21.705882352941178,0.05283728997289972,1.22768,1.308,0.0,2.0,10.0,70.0,17.0,1.308
1.0,1.0,20.0,20.0,26.0,0.0,20.0,0.0,16.846153846153847,0.0972566210045662,1.67568,1.66208,0.0,2.0,10.0,70.0,17.0,1.66208
1.0,1.0,21.0,22.0,24.0,0.0,22.0,0.0,17.77777777777778,0.10137599999999998,1.84896,1.74928,0.0,6.0,6.0,70.0,17.0,1.74928
0.0,0.0,24.0,24.0,29.0,1.0,25.0,1.0,18.3,0.1074360655737705,2.19248,2.0928,0.04,6.0,6.0,70.0,17.0,1.0464
1.0,1.0,32.0,31.0,33.0,0.0,31.0,0.0,18.09375,0.14035343696027636,2.6224,2.70848,0.0,3.0,9.0,70.0,17.0,2.70848
0.0,0.0,30.0,30.0,30.0,0.0,30.0,0.0,19.3,0.12733678756476685,2.616,2.616,0.0,5.0,7.0,70.0,17.0,2.616
0.0,0.0,29.0,30.0,29.0,2.0,31.0,2.0,18.545454545454547,0.13251764705882352,2.70896,2.5288,0.06451612903225806,6.0,6.0,70.0,17.0,0.8429333333333333
0.0,0.0,26.0,28.0,31.0,7.0,57.0,29.0,14.516129032258064,0.15801457777777778,4.98288,2.2672,0.5087719298245614,2.0,10.0,70.0,17.0,0.07557333333333333
0.0,0.0,30.0,28.0,39.0,4.0,70.0,41.0,11.82857142857143,0.19391690821256038,6.104,3.4008,0.5857142857142857,3.0,9.0,70.0,17.0,0.08097142857142857
0.0,0.0,30.0,30.0,33.0,0.0,40.0,10.0,13.725,0.1790601092896175,3.488,2.8776,0.25,4.0,8.0,70.0,17.0,0.2616
0.0,0.0,30.0,30.0,33.0,0.0,30.0,0.0,16.636363636363637,0.14772459016393438,2.62288,2.616,0.0,6.0,6.0,70.0,17.0,2.616
0.0,0.0,29.0,29.0,31.0,1.0,30.0,1.0,17.647058823529413,0.13462186666666662,2.62736,2.5288,0.03333333333333333,4.0,8.0,70.0,17.0,1.2644
1.0,1.0,33.0,33.0,39.0,0.0,33.0,0.0,17.23076923076923,0.1568914285714286,2.80928,2.79568,0.0,6.0,6.0,70.0,17.0,2.79568
1.0,1.0,41.0,41.0,42.0,0.0,42.0,1.0,18.627906976744185,0.18030581772784016,3.5816,3.49328,0.023809523809523808,5.0,7.0,70.0,17.0,1.74664
0.0,0.0,40.0,40.0,40.0,2.0,42.0,2.0,22.5,0.14563555555555557,3.6624,3.488,0.047619047619047616,5.0,7.0,70.0,17.0,1.1626666666666667
0.0,0.0,36.0,39.0,36.0,9.0,55.0,17.0,22.472727272727273,0.14216699029126212,4.796,3.1392,0.3090909090909091,3.0,9.0,70.0,17.0,0.1744
