devtx_packetsStaticSta,phytx_packetsStaticSta,retransmissionsStaticSta,avg_datarateStaticSta,ocupacionStaticSta,throughputStaticSta,goodThroughputStaticSta,retransmissionsPerPacket,w,c,tam_red,num_stas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,100.0,11.0
4.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,7.2,0.05688888888888888,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,9.0,0.045511111111111106,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,15.6,0.026256410256410255,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,19.2,0.021333333333333333,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,33.6,0.012190476190476189,0.436,0.436,0.0,5.0,7.0,100.0,11.0
4.0,4.0,0.0,39.0,0.00840205128205128,0.3488,0.3488,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,48.0,0.008533333333333332,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,52.8,0.007757575757575757,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.3488,0.0,5.0,7.0,100.0,11.0
4.0,4.0,0.0,54.0,0.006068148148148148,0.3488,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,8.0,3.0,54.0,0.007585185185185184,0.6976,0.436,0.375,5.0,7.0,100.0,11.0
5.0,26.0,21.0,40.38461538461539,0.01014247619047619,2.2672,0.3488,0.8076923076923077,5.0,7.0,100.0,11.0
5.0,21.0,16.0,20.285714285714285,0.020191549295774647,1.8312,0.3488,0.7619047619047619,5.0,7.0,100.0,11.0
5.0,16.0,11.0,12.375,0.03309898989898989,1.3952,0.436,0.6875,5.0,7.0,100.0,11.0
4.0,13.0,9.0,12.0,0.027306666666666667,1.1336,0.436,0.6923076923076923,5.0,7.0,100.0,11.0
5.0,19.0,14.0,10.263157894736842,0.039909743589743585,1.6568,0.436,0.7368421052631579,5.0,7.0,100.0,11.0
5.0,14.0,9.0,9.0,0.045511111111111106,1.2208,0.436,0.6428571428571429,5.0,7.0,100.0,11.0
5.0,15.0,10.0,9.0,0.045511111111111106,1.308,0.436,0.6666666666666666,5.0,7.0,100.0,11.0
5.0,13.0,8.0,9.0,0.045511111111111106,1.1336,0.436,0.6153846153846154,5.0,7.0,100.0,11.0
5.0,13.0,8.0,9.0,0.045511111111111106,1.1336,0.436,0.6153846153846154,5.0,7.0,100.0,11.0
5.0,15.0,10.0,9.0,0.045511111111111106,1.308,0.436,0.6666666666666666,5.0,7.0,100.0,11.0
5.0,14.0,9.0,9.0,0.045511111111111106,1.2208,0.3488,0.6428571428571429,5.0,7.0,100.0,11.0
5.0,11.0,6.0,9.0,0.045511111111111106,0.9592,0.436,0.5454545454545454,5.0,7.0,100.0,11.0
4.0,14.0,10.0,9.0,0.036408888888888886,1.2208,0.436,0.7142857142857143,5.0,7.0,100.0,11.0
5.0,9.0,4.0,9.0,0.045511111111111106,0.7848,0.436,0.4444444444444444,5.0,7.0,100.0,11.0
5.0,8.0,3.0,9.0,0.045511111111111106,0.6976,0.436,0.375,5.0,7.0,100.0,11.0
5.0,5.0,0.0,9.0,0.045511111111111106,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,11.4,0.035929824561403506,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,14.4,0.02844444444444444,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,7.0,2.0,18.0,0.022755555555555553,0.6104,0.436,0.2857142857142857,5.0,7.0,100.0,11.0
5.0,5.0,0.0,18.0,0.022755555555555553,0.436,0.436,0.0,5.0,7.0,100.0,11.0
4.0,10.0,6.0,22.8,0.014371929824561404,0.872,0.2616,0.6,5.0,7.0,100.0,11.0
5.0,5.0,0.0,18.0,0.022755555555555553,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,6.0,1.0,18.0,0.022755555555555553,0.5232,0.436,0.16666666666666666,5.0,7.0,100.0,11.0
5.0,8.0,3.0,18.0,0.022755555555555553,0.6976,0.436,0.375,5.0,7.0,100.0,11.0
5.0,5.0,0.0,21.6,0.018962962962962963,0.436,0.436,0.0,5.0,7.0,100.0,11.0
5.0,5.0,0.0,26.4,0.015515151515151515,0.436,0.436,0.0,5.0,7.0,100.0,11.0
