devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,9.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.2048,0.17968,0.0,3.0,9.0,100.0,9.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.666666666666667,0.06144,0.44752,0.436,0.0,5.0,7.0,100.0,9.0,0.436
0.0,0.0,5.0,5.0,13.0,0.0,5.0,1.0,7.071428571428571,0.05792323232323232,0.45984,0.436,0.2,3.0,9.0,100.0,9.0,0.218
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,9.428571428571429,0.04344242424242424,0.4416,0.436,0.0,3.0,9.0,100.0,9.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,10.285714285714286,0.03982222222222222,0.44176,0.436,0.0,3.0,9.0,100.0,9.0,0.436
0.0,0.0,5.0,5.0,18.0,0.0,5.0,0.0,8.454545454545455,0.04844731182795698,0.47936,0.436,0.0,3.0,9.0,100.0,9.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,11.454545454545455,0.03575873015873015,0.45312,0.436,0.0,3.0,9.0,100.0,9.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.0,0.025599999999999998,0.44752,0.436,0.0,3.0,9.0,100.0,9.0,0.436
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,15.0,0.02184533333333333,0.36032,0.3488,0.0,3.0,9.0,100.0,9.0,0.3488
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,16.714285714285715,0.024505982905982902,0.46,0.436,0.0,3.0,9.0,100.0,9.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.44752,0.436,0.0,3.0,9.0,100.0,9.0,0.436
1.0,1.0,11.0,11.0,12.0,0.0,11.0,0.0,19.125,0.04711738562091503,0.88992,0.87728,0.0,3.0,9.0,100.0,9.0,0.87728
0.0,0.0,9.0,9.0,9.0,0.0,9.0,0.0,24.0,0.03072,0.79632,0.7848,0.0,5.0,7.0,100.0,9.0,0.7848
1.0,1.0,14.0,14.0,20.0,0.0,14.0,0.0,16.25,0.07057723076923077,1.164,1.13888,0.0,3.0,9.0,100.0,9.0,1.13888
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,19.736842105263158,0.062259199999999994,1.31952,1.308,0.0,4.0,8.0,100.0,9.0,1.308
0.0,0.0,15.0,16.0,15.0,0.0,15.0,0.0,20.68421052631579,0.06336814249363867,1.31952,1.308,0.0,3.0,9.0,100.0,9.0,1.308
