devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,40.0,7.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,40.0,7.0,0.17968
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.44848,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,8.4,0.048761904761904756,0.436,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,6.0,0.0,5.0,0.0,8.142857142857142,0.05030175438596492,0.44176,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,7.8,0.05251282051282051,0.46096,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.8,0.024380952380952378,0.436,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,13.5,0.030340740740740738,0.44288,0.436,0.0,3.0,9.0,40.0,7.0,0.436
0.0,0.0,4.0,4.0,6.0,0.0,4.0,0.0,18.0,0.018204444444444443,0.3544,0.3488,0.0,2.0,10.0,40.0,7.0,0.3488
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,3.0,9.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.436,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.436,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,48.0,0.008533333333333332,0.436,0.436,0.0,2.0,10.0,40.0,7.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,52.8,0.007757575757575757,0.436,0.436,0.0,6.0,6.0,40.0,7.0,0.436
1.0,1.0,9.0,9.0,10.0,0.0,9.0,0.0,30.0,0.024575999999999997,0.704,0.70288,0.0,2.0,10.0,40.0,7.0,0.70288
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,30.0,0.027306666666666667,0.872,0.872,0.0,2.0,10.0,40.0,7.0,0.872
1.0,1.0,12.0,13.0,13.0,0.0,13.0,0.0,21.9375,0.048545185185185184,1.05856,0.96448,0.0,2.0,10.0,40.0,7.0,0.96448
1.0,1.0,20.0,19.0,31.0,0.0,19.0,0.0,13.0,0.11972923076923077,1.60096,1.66208,0.0,3.0,9.0,40.0,7.0,1.66208
0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,20.4,0.08031372549019607,1.744,1.744,0.0,2.0,10.0,40.0,7.0,1.744
0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,21.75,0.07532873563218391,1.744,1.744,0.0,3.0,9.0,40.0,7.0,1.744
1.0,1.0,22.0,22.0,23.0,0.0,22.0,0.0,21.0,0.08582095238095237,1.8376,1.83648,0.0,3.0,9.0,40.0,7.0,1.83648
0.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,21.25,0.09252141176470588,2.0928,2.0928,0.0,3.0,9.0,40.0,7.0,2.0928
0.0,0.0,24.0,25.0,24.0,0.0,25.0,0.0,24.12,0.08490878938640133,2.18,2.0928,0.0,3.0,9.0,40.0,7.0,2.0928
