devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,25.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,100.0,25.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.6,0.06206060606060606,0.436,0.436,0.0,4.0,8.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.0,0.045511111111111106,0.436,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.6,0.042666666666666665,0.436,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,10.5,0.039009523809523806,0.44288,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.44848,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,15.428571428571429,0.026548148148148147,0.4416,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,24.0,0.013653333333333333,0.3488,0.3488,0.0,2.0,10.0,100.0,25.0,0.3488
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,21.0,0.019504761904761903,0.44848,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.436,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,48.0,0.008533333333333332,0.436,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,50.4,0.008126984126984127,0.436,0.436,0.0,4.0,8.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,11.0,0.0,5.0,0.0,27.818181818181817,0.014724183006535949,0.44976,0.436,0.0,4.0,8.0,100.0,25.0,0.436
0.0,0.0,5.0,5.0,9.0,0.0,5.0,0.0,24.46153846153846,0.016744654088050315,0.45872,0.436,0.0,2.0,10.0,100.0,25.0,0.436
0.0,0.0,4.0,5.0,4.0,0.0,5.0,0.0,32.666666666666664,0.01253877551020408,0.44752,0.3488,0.0,2.0,10.0,100.0,25.0,0.3488
0.0,0.0,5.0,4.0,10.0,0.0,4.0,0.0,20.76923076923077,0.015777185185185182,0.3728,0.436,0.0,2.0,10.0,100.0,25.0,0.436
1.0,1.0,7.0,7.0,8.0,0.0,7.0,0.0,26.0,0.022055384615384612,0.54112,0.52848,0.0,2.0,10.0,100.0,25.0,0.52848
1.0,1.0,14.0,14.0,15.0,0.0,14.0,0.0,18.63157894736842,0.06155570621468926,1.15152,1.13888,0.0,4.0,8.0,100.0,25.0,1.13888
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,19.736842105263158,0.062259199999999994,1.31952,1.308,0.0,4.0,8.0,100.0,25.0,1.308
0.0,0.0,15.0,15.0,20.0,0.0,15.0,0.0,17.25,0.07123478260869565,1.332,1.308,0.0,2.0,10.0,100.0,25.0,1.308
0.0,0.0,14.0,14.0,14.0,0.0,14.0,0.0,21.833333333333332,0.05252885496183206,1.23232,1.2208,0.0,2.0,10.0,100.0,25.0,1.2208
1.0,1.0,19.0,19.0,25.0,0.0,20.0,1.0,14.823529411764707,0.10500063492063491,1.69872,1.57488,0.05,2.0,10.0,100.0,25.0,0.78744
0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,17.678571428571427,0.09267717171717173,1.76704,1.744,0.0,4.0,8.0,100.0,25.0,1.744
0.0,0.0,19.0,19.0,19.0,0.0,19.0,0.0,18.11111111111111,0.0859406134969325,1.67984,1.6568,0.0,2.0,10.0,100.0,25.0,1.6568
0.0,0.0,19.0,19.0,19.0,0.0,19.0,0.0,19.655172413793103,0.07918933333333333,1.6856,1.6568,0.0,2.0,10.0,100.0,25.0,1.6568
2.0,2.0,26.0,27.0,28.0,0.0,27.0,0.0,16.975609756097562,0.1302951724137931,2.22736,2.10336,0.0,2.0,10.0,100.0,25.0,2.10336
0.0,0.0,30.0,30.0,30.0,2.0,31.0,2.0,17.72093023255814,0.13868346456692915,2.73776,2.616,0.06451612903225806,3.0,9.0,100.0,25.0,0.872
0.0,0.0,30.0,30.0,30.0,0.0,30.0,0.0,18.857142857142858,0.1303272727272727,2.65056,2.616,0.0,2.0,10.0,100.0,25.0,2.616
1.0,1.0,34.0,35.0,39.0,3.0,42.0,7.0,17.637931034482758,0.1625587487781036,3.37728,2.88816,0.16666666666666666,2.0,10.0,100.0,25.0,0.36102
0.0,0.0,34.0,33.0,36.0,1.0,34.0,1.0,17.875,0.15123692307692305,3.00496,2.9648,0.029411764705882353,2.0,10.0,100.0,25.0,1.4824
0.0,0.0,34.0,34.0,34.0,4.0,47.0,13.0,17.694915254237287,0.15740567049808432,4.13296,2.9648,0.2765957446808511,5.0,7.0,100.0,25.0,0.21177142857142855
0.0,0.0,35.0,35.0,35.0,3.0,38.0,3.0,20.46,0.14013685239491688,3.34816,3.052,0.07894736842105263,6.0,6.0,100.0,25.0,0.763
1.0,1.0,34.0,40.0,35.0,18.0,90.0,52.0,13.805825242718447,0.23734908579465536,7.80176,2.88288,0.5777777777777777,3.0,9.0,100.0,25.0,0.05439396226415095
0.0,0.0,32.0,39.0,34.0,18.0,115.0,76.0,11.716535433070867,0.27268129032258065,10.06256,2.9648,0.6608695652173913,4.0,8.0,100.0,25.0,0.0385038961038961
1.0,1.0,22.0,46.0,23.0,26.0,185.0,144.0,11.879396984924623,0.31721475465313026,15.84112,1.92368,0.7783783783783784,5.0,7.0,100.0,25.0,0.013266758620689656
0.0,0.0,29.0,43.0,31.0,11.0,160.0,117.0,8.476744186046512,0.41555577503429353,13.98656,2.7032,0.73125,3.0,9.0,100.0,25.0,0.022908474576271185
0.0,0.0,25.0,45.0,27.0,7.0,164.0,125.0,7.653409090909091,0.4816677060133631,14.33536,2.3544,0.7621951219512195,5.0,7.0,100.0,25.0,0.018685714285714285
0.0,0.0,18.0,44.0,21.0,7.0,197.0,159.0,7.751196172248804,0.4650224197530864,17.21296,1.8312,0.8071065989847716,3.0,9.0,100.0,25.0,0.011445
0.0,0.0,27.0,43.0,30.0,3.0,171.0,126.0,7.311475409836065,0.4817851121076233,14.94576,2.616,0.7368421052631579,4.0,8.0,100.0,25.0,0.020598425196850394
0.0,0.0,26.0,45.0,27.0,7.0,163.0,123.0,7.35754189944134,0.501036902050114,14.25968,2.3544,0.754601226993865,6.0,6.0,100.0,25.0,0.018987096774193548
0.0,0.0,23.0,44.0,24.0,8.0,153.0,115.0,7.2631578947368425,0.49626898550724635,13.39344,2.0928,0.7516339869281046,4.0,8.0,100.0,25.0,0.018041379310344826
1.0,1.0,28.0,46.0,30.0,6.0,155.0,114.0,7.6022727272727275,0.4956833482810164,13.4928,2.44688,0.7354838709677419,6.0,6.0,100.0,25.0,0.021277217391304348
0.0,0.0,28.0,47.0,37.0,3.0,155.0,111.0,7.666666666666667,0.5022052173913043,13.6104,2.7032,0.7161290322580646,5.0,7.0,100.0,25.0,0.024135714285714285
0.0,0.0,30.0,31.0,37.0,0.0,30.0,3.0,10.391304347826088,0.24438895397489535,2.73264,2.616,0.1,5.0,7.0,100.0,25.0,0.654
0.0,0.0,29.0,30.0,29.0,0.0,29.0,0.0,12.105263157894736,0.2030191304347826,2.60944,2.5288,0.0,4.0,8.0,100.0,25.0,2.5288
0.0,0.0,29.0,30.0,29.0,0.0,30.0,0.0,12.568965517241379,0.19552921810699586,2.69664,2.5288,0.0,2.0,10.0,100.0,25.0,2.5288
0.0,0.0,29.0,29.0,29.0,0.0,28.0,0.0,13.862068965517242,0.17137990049751242,2.528,2.5288,0.0,2.0,10.0,100.0,25.0,2.5288
0.0,0.0,29.0,30.0,37.0,1.0,30.0,1.0,13.714285714285714,0.1792,2.70896,2.5288,0.03333333333333333,2.0,10.0,100.0,25.0,1.2644
1.0,1.0,30.0,32.0,34.0,0.0,32.0,1.0,15.1,0.173605298013245,2.78592,2.53408,0.03125,2.0,10.0,100.0,25.0,1.26704
0.0,0.0,35.0,33.0,46.0,2.0,37.0,3.0,15.857142857142858,0.17048216216216217,3.316,3.052,0.08108108108108109,4.0,8.0,100.0,25.0,0.763
1.0,1.0,36.0,40.0,43.0,17.0,77.0,38.0,17.25,0.18995942028985505,6.70848,3.05728,0.4935064935064935,5.0,7.0,100.0,25.0,0.07839179487179487
0.0,0.0,42.0,40.0,42.0,7.0,74.0,34.0,14.01063829787234,0.23387942293090355,6.5104,3.6624,0.4594594594594595,3.0,9.0,100.0,25.0,0.10464
0.0,0.0,30.0,43.0,36.0,19.0,101.0,70.0,15.28125,0.23051517382413086,8.896,2.7904,0.693069306930693,3.0,9.0,100.0,25.0,0.03930140845070423
0.0,0.0,33.0,39.0,34.0,24.0,130.0,90.0,13.273972602739725,0.24068755417956655,10.97248,2.9648,0.6923076923076923,2.0,10.0,100.0,25.0,0.03258021978021978
1.0,1.0,40.0,45.0,40.0,11.0,125.0,81.0,8.755102040816327,0.42105734265734257,10.87792,3.40608,0.648,2.0,10.0,100.0,25.0,0.04153756097560976
1.0,1.0,38.0,49.0,42.0,9.0,149.0,101.0,8.724137931034482,0.4601119367588932,12.98112,3.40608,0.6778523489932886,4.0,8.0,100.0,25.0,0.03339294117647059
0.0,0.0,18.0,50.0,19.0,12.0,201.0,162.0,7.244541484716157,0.5653911995177818,17.60784,1.5696,0.8059701492537313,2.0,10.0,100.0,25.0,0.009629447852760736
0.0,0.0,18.0,50.0,21.0,10.0,204.0,176.0,6.774193548387097,0.6046476190476189,17.93792,1.8312,0.8627450980392157,2.0,10.0,100.0,25.0,0.010345762711864406
0.0,0.0,27.0,49.0,31.0,10.0,161.0,122.0,7.237113402061856,0.5546520797720798,14.13248,2.4416,0.7577639751552795,3.0,9.0,100.0,25.0,0.01985040650406504
0.0,0.0,31.0,50.0,31.0,10.0,170.0,129.0,7.170731707317073,0.5712108843537415,14.36256,2.7032,0.7588235294117647,5.0,7.0,100.0,25.0,0.020793846153846152
0.0,0.0,16.0,50.0,18.0,7.0,211.0,173.0,7.00418410041841,0.5847933094384707,18.47984,1.5696,0.8199052132701422,6.0,6.0,100.0,25.0,0.009020689655172415
0.0,0.0,21.0,50.0,27.0,9.0,158.0,129.0,7.25,0.5649655172413793,13.8816,1.9184,0.8164556962025317,2.0,10.0,100.0,25.0,0.014756923076923077
1.0,1.0,14.0,54.0,15.0,4.0,247.0,210.0,6.848056537102473,0.6459759752321982,20.996,1.22608,0.8502024291497976,2.0,10.0,100.0,25.0,0.005810805687203792
0.0,0.0,19.0,53.0,20.0,7.0,220.0,177.0,6.967741935483871,0.6231229629629629,19.26464,1.744,0.8045454545454546,3.0,9.0,100.0,25.0,0.009797752808988765
0.0,0.0,14.0,55.0,15.0,5.0,233.0,196.0,6.711111111111111,0.6713642384105961,20.43536,1.308,0.8412017167381974,5.0,7.0,100.0,25.0,0.006639593908629442
0.0,0.0,16.0,55.0,16.0,11.0,224.0,182.0,7.125,0.6323649122807018,19.62496,1.3952,0.8125,6.0,6.0,100.0,25.0,0.007624043715846994
0.0,0.0,15.0,53.0,17.0,4.0,231.0,188.0,6.730038022813688,0.645131570621469,20.23536,1.3952,0.8138528138528138,2.0,10.0,100.0,25.0,0.007382010582010582
0.0,0.0,18.0,57.0,22.0,7.0,201.0,161.0,6.983606557377049,0.668628732394366,17.66224,1.744,0.8009950248756219,2.0,10.0,100.0,25.0,0.010765432098765432
0.0,0.0,37.0,50.0,43.0,5.0,147.0,95.0,7.148325358851674,0.5730013386880857,12.99328,3.2264,0.6462585034013606,2.0,10.0,100.0,25.0,0.03360833333333333
1.0,1.0,48.0,40.0,62.0,3.0,86.0,43.0,7.446428571428571,0.4400498800959233,7.65984,4.19088,0.5,4.0,8.0,100.0,25.0,0.09524727272727272
0.0,0.0,49.0,29.0,58.0,0.0,90.0,42.0,7.558441558441558,0.31430817869415806,8.03232,4.5344,0.4666666666666667,2.0,10.0,100.0,25.0,0.10545116279069768
0.0,0.0,49.0,31.0,73.0,5.0,76.0,44.0,7.716981132075472,0.329082053789731,6.87904,4.4472,0.5789473684210527,6.0,6.0,100.0,25.0,0.09882666666666666
3.0,3.0,52.0,50.0,62.0,0.0,57.0,15.0,9.054054054054054,0.4523940298507463,4.64304,4.28864,0.2631578947368421,5.0,7.0,100.0,25.0,0.26804
1.0,1.0,49.0,49.0,56.0,1.0,51.0,9.0,10.12087912087912,0.3966137676438653,4.48672,4.19088,0.17647058823529413,2.0,10.0,100.0,25.0,0.419088
1.0,1.0,46.0,53.0,50.0,5.0,81.0,36.0,9.336206896551724,0.4650453924284395,7.09008,3.92928,0.4444444444444444,2.0,10.0,100.0,25.0,0.10619675675675676
0.0,0.0,39.0,53.0,41.0,7.0,151.0,101.0,8.16,0.532078431372549,13.23632,3.5752,0.6688741721854304,3.0,9.0,100.0,25.0,0.035050980392156865
0.0,0.0,37.0,54.0,42.0,8.0,178.0,150.0,7.676855895196507,0.57623590443686,15.70544,3.4008,0.8426966292134831,4.0,8.0,100.0,25.0,0.022521854304635762
