devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retransmissions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,29.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,100.0,29.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.44752,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,7.333333333333333,0.05585454545454546,0.44752,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,7.5,0.05461333333333333,0.44848,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,11.4,0.035929824561403506,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.8,0.024380952380952378,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,18.0,0.022755555555555553,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,4.0,4.0,7.0,0.0,4.0,0.0,13.333333333333334,0.024575999999999997,0.36144,0.3488,0.0,2.0,10.0,100.0,29.0,0.3488
0.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,10.736842105263158,0.038149019607843136,0.47248,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,12.0,0.0,5.0,0.0,13.875,0.029520720720720716,0.4656,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,18.5,0.02214054054054054,0.4544,0.436,0.0,2.0,10.0,100.0,29.0,0.436
1.0,1.0,11.0,11.0,14.0,0.0,11.0,0.0,14.5,0.062146206896551724,0.89552,0.87728,0.0,6.0,6.0,100.0,29.0,0.87728
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,20.357142857142858,0.04024140350877192,0.88352,0.872,0.0,2.0,10.0,100.0,29.0,0.872
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,23.357142857142858,0.035072782874617736,0.88352,0.872,0.0,5.0,7.0,100.0,29.0,0.872
0.0,0.0,9.0,10.0,9.0,1.0,11.0,1.0,24.8,0.03303225806451612,0.97072,0.7848,0.09090909090909091,5.0,7.0,100.0,29.0,0.3924
0.0,0.0,9.0,9.0,14.0,1.0,10.0,1.0,20.210526315789473,0.03648,0.896,0.7848,0.1,2.0,10.0,100.0,29.0,0.3924
0.0,0.0,10.0,9.0,10.0,0.0,9.0,0.0,19.058823529411764,0.038684444444444445,0.80784,0.872,0.0,2.0,10.0,100.0,29.0,0.872
0.0,0.0,10.0,10.0,20.0,1.0,11.0,1.0,15.724137931034482,0.05209824561403509,1.0072,0.872,0.09090909090909091,5.0,7.0,100.0,29.0,0.436
1.0,1.0,15.0,16.0,19.0,0.0,15.0,0.0,16.0,0.08191999999999999,1.25712,1.22608,0.0,2.0,10.0,100.0,29.0,1.22608
2.0,2.0,17.0,24.0,26.0,8.0,100.0,77.0,8.303571428571429,0.23677522580645163,8.25936,1.75456,0.77,2.0,10.0,100.0,29.0,0.022494358974358974
1.0,1.0,32.0,31.0,33.0,0.0,33.0,1.0,11.714285714285714,0.21678829268292685,2.81984,2.70848,0.030303030303030304,2.0,10.0,100.0,29.0,1.35424
1.0,1.0,35.0,34.0,36.0,0.0,34.0,0.0,12.0,0.23210666666666666,2.90704,2.97008,0.0,2.0,10.0,100.0,29.0,2.97008
0.0,0.0,34.0,34.0,34.0,0.0,34.0,0.0,13.5,0.20631703703703702,2.98784,2.9648,0.0,2.0,10.0,100.0,29.0,2.9648
0.0,0.0,34.0,34.0,37.0,0.0,34.0,0.0,13.666666666666666,0.20380097560975607,2.99472,2.9648,0.0,2.0,10.0,100.0,29.0,2.9648
0.0,0.0,33.0,33.0,35.0,1.0,34.0,1.0,14.045454545454545,0.19247223300970873,2.99344,2.8776,0.029411764705882353,2.0,10.0,100.0,29.0,1.4388
0.0,0.0,35.0,35.0,35.0,1.0,36.0,1.0,16.363636363636363,0.17521777777777778,3.16224,3.052,0.027777777777777776,2.0,10.0,100.0,29.0,1.526
1.0,1.0,41.0,41.0,42.0,1.0,42.0,1.0,16.823529411764707,0.19964419580419576,3.60464,3.49328,0.023809523809523808,2.0,10.0,100.0,29.0,1.74664
0.0,0.0,39.0,40.0,39.0,3.0,42.0,3.0,17.76,0.18450450450450448,3.68544,3.4008,0.07142857142857142,2.0,10.0,100.0,29.0,0.8502
2.0,2.0,32.0,52.0,34.0,7.0,145.0,99.0,10.719745222929935,0.39738257872846106,12.5112,2.62656,0.6827586206896552,2.0,10.0,100.0,29.0,0.0262656
0.0,0.0,19.0,51.0,19.0,7.0,228.0,183.0,7.425,0.5626828282828282,19.34272,1.6568,0.8026315789473685,2.0,10.0,100.0,29.0,0.009004347826086957
0.0,0.0,14.0,48.0,14.0,1.0,226.0,181.0,7.033613445378151,0.5590526164874552,19.74176,1.2208,0.8008849557522124,2.0,10.0,100.0,29.0,0.006707692307692309
0.0,0.0,20.0,49.0,20.0,8.0,207.0,167.0,8.164383561643836,0.4916574496644295,18.08496,1.744,0.8067632850241546,2.0,10.0,100.0,29.0,0.010380952380952381
0.0,0.0,20.0,49.0,20.0,5.0,213.0,170.0,6.91703056768559,0.5803183838383839,18.61968,1.744,0.7981220657276995,2.0,10.0,100.0,29.0,0.010198830409356725
0.0,0.0,12.0,46.0,14.0,8.0,220.0,179.0,6.95,0.5422043165467626,19.2416,1.2208,0.8136363636363636,2.0,10.0,100.0,29.0,0.0067822222222222225
0.0,0.0,16.0,51.0,18.0,7.0,256.0,211.0,7.014084507042254,0.5956472289156626,21.8304,1.5696,0.82421875,2.0,10.0,100.0,29.0,0.007403773584905661
0.0,0.0,15.0,50.0,17.0,9.0,205.0,165.0,6.901287553648069,0.5935124378109452,17.95664,1.4824,0.8048780487804879,2.0,10.0,100.0,29.0,0.008930120481927711
0.0,0.0,16.0,48.0,17.0,3.0,237.0,194.0,6.90566037735849,0.5694111475409837,20.74704,1.4824,0.8185654008438819,2.0,10.0,100.0,29.0,0.007602051282051282
0.0,0.0,20.0,51.0,21.0,6.0,195.0,152.0,7.3991031390134525,0.5646522181818182,17.08464,1.8312,0.7794871794871795,2.0,10.0,100.0,29.0,0.011968627450980391
0.0,0.0,18.0,40.0,18.0,4.0,112.0,81.0,7.317073170731708,0.44782933333333336,9.91616,1.5696,0.7232142857142857,2.0,10.0,100.0,29.0,0.019141463414634147
1.0,1.0,28.0,28.0,29.0,0.0,29.0,2.0,9.036585365853659,0.2538303913630229,2.59776,2.35968,0.06896551724137931,2.0,10.0,100.0,29.0,0.78656
0.0,0.0,24.0,25.0,24.0,0.0,25.0,0.0,9.506493506493506,0.21543169398907105,2.32976,2.0928,0.0,2.0,10.0,100.0,29.0,2.0928
0.0,0.0,23.0,23.0,24.0,1.0,23.0,0.0,9.52,0.19791596638655462,2.15536,2.0056,0.0,2.0,10.0,100.0,29.0,2.0056
0.0,0.0,25.0,25.0,25.0,0.0,24.0,0.0,10.381578947368421,0.19727249683143216,2.24256,2.18,0.0,2.0,10.0,100.0,29.0,2.18
0.0,0.0,25.0,25.0,34.0,1.0,26.0,2.0,10.814814814814815,0.18936986301369862,2.42384,2.18,0.07692307692307693,2.0,10.0,100.0,29.0,0.7266666666666667
2.0,2.0,36.0,39.0,41.0,0.0,39.0,3.0,10.636363636363637,0.3003733333333333,3.3728,2.97536,0.07692307692307693,2.0,10.0,100.0,29.0,0.74384
0.0,0.0,35.0,35.0,43.0,2.0,38.0,3.0,11.689655172413794,0.2452766961651917,3.45264,3.052,0.07894736842105263,2.0,10.0,100.0,29.0,0.763
0.0,0.0,35.0,35.0,44.0,0.0,35.0,1.0,12.7125,0.2255417895771878,3.17984,3.052,0.02857142857142857,2.0,10.0,100.0,29.0,1.526
1.0,1.0,39.0,41.0,44.0,5.0,66.0,26.0,12.669902912621358,0.26509437547892717,5.69616,3.66768,0.3939393939393939,2.0,10.0,100.0,29.0,0.13584
1.0,1.0,41.0,46.0,48.0,1.0,43.0,3.0,13.179775280898877,0.285916862745098,3.7968,3.49328,0.06976744186046512,2.0,10.0,100.0,29.0,0.87332
0.0,0.0,29.0,46.0,30.0,14.0,158.0,119.0,9.36734693877551,0.40228252723311547,13.89024,2.616,0.7531645569620253,2.0,10.0,100.0,29.0,0.0218
0.0,0.0,16.0,40.0,17.0,4.0,182.0,150.0,7.253333333333333,0.45176470588235296,16.00544,1.4824,0.8241758241758241,2.0,10.0,100.0,29.0,0.009817218543046357
0.0,0.0,19.0,45.0,19.0,4.0,170.0,133.0,7.310679611650485,0.5042486055776892,14.92768,1.6568,0.7823529411764706,2.0,10.0,100.0,29.0,0.012364179104477612
0.0,0.0,17.0,46.0,17.0,11.0,182.0,144.0,7.252293577981652,0.5196038962681846,15.97408,1.4824,0.7912087912087912,2.0,10.0,100.0,29.0,0.010223448275862069
0.0,0.0,19.0,44.0,23.0,5.0,181.0,143.0,7.714285714285714,0.46724740740740733,15.88688,2.0056,0.7900552486187845,2.0,10.0,100.0,29.0,0.013927777777777777
0.0,0.0,32.0,47.0,33.0,4.0,151.0,110.0,7.082474226804123,0.54362922852984,13.30224,2.8776,0.7284768211920529,2.0,10.0,100.0,29.0,0.025924324324324326
0.0,0.0,22.0,46.0,23.0,7.0,184.0,149.0,7.004405286343612,0.537992855345912,15.6064,2.0056,0.8097826086956522,2.0,10.0,100.0,29.0,0.013370666666666666
1.0,1.0,17.0,49.0,18.0,6.0,197.0,161.0,7.008403361344538,0.5727524220623501,16.88512,1.40048,0.817258883248731,2.0,10.0,100.0,29.0,0.008644938271604938
0.0,0.0,20.0,49.0,20.0,2.0,202.0,158.0,7.723140495867769,0.5197471161048688,17.7296,1.744,0.7821782178217822,2.0,10.0,100.0,29.0,0.010968553459119497
0.0,0.0,18.0,49.0,19.0,4.0,205.0,167.0,6.710204081632653,0.5982053527980535,17.9912,1.6568,0.8146341463414634,2.0,10.0,100.0,29.0,0.009861904761904763
0.0,0.0,15.0,51.0,15.0,6.0,190.0,156.0,6.928870292887029,0.6029727536231884,16.72032,1.308,0.8210526315789474,2.0,10.0,100.0,29.0,0.008331210191082803
0.0,0.0,15.0,50.0,16.0,5.0,201.0,166.0,6.9523809523809526,0.5891506849315068,17.68528,1.3952,0.8258706467661692,2.0,10.0,100.0,29.0,0.008354491017964072
0.0,0.0,19.0,49.0,20.0,7.0,189.0,150.0,7.030042918454936,0.5709894017094017,16.60752,1.744,0.7936507936507936,2.0,10.0,100.0,29.0,0.011549668874172185
0.0,0.0,18.0,50.0,21.0,8.0,192.0,152.0,7.0,0.5851428571428571,16.88064,1.8312,0.7916666666666666,2.0,10.0,100.0,29.0,0.011968627450980391
0.0,0.0,20.0,50.0,26.0,3.0,179.0,136.0,7.030042918454936,0.5826422466422466,15.76064,1.8312,0.7597765363128491,2.0,10.0,100.0,29.0,0.013366423357664234
0.0,0.0,16.0,52.0,18.0,4.0,201.0,163.0,7.125,0.5978722807017545,17.6968,1.5696,0.8109452736318408,2.0,10.0,100.0,29.0,0.009570731707317074
0.0,0.0,16.0,50.0,17.0,3.0,194.0,159.0,6.963855421686747,0.5881799307958476,16.51296,1.3952,0.8195876288659794,2.0,10.0,100.0,29.0,0.00872
0.0,0.0,15.0,50.0,17.0,9.0,199.0,157.0,6.97165991902834,0.5875214866434378,17.49104,1.4824,0.7889447236180904,2.0,10.0,100.0,29.0,0.009382278481012658
2.0,2.0,31.0,32.0,56.0,5.0,58.0,28.0,7.335616438356165,0.35735783380018665,5.05504,2.53936,0.4827586206896552,2.0,10.0,100.0,29.0,0.08756413793103447
2.0,2.0,32.0,41.0,45.0,8.0,122.0,87.0,7.276595744680851,0.46157847953216374,10.4184,3.06256,0.7131147540983607,2.0,10.0,100.0,29.0,0.034801818181818184
0.0,0.0,34.0,42.0,34.0,11.0,107.0,67.0,7.490683229813665,0.4593225870646765,9.48592,2.9648,0.6261682242990654,2.0,10.0,100.0,29.0,0.0436
0.0,0.0,22.0,39.0,26.0,7.0,151.0,116.0,7.159420289855072,0.4462484210526316,13.32848,2.2672,0.7682119205298014,2.0,10.0,100.0,29.0,0.01937777777777778
0.0,0.0,25.0,40.0,28.0,6.0,155.0,116.0,7.126760563380282,0.45978814229249004,13.68304,2.4416,0.7483870967741936,2.0,10.0,100.0,29.0,0.02086837606837607
0.0,0.0,22.0,39.0,28.0,7.0,165.0,133.0,7.048034934497816,0.45330081784386617,14.57872,2.4416,0.806060606060606,2.0,10.0,100.0,29.0,0.01822089552238806
0.0,0.0,24.0,40.0,31.0,5.0,157.0,129.0,7.057268722466961,0.46431560549313355,13.908,2.7032,0.821656050955414,2.0,10.0,100.0,29.0,0.020793846153846152
0.0,0.0,19.0,43.0,26.0,7.0,193.0,154.0,6.94488188976378,0.5072166893424035,16.43008,2.0056,0.7979274611398963,2.0,10.0,100.0,29.0,0.012939354838709676
