devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retransmissions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,29.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,100.0,29.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,8.4,0.048761904761904756,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,7.5,0.05461333333333333,0.44848,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,9.375,0.04369066666666666,0.44288,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,10.285714285714286,0.03982222222222222,0.4416,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.8,0.024380952380952378,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.44848,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,4.0,4.0,9.0,0.0,4.0,0.0,13.333333333333334,0.024575999999999997,0.36128,0.3488,0.0,2.0,10.0,100.0,29.0,0.3488
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,18.6,0.022021505376344085,0.44848,0.436,0.0,2.0,10.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,40.8,0.010039215686274508,0.436,0.436,0.0,6.0,6.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,49.2,0.00832520325203252,0.436,0.436,0.0,6.0,6.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,6.0,6.0,100.0,29.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.44288,0.436,0.0,6.0,6.0,100.0,29.0,0.436
0.0,0.0,4.0,5.0,6.0,0.0,5.0,0.0,40.285714285714285,0.010167375886524822,0.4416,0.3488,0.0,6.0,6.0,100.0,29.0,0.3488
0.0,0.0,5.0,4.0,13.0,0.0,4.0,0.0,22.0,0.014894545454545455,0.36816,0.436,0.0,6.0,6.0,100.0,29.0,0.436
1.0,1.0,9.0,9.0,17.0,0.0,9.0,0.0,20.11764705882353,0.03664842105263157,0.72208,0.70288,0.0,2.0,10.0,100.0,29.0,0.70288
1.0,1.0,13.0,13.0,14.0,0.0,13.0,0.0,23.142857142857142,0.04601679012345679,1.0528,1.05168,0.0,2.0,10.0,100.0,29.0,1.05168
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,23.0,0.05342608695652174,1.308,1.308,0.0,2.0,10.0,100.0,29.0,1.308
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,23.8,0.05163025210084033,1.308,1.308,0.0,2.0,10.0,100.0,29.0,1.308
1.0,1.0,20.0,20.0,21.0,0.0,20.0,0.0,19.571428571428573,0.08371386861313866,1.6632,1.66208,0.0,2.0,10.0,100.0,29.0,1.66208
1.0,1.0,24.0,24.0,25.0,0.0,24.0,0.0,18.0,0.10922666666666667,2.012,2.01088,0.0,2.0,10.0,100.0,29.0,2.01088
0.0,0.0,24.0,25.0,24.0,0.0,25.0,0.0,19.8,0.10343434343434343,2.18,2.0928,0.0,2.0,10.0,100.0,29.0,2.0928
1.0,1.0,28.0,27.0,37.0,0.0,27.0,0.0,15.083333333333334,0.1466413259668508,2.29296,2.35968,0.0,2.0,10.0,100.0,29.0,2.35968
0.0,0.0,29.0,30.0,36.0,0.0,30.0,0.0,17.756756756756758,0.13840365296803653,2.63408,2.5288,0.0,2.0,10.0,100.0,29.0,2.5288
0.0,0.0,29.0,28.0,34.0,1.0,29.0,1.0,19.676470588235293,0.11657375186846039,2.54128,2.5288,0.034482758620689655,2.0,10.0,100.0,29.0,1.2644
0.0,0.0,30.0,30.0,30.0,0.0,30.0,0.0,24.1,0.10197510373443981,2.616,2.616,0.0,2.0,10.0,100.0,29.0,2.616
0.0,0.0,29.0,29.0,34.0,1.0,31.0,2.0,22.416666666666668,0.10597828996282527,2.71568,2.5288,0.06451612903225806,2.0,10.0,100.0,29.0,0.8429333333333333
0.0,0.0,30.0,30.0,30.0,2.0,32.0,2.0,26.15625,0.0939584229390681,2.7904,2.616,0.0625,2.0,10.0,100.0,29.0,0.872
1.0,1.0,35.0,35.0,36.0,2.0,37.0,2.0,22.57894736842105,0.12698554778554777,3.1456,2.97008,0.05405405405405406,2.0,10.0,100.0,29.0,0.9900266666666666
2.0,2.0,29.0,43.0,37.0,17.0,101.0,62.0,12.944444444444445,0.27212909871244634,8.41232,2.45216,0.6138613861386139,2.0,10.0,100.0,29.0,0.038923174603174605
1.0,1.0,22.0,48.0,25.0,8.0,137.0,103.0,7.913043478260869,0.4969213186813187,11.8656,2.01088,0.7518248175182481,2.0,10.0,100.0,29.0,0.019335384615384612
0.0,0.0,26.0,49.0,27.0,8.0,124.0,87.0,7.548387096774194,0.5317798290598289,10.8128,2.3544,0.7016129032258065,2.0,10.0,100.0,29.0,0.026754545454545454
0.0,0.0,26.0,48.0,26.0,10.0,118.0,84.0,8.161016949152541,0.48182230529595016,10.2896,2.2672,0.711864406779661,2.0,10.0,100.0,29.0,0.026672941176470587
0.0,0.0,24.0,48.0,25.0,5.0,128.0,94.0,7.9921875,0.49200046920821117,11.1616,2.18,0.734375,2.0,10.0,100.0,29.0,0.022947368421052633
0.0,0.0,21.0,49.0,23.0,13.0,128.0,93.0,8.109375,0.4949925240847784,11.1616,2.0056,0.7265625,2.0,10.0,100.0,29.0,0.021336170212765956
0.0,0.0,26.0,50.0,27.0,15.0,128.0,90.0,8.109375,0.5050944123314065,11.1616,2.3544,0.703125,2.0,10.0,100.0,29.0,0.02587252747252747
0.0,0.0,27.0,50.0,27.0,4.0,125.0,91.0,8.304,0.49325626204238915,10.9,2.3544,0.728,2.0,10.0,100.0,29.0,0.025591304347826086
1.0,1.0,26.0,48.0,27.0,9.0,137.0,95.0,8.540145985401459,0.4604324102564103,11.61872,2.27248,0.6934306569343066,2.0,10.0,100.0,29.0,0.023671666666666664
0.0,0.0,20.0,52.0,20.0,9.0,141.0,104.0,8.265734265734265,0.5153613536379018,11.15408,1.744,0.7375886524822695,2.0,10.0,100.0,29.0,0.01660952380952381
1.0,1.0,24.0,53.0,25.0,10.0,126.0,87.0,8.267175572519085,0.5251805724838411,10.836,2.01088,0.6904761904761905,2.0,10.0,100.0,29.0,0.02285090909090909
0.0,0.0,34.0,54.0,34.0,7.0,118.0,74.0,9.073770491803279,0.4875239024390243,10.30112,2.9648,0.6271186440677966,2.0,10.0,100.0,29.0,0.039530666666666665
1.0,1.0,23.0,56.0,26.0,7.0,149.0,104.0,8.134615384615385,0.5639504491725769,12.84736,2.01088,0.697986577181208,2.0,10.0,100.0,29.0,0.019151238095238093
0.0,0.0,22.0,60.0,22.0,6.0,150.0,103.0,8.278481012658228,0.5937321100917431,13.10304,1.9184,0.6866666666666666,2.0,10.0,100.0,29.0,0.018446153846153848
0.0,0.0,21.0,59.0,21.0,8.0,135.0,86.0,8.307692307692308,0.5817837037037037,11.79504,1.8312,0.6370370370370371,2.0,10.0,100.0,29.0,0.021048275862068967
0.0,0.0,23.0,61.0,23.0,7.0,146.0,100.0,8.743421052631579,0.571529149736644,12.17504,2.0056,0.684931506849315,2.0,10.0,100.0,29.0,0.019857425742574257
0.0,0.0,22.0,57.0,23.0,10.0,141.0,96.0,8.980132450331126,0.5199745132743361,12.324,2.0056,0.6808510638297872,2.0,10.0,100.0,29.0,0.020676288659793814
0.0,0.0,18.0,60.0,22.0,6.0,170.0,120.0,7.685393258426966,0.6395508771929823,14.84704,1.8312,0.7058823529411765,2.0,10.0,100.0,29.0,0.015133884297520661
0.0,0.0,19.0,60.0,22.0,6.0,168.0,117.0,7.796610169491525,0.6304278260869565,14.0216,1.6568,0.6964285714285714,2.0,10.0,100.0,29.0,0.014040677966101695
0.0,0.0,19.0,60.0,21.0,9.0,155.0,107.0,7.719512195121951,0.6367241706161137,12.48496,1.6568,0.6903225806451613,2.0,10.0,100.0,29.0,0.015340740740740742
0.0,0.0,21.0,57.0,22.0,12.0,147.0,98.0,8.745098039215685,0.5339494170403588,12.83568,1.9184,0.6666666666666666,2.0,10.0,100.0,29.0,0.01937777777777778
0.0,0.0,34.0,36.0,47.0,1.0,48.0,13.0,9.476635514018692,0.31119905325443786,4.35008,3.052,0.2708333333333333,2.0,10.0,100.0,29.0,0.218
2.0,2.0,49.0,30.0,60.0,0.0,53.0,6.0,10.745454545454546,0.22871065989847714,4.61696,4.10896,0.11320754716981132,6.0,6.0,100.0,29.0,0.5869942857142857
0.0,0.0,30.0,30.0,39.0,2.0,34.0,9.0,11.689655172413794,0.21023716814159288,3.12496,2.616,0.2647058823529412,2.0,10.0,100.0,29.0,0.2616
0.0,0.0,30.0,30.0,30.0,0.0,30.0,0.0,13.714285714285714,0.1792,2.7312,2.616,0.0,2.0,10.0,100.0,29.0,2.616
1.0,1.0,35.0,35.0,36.0,3.0,38.0,3.0,13.784810126582279,0.2079970615243342,3.348,2.97008,0.07894736842105263,2.0,10.0,100.0,29.0,0.74252
0.0,0.0,33.0,34.0,36.0,1.0,35.0,1.0,14.210526315789474,0.19600118518518514,3.16832,2.8776,0.02857142857142857,2.0,10.0,100.0,29.0,1.4388
0.0,0.0,34.0,33.0,34.0,0.0,34.0,1.0,14.830985915492958,0.18227783475783474,3.07296,2.9648,0.029411764705882353,2.0,10.0,100.0,29.0,1.4824
2.0,2.0,43.0,44.0,51.0,1.0,44.0,2.0,14.258426966292134,0.2527964696611505,3.79744,3.58576,0.045454545454545456,2.0,10.0,100.0,29.0,1.1952533333333333
1.0,1.0,45.0,44.0,61.0,5.0,53.0,9.0,15.092783505154639,0.23882142076502733,4.65888,3.84208,0.16981132075471697,2.0,10.0,100.0,29.0,0.384208
1.0,1.0,32.0,52.0,40.0,15.0,164.0,127.0,10.08,0.4226031746031746,13.84416,2.88288,0.774390243902439,2.0,10.0,100.0,29.0,0.0225225
1.0,1.0,35.0,59.0,37.0,5.0,150.0,104.0,8.385964912280702,0.5763534728033473,12.89296,3.05728,0.6933333333333334,2.0,10.0,100.0,29.0,0.029116952380952382
0.0,0.0,29.0,55.0,30.0,4.0,149.0,115.0,7.704545454545454,0.5847976401179942,13.08176,2.616,0.7718120805369127,2.0,10.0,100.0,29.0,0.022551724137931037
0.0,0.0,32.0,53.0,34.0,5.0,143.0,98.0,7.8545454545454545,0.5527703703703704,12.53296,2.9648,0.6853146853146853,2.0,10.0,100.0,29.0,0.029947474747474747
0.0,0.0,26.0,55.0,26.0,6.0,154.0,113.0,7.415730337078652,0.6075733333333333,13.49792,2.2672,0.7337662337662337,2.0,10.0,100.0,29.0,0.019887719298245614
0.0,0.0,33.0,54.0,40.0,7.0,142.0,103.0,8.09142857142857,0.5467118644067797,12.48512,2.9648,0.7253521126760564,2.0,10.0,100.0,29.0,0.028507692307692307
0.0,0.0,20.0,56.0,26.0,5.0,186.0,145.0,7.395348837209302,0.6203250314465409,15.15456,1.744,0.7795698924731183,2.0,10.0,100.0,29.0,0.011945205479452055
0.0,0.0,26.0,54.0,28.0,4.0,166.0,133.0,7.91044776119403,0.5592199245283018,14.01376,2.2672,0.8012048192771084,2.0,10.0,100.0,29.0,0.016919402985074626
0.0,0.0,31.0,53.0,35.0,8.0,153.0,112.0,8.438502673796792,0.5145178200253485,13.44896,2.7904,0.7320261437908496,2.0,10.0,100.0,29.0,0.02469380530973451
0.0,0.0,32.0,54.0,33.0,3.0,164.0,115.0,7.75531914893617,0.5704059259259259,14.36992,2.7904,0.7012195121951219,2.0,10.0,100.0,29.0,0.024055172413793104
0.0,1.0,30.0,58.0,40.0,8.0,168.0,123.0,8.157635467980295,0.5824432850241547,14.01456,2.62128,0.7321428571428571,2.0,10.0,100.0,29.0,0.021139354838709677
0.0,0.0,36.0,57.0,41.0,7.0,140.0,91.0,8.307692307692308,0.5620622222222222,12.28976,3.2264,0.65,2.0,10.0,100.0,29.0,0.0350695652173913
0.0,0.0,34.0,54.0,37.0,9.0,158.0,104.0,7.587301587301587,0.5830373221757321,13.37392,2.9648,0.6582278481012658,2.0,10.0,100.0,29.0,0.028236190476190474
0.0,0.0,36.0,54.0,41.0,6.0,138.0,99.0,8.172972972972973,0.5412571428571429,12.10416,3.2264,0.717391304347826,2.0,10.0,100.0,29.0,0.032264
0.0,0.0,31.0,54.0,33.0,4.0,159.0,120.0,7.7368421052631575,0.5717681632653061,13.39184,2.7904,0.7547169811320755,2.0,10.0,100.0,29.0,0.02306115702479339
