,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,1.0,1.0,3.0,4.0,35.0,0.0,35.0,0.0,0.35584,0.17968,0.0,2.0
2,0.0,0.0,5.0,5.0,27.0,0.0,31.0,0.0,0.56736,0.436,0.0,2.0
3,0.0,0.0,5.0,5.0,35.0,0.0,35.0,0.0,0.60096,0.436,0.0,2.0
4,0.0,0.0,5.0,5.0,9.0,0.0,9.0,0.0,0.472,0.436,0.0,2.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.36,0.3488,0.0,2.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
13,6.0,6.0,32.0,32.0,38.0,2.0,50.0,12.0,2.9664,2.29888,0.24,2.0
14,3.0,3.0,32.0,52.0,40.0,6.0,150.0,111.0,11.31184,2.904,0.74,2.0
15,2.0,2.0,31.0,62.0,35.0,2.0,152.0,109.0,11.19264,2.80096,0.7171052631578947,2.0
16,1.0,1.0,21.0,60.0,22.0,6.0,190.0,155.0,15.87792,1.74928,0.8157894736842105,2.0
17,0.0,0.0,15.0,55.0,15.0,8.0,177.0,145.0,15.54512,1.308,0.8192090395480226,2.0
18,0.0,0.0,30.0,58.0,30.0,3.0,151.0,109.0,13.29472,2.616,0.7218543046357616,2.0
19,0.0,0.0,18.0,58.0,18.0,5.0,165.0,129.0,14.24048,1.5696,0.7818181818181819,2.0
20,0.0,0.0,15.0,59.0,15.0,4.0,172.0,141.0,15.28352,1.308,0.8197674418604651,2.0
21,0.0,0.0,19.0,59.0,19.0,8.0,170.0,131.0,14.6776,1.6568,0.7705882352941177,2.0
22,0.0,0.0,13.0,60.0,15.0,5.0,204.0,164.0,17.81232,1.308,0.803921568627451,2.0
23,0.0,0.0,9.0,60.0,9.0,5.0,198.0,155.0,16.69504,0.7848,0.7828282828282829,2.0
24,0.0,0.0,53.0,46.0,56.0,3.0,117.0,44.0,8.84,4.6216,0.37606837606837606,2.0
25,1.0,1.0,41.0,56.0,43.0,1.0,151.0,84.0,10.42832,3.58048,0.5562913907284768,2.0
26,0.0,0.0,38.0,45.0,39.0,1.0,136.0,73.0,10.55952,3.4008,0.5367647058823529,2.0
27,0.0,0.0,33.0,47.0,33.0,0.0,138.0,80.0,11.15264,2.8776,0.5797101449275363,2.0
28,0.0,0.0,42.0,50.0,46.0,0.0,131.0,71.0,10.09168,3.8368,0.5419847328244275,2.0
29,0.0,0.0,45.0,50.0,45.0,4.0,116.0,55.0,9.49104,3.924,0.47413793103448276,2.0
30,0.0,0.0,38.0,51.0,43.0,6.0,140.0,79.0,10.92448,3.4008,0.5642857142857143,2.0
31,0.0,0.0,25.0,50.0,26.0,3.0,153.0,105.0,12.45712,2.2672,0.6862745098039216,2.0
32,0.0,0.0,41.0,50.0,43.0,5.0,124.0,67.0,10.1112,3.7496,0.5403225806451613,2.0
33,0.0,0.0,40.0,52.0,41.0,4.0,127.0,69.0,9.78624,3.5752,0.5433070866141733,2.0
34,0.0,0.0,39.0,45.0,40.0,3.0,127.0,74.0,10.53856,3.488,0.5826771653543307,2.0
35,1.0,1.0,50.0,51.0,51.0,3.0,135.0,71.0,9.95888,4.36528,0.5259259259259259,2.0
36,0.0,0.0,24.0,56.0,28.0,6.0,171.0,123.0,14.1928,2.3544,0.7192982456140351,2.0
37,0.0,0.0,14.0,55.0,16.0,5.0,183.0,138.0,15.30768,1.3952,0.7540983606557377,2.0
38,0.0,0.0,16.0,55.0,17.0,6.0,213.0,163.0,17.34576,1.4824,0.7652582159624414,2.0
39,0.0,0.0,17.0,56.0,19.0,2.0,210.0,151.0,17.06656,1.6568,0.719047619047619,2.0
40,0.0,0.0,30.0,56.0,30.0,2.0,177.0,116.0,14.05856,2.616,0.655367231638418,2.0
41,0.0,0.0,43.0,38.0,55.0,1.0,152.0,60.0,9.56768,3.8368,0.39473684210526316,2.0
42,1.0,1.0,54.0,29.0,61.0,2.0,115.0,28.0,6.50992,4.80128,0.24347826086956523,2.0
43,0.0,0.0,39.0,30.0,48.0,1.0,109.0,41.0,6.32896,3.488,0.3761467889908257,2.0
44,0.0,0.0,31.0,29.0,42.0,14.0,131.0,75.0,8.50288,3.1392,0.5725190839694656,2.0
45,1.0,1.0,29.0,37.0,32.0,5.0,159.0,109.0,12.13024,2.62128,0.6855345911949685,2.0
46,1.0,1.0,28.0,43.0,34.0,7.0,170.0,106.0,12.50816,2.53408,0.6235294117647059,2.0
47,1.0,1.0,28.0,46.0,30.0,8.0,165.0,106.0,12.25968,2.44688,0.6424242424242425,2.0
48,0.0,0.0,23.0,45.0,29.0,9.0,175.0,124.0,13.54544,2.5288,0.7085714285714285,2.0
49,0.0,0.0,18.0,46.0,21.0,4.0,206.0,154.0,16.55712,1.8312,0.7475728155339806,2.0
50,0.0,0.0,25.0,45.0,27.0,3.0,184.0,129.0,14.4232,2.18,0.7010869565217391,2.0
51,0.0,0.0,17.0,47.0,18.0,6.0,206.0,152.0,16.05696,1.5696,0.7378640776699029,2.0
52,0.0,0.0,28.0,43.0,33.0,5.0,177.0,120.0,13.55568,2.8776,0.6779661016949152,2.0
53,0.0,0.0,16.0,45.0,16.0,5.0,212.0,152.0,15.32912,1.3952,0.7169811320754716,2.0
54,0.0,0.0,25.0,45.0,31.0,3.0,217.0,156.0,16.98608,2.616,0.7188940092165899,2.0
55,0.0,0.0,23.0,46.0,28.0,5.0,189.0,124.0,14.32656,2.4416,0.656084656084656,2.0
56,0.0,0.0,34.0,45.0,42.0,13.0,164.0,101.0,11.95792,3.2264,0.6158536585365854,2.0
57,1.0,1.0,27.0,45.0,35.0,8.0,178.0,114.0,11.93136,2.44688,0.6404494382022472,2.0
58,1.0,1.0,37.0,37.0,55.0,10.0,154.0,81.0,9.42352,3.31888,0.525974025974026,2.0
59,0.0,0.0,37.0,39.0,46.0,1.0,136.0,69.0,9.81344,3.2264,0.5073529411764706,2.0
60,0.0,0.0,25.0,38.0,29.0,2.0,168.0,122.0,13.95136,2.5288,0.7261904761904762,2.0
61,1.0,1.0,29.0,50.0,31.0,9.0,151.0,107.0,12.7128,2.53408,0.7086092715231788,2.0
62,0.0,0.0,28.0,44.0,32.0,4.0,155.0,113.0,13.07696,2.5288,0.7290322580645161,2.0
63,1.0,1.0,30.0,45.0,33.0,7.0,155.0,122.0,12.53632,2.79568,0.7870967741935484,2.0
64,0.0,0.0,35.0,45.0,36.0,7.0,125.0,81.0,10.2808,3.1392,0.648,2.0
65,0.0,0.0,25.0,46.0,29.0,9.0,153.0,115.0,11.66448,2.35968,0.7516339869281046,2.0
66,0.0,0.0,23.0,45.0,25.0,7.0,151.0,118.0,13.28912,2.18,0.7814569536423841,2.0
67,2.0,2.0,24.0,54.0,28.0,2.0,194.0,159.0,15.29232,2.19056,0.8195876288659794,2.0
68,0.0,0.0,17.0,48.0,19.0,4.0,203.0,169.0,16.92032,1.6568,0.8325123152709359,2.0
69,0.0,0.0,24.0,50.0,27.0,3.0,187.0,132.0,14.57808,2.3544,0.7058823529411765,2.0
70,0.0,0.0,23.0,49.0,25.0,10.0,175.0,122.0,13.45376,2.18,0.6971428571428572,2.0
71,0.0,0.0,20.0,49.0,25.0,7.0,188.0,132.0,14.7464,1.9184,0.7021276595744681,2.0
72,0.0,0.0,22.0,50.0,23.0,5.0,210.0,147.0,15.56896,2.0056,0.7,2.0
73,1.0,1.0,16.0,54.0,18.0,5.0,226.0,169.0,16.64912,1.40048,0.7477876106194691,2.0
74,0.0,0.0,19.0,50.0,25.0,2.0,205.0,144.0,16.13712,2.18,0.7024390243902439,2.0
75,0.0,0.0,26.0,49.0,27.0,6.0,194.0,132.0,15.03712,2.3544,0.6804123711340206,2.0
76,0.0,0.0,16.0,48.0,24.0,3.0,233.0,183.0,18.4984,1.4824,0.7854077253218884,2.0
77,0.0,0.0,19.0,48.0,21.0,2.0,232.0,173.0,16.272,1.8312,0.7456896551724138,2.0
78,0.0,0.0,30.0,47.0,32.0,4.0,193.0,133.0,15.36848,2.7904,0.689119170984456,2.0
79,0.0,0.0,29.0,53.0,34.0,9.0,158.0,113.0,12.98848,2.7032,0.7151898734177216,2.0
80,0.0,0.0,16.0,51.0,18.0,9.0,204.0,153.0,16.0504,1.5696,0.75,2.0
81,0.0,0.0,11.0,50.0,13.0,5.0,237.0,180.0,19.50144,1.1336,0.759493670886076,2.0
82,0.0,0.0,49.0,37.0,57.0,0.0,153.0,70.0,8.95776,4.2728,0.45751633986928103,2.0
83,1.0,1.0,55.0,30.0,76.0,4.0,138.0,40.0,7.22304,4.88848,0.2898550724637681,2.0
84,1.0,1.0,31.0,35.0,43.0,6.0,116.0,58.0,7.68128,3.14448,0.5,2.0
85,0.0,0.0,36.0,32.0,36.0,1.0,57.0,5.0,3.59008,3.1392,0.08771929824561403,2.0
86,0.0,0.0,33.0,34.0,36.0,1.0,51.0,1.0,3.06112,2.8776,0.0196078431372549,2.0
87,1.0,1.0,37.0,40.0,53.0,1.0,71.0,7.0,3.68336,3.23168,0.09859154929577464,2.0
88,1.0,1.0,24.0,44.0,34.0,7.0,149.0,93.0,10.61648,2.53408,0.6241610738255033,2.0
89,0.0,0.0,19.0,44.0,23.0,10.0,189.0,139.0,14.9224,2.0056,0.7354497354497355,2.0
90,0.0,0.0,17.0,45.0,20.0,5.0,187.0,135.0,14.57024,1.744,0.7219251336898396,2.0
91,0.0,0.0,20.0,45.0,29.0,6.0,198.0,150.0,15.8056,2.2672,0.7575757575757576,2.0
92,0.0,0.0,18.0,50.0,20.0,2.0,169.0,126.0,14.09584,1.744,0.7455621301775148,2.0
93,0.0,0.0,19.0,47.0,24.0,4.0,184.0,133.0,14.41024,1.8312,0.7228260869565217,2.0
94,0.0,0.0,17.0,43.0,25.0,9.0,185.0,132.0,14.15584,1.9184,0.7135135135135136,2.0
95,0.0,0.0,20.0,44.0,23.0,3.0,219.0,162.0,16.53488,2.0056,0.7397260273972602,2.0
96,0.0,0.0,19.0,45.0,24.0,14.0,185.0,131.0,14.156,2.0928,0.7081081081081081,2.0
97,0.0,0.0,26.0,43.0,37.0,7.0,176.0,107.0,12.1192,2.2672,0.6079545454545454,2.0
98,0.0,0.0,26.0,31.0,33.0,13.0,166.0,107.0,10.78544,2.5288,0.6445783132530121,2.0
99,1.0,1.0,23.0,36.0,31.0,13.0,152.0,88.0,10.528,2.01088,0.5789473684210527,2.0
100,2.0,2.0,31.0,31.0,39.0,10.0,130.0,76.0,8.09408,2.62656,0.5846153846153846,2.0
101,2.0,2.0,46.0,35.0,60.0,1.0,83.0,5.0,4.8024,3.84736,0.060240963855421686,2.0
102,0.0,0.0,33.0,40.0,33.0,8.0,115.0,70.0,9.23424,2.8776,0.6086956521739131,2.0
103,0.0,0.0,22.0,39.0,25.0,11.0,160.0,110.0,10.99264,1.9184,0.6875,2.0
104,0.0,0.0,30.0,39.0,31.0,14.0,135.0,82.0,10.3856,2.616,0.6074074074074074,2.0
105,1.0,1.0,29.0,45.0,31.0,10.0,147.0,102.0,10.74704,2.45216,0.6938775510204082,2.0
106,0.0,0.0,29.0,45.0,36.0,8.0,136.0,94.0,10.53888,2.5288,0.6911764705882353,2.0
107,0.0,0.0,31.0,46.0,31.0,11.0,134.0,89.0,11.13184,2.7032,0.664179104477612,2.0
108,0.0,0.0,23.0,47.0,25.0,11.0,141.0,102.0,10.53536,2.0056,0.723404255319149,2.0
109,0.0,0.0,33.0,41.0,39.0,11.0,124.0,75.0,9.78176,2.8776,0.6048387096774194,2.0
110,2.0,2.0,24.0,47.0,25.0,5.0,164.0,127.0,13.22128,1.92896,0.774390243902439,2.0
111,0.0,0.0,18.0,41.0,21.0,6.0,158.0,118.0,12.81472,1.5696,0.7468354430379747,2.0
112,0.0,0.0,21.0,43.0,22.0,6.0,160.0,120.0,12.98512,1.9184,0.75,2.0
113,0.0,0.0,18.0,46.0,21.0,4.0,177.0,134.0,13.89216,1.5696,0.7570621468926554,2.0
114,0.0,0.0,21.0,45.0,21.0,6.0,161.0,122.0,12.91136,1.8312,0.7577639751552795,2.0
115,0.0,0.0,25.0,45.0,26.0,5.0,149.0,108.0,12.36128,2.2672,0.7248322147651006,2.0
116,0.0,0.0,21.0,45.0,23.0,11.0,131.0,92.0,11.19984,2.0056,0.7022900763358778,2.0
117,0.0,0.0,26.0,48.0,32.0,4.0,160.0,105.0,12.32432,2.2672,0.65625,2.0
118,1.0,1.0,16.0,47.0,19.0,5.0,177.0,140.0,14.44064,1.31328,0.7909604519774012,2.0
119,0.0,0.0,25.0,39.0,32.0,9.0,179.0,119.0,12.8224,2.3544,0.664804469273743,2.0
120,1.0,1.0,26.0,36.0,36.0,4.0,149.0,106.0,10.86656,2.468,0.7114093959731543,2.0
121,0.0,0.0,27.0,32.0,28.0,8.0,144.0,91.0,11.33184,2.3544,0.6319444444444444,2.0
122,0.0,0.0,40.0,35.0,47.0,10.0,133.0,74.0,9.4872,3.5752,0.556390977443609,2.0
123,0.0,0.0,25.0,36.0,27.0,10.0,152.0,101.0,11.03984,2.3544,0.6644736842105263,2.0
124,0.0,0.0,31.0,37.0,41.0,12.0,148.0,90.0,10.61184,2.7904,0.6081081081081081,2.0
125,0.0,0.0,36.0,36.0,38.0,7.0,114.0,67.0,9.24256,3.23168,0.5877192982456141,2.0
126,0.0,0.0,26.0,35.0,35.0,12.0,130.0,87.0,10.21088,2.5288,0.6692307692307692,2.0
127,1.0,1.0,27.0,41.0,29.0,6.0,150.0,103.0,11.28592,2.35968,0.6866666666666666,2.0
128,0.0,0.0,19.0,36.0,21.0,5.0,182.0,147.0,15.33312,1.8312,0.8076923076923077,2.0
129,0.0,0.0,30.0,42.0,35.0,8.0,147.0,99.0,11.528,2.7904,0.673469387755102,2.0
130,0.0,0.0,21.0,41.0,28.0,1.0,203.0,155.0,15.16912,2.09808,0.7635467980295566,2.0
131,0.0,0.0,22.0,40.0,28.0,2.0,178.0,135.0,15.3096,2.4416,0.7584269662921348,2.0
132,0.0,0.0,21.0,42.0,24.0,6.0,176.0,131.0,14.21296,1.9184,0.7443181818181818,2.0
133,0.0,0.0,13.0,41.0,18.0,4.0,211.0,168.0,16.94208,1.308,0.7962085308056872,2.0
134,0.0,0.0,27.0,41.0,30.0,6.0,149.0,102.0,11.9424,2.616,0.6845637583892618,2.0
135,0.0,0.0,24.0,43.0,31.0,14.0,152.0,101.0,10.54752,2.0928,0.6644736842105263,2.0
136,1.0,1.0,30.0,43.0,36.0,8.0,178.0,125.0,13.7456,2.70848,0.702247191011236,2.0
137,0.0,0.0,19.0,42.0,20.0,4.0,188.0,146.0,16.17264,1.744,0.776595744680851,2.0
138,0.0,0.0,21.0,42.0,22.0,9.0,188.0,146.0,15.68304,1.9184,0.776595744680851,2.0
139,0.0,0.0,20.0,46.0,21.0,11.0,170.0,130.0,14.51696,1.8312,0.7647058823529411,2.0
140,0.0,0.0,24.0,47.0,32.0,2.0,205.0,157.0,15.87584,2.62128,0.7658536585365854,2.0
141,0.0,0.0,18.0,45.0,21.0,12.0,174.0,133.0,14.29824,1.8312,0.764367816091954,2.0
142,0.0,0.0,20.0,46.0,24.0,4.0,192.0,143.0,15.84432,1.8312,0.7447916666666666,2.0
143,1.0,1.0,13.0,54.0,21.0,6.0,230.0,193.0,18.90896,1.31328,0.8391304347826087,2.0
144,0.0,0.0,24.0,50.0,24.0,8.0,181.0,127.0,14.97296,2.0928,0.7016574585635359,2.0
145,0.0,0.0,18.0,47.0,21.0,2.0,215.0,163.0,18.10368,1.8312,0.7581395348837209,2.0
146,0.0,0.0,17.0,48.0,24.0,7.0,191.0,128.0,14.34912,1.5696,0.6701570680628273,2.0
147,4.0,4.0,36.0,28.0,61.0,0.0,96.0,2.0,3.10752,2.81152,0.020833333333333332,2.0
