devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,27.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,5.0,7.0,100.0,27.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.44752,0.436,0.0,2.0,10.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.44752,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,7.2,0.05688888888888888,0.44848,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,10.2,0.04015686274509803,0.436,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,18.0,0.022755555555555553,0.436,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,21.6,0.018962962962962963,0.436,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,4.0,4.0,9.0,0.0,4.0,0.0,12.545454545454545,0.026119420289855075,0.36704,0.3488,0.0,5.0,7.0,100.0,27.0,0.3488
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,16.714285714285715,0.024505982905982902,0.46,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,21.5,0.019051162790697674,0.4544,0.436,0.0,5.0,7.0,100.0,27.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,25.636363636363637,0.015977304964539002,0.45312,0.436,0.0,5.0,7.0,100.0,27.0,0.436
1.0,1.0,11.0,11.0,12.0,2.0,17.0,6.0,25.636363636363637,0.03515007092198581,1.41312,0.87728,0.35294117647058826,5.0,7.0,100.0,27.0,0.1253257142857143
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,23.142857142857142,0.03539753086419753,0.88352,0.872,0.0,2.0,10.0,100.0,27.0,0.872
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,24.214285714285715,0.03383126843657816,0.88352,0.872,0.0,6.0,6.0,100.0,27.0,0.872
0.0,0.0,10.0,10.0,15.0,0.0,10.0,0.0,20.05263157894737,0.04085249343832021,0.896,0.872,0.0,6.0,6.0,100.0,27.0,0.872
0.0,0.0,9.0,10.0,17.0,2.0,12.0,2.0,18.0,0.045511111111111106,1.07728,0.7848,0.16666666666666666,6.0,6.0,100.0,27.0,0.2616
0.0,0.0,10.0,9.0,12.0,1.0,10.0,1.0,17.7,0.041654237288135595,0.90064,0.872,0.1,6.0,6.0,100.0,27.0,0.436
1.0,1.0,12.0,12.0,18.0,0.0,13.0,1.0,16.22222222222222,0.06059835616438356,1.08832,0.96448,0.07692307692307693,6.0,6.0,100.0,27.0,0.48224
1.0,1.0,16.0,18.0,17.0,0.0,19.0,2.0,15.642857142857142,0.09426410958904108,1.4352,1.31328,0.10526315789473684,2.0,10.0,100.0,27.0,0.43776
0.0,0.0,15.0,19.0,15.0,16.0,76.0,57.0,9.535714285714286,0.16322636704119847,6.65024,1.308,0.75,5.0,7.0,100.0,27.0,0.022551724137931037
1.0,1.0,17.0,24.0,19.0,12.0,77.0,55.0,8.790697674418604,0.22365460317460317,6.65664,1.48768,0.7142857142857143,6.0,6.0,100.0,27.0,0.026565714285714283
0.0,0.0,14.0,25.0,16.0,18.0,112.0,87.0,8.0,0.25599999999999995,9.78944,1.3952,0.7767857142857143,5.0,7.0,100.0,27.0,0.015854545454545454
0.0,0.0,16.0,25.0,22.0,16.0,103.0,78.0,8.068965517241379,0.2538119658119658,9.01728,1.6568,0.7572815533980582,6.0,6.0,100.0,27.0,0.02097215189873418
0.0,0.0,14.0,22.0,17.0,15.0,111.0,88.0,7.983471074380165,0.22574641821946173,9.70784,1.308,0.7927927927927928,2.0,10.0,100.0,27.0,0.014696629213483147
1.0,1.0,22.0,26.0,24.0,10.0,100.0,73.0,7.761467889908257,0.27442231678487,8.66224,1.92368,0.73,2.0,10.0,100.0,27.0,0.025995675675675678
0.0,0.0,14.0,31.0,15.0,15.0,125.0,97.0,7.804511278195489,0.3253912909441233,10.51344,1.308,0.776,2.0,10.0,100.0,27.0,0.013346938775510204
1.0,1.0,19.0,32.0,21.0,9.0,117.0,89.0,7.984251968503937,0.32832631163708087,9.98544,1.74928,0.7606837606837606,3.0,9.0,100.0,27.0,0.019436444444444444
0.0,0.0,20.0,30.0,20.0,15.0,122.0,92.0,8.283582089552239,0.29668324324324324,10.34528,1.744,0.7540983606557377,4.0,8.0,100.0,27.0,0.018752688172043012
0.0,0.0,14.0,31.0,21.0,14.0,129.0,105.0,7.862068965517241,0.32300912280701755,11.052,1.3952,0.813953488372093,3.0,9.0,100.0,27.0,0.013162264150943397
0.0,0.0,24.0,30.0,25.0,12.0,117.0,84.0,8.173228346456693,0.3006890173410405,10.2312,2.18,0.717948717948718,2.0,10.0,100.0,27.0,0.025647058823529415
0.0,0.0,18.0,29.0,19.0,11.0,116.0,87.0,8.25,0.2879612121212121,10.14976,1.6568,0.75,6.0,6.0,100.0,27.0,0.018827272727272727
0.0,0.0,16.0,28.0,21.0,9.0,126.0,103.0,7.96078431372549,0.28813241379310345,11.0728,1.4824,0.8174603174603174,2.0,10.0,100.0,27.0,0.014253846153846153
1.0,1.0,20.0,31.0,21.0,15.0,122.0,93.0,8.208333333333334,0.3093831472081218,10.61968,1.66208,0.7622950819672131,3.0,9.0,100.0,27.0,0.017681702127659574
0.0,0.0,21.0,34.0,22.0,16.0,137.0,104.0,9.248407643312103,0.3011631955922865,12.004,1.9184,0.7591240875912408,6.0,6.0,100.0,27.0,0.01827047619047619
0.0,0.0,22.0,32.0,31.0,8.0,66.0,46.0,8.869565217391305,0.29555450980392156,5.90416,1.9184,0.696969696969697,2.0,10.0,100.0,27.0,0.04081702127659575
1.0,1.0,27.0,26.0,28.0,1.0,32.0,5.0,12.138461538461538,0.17546869455006336,2.80176,2.27248,0.15625,4.0,8.0,100.0,27.0,0.3787466666666666
1.0,1.0,30.0,30.0,31.0,4.0,34.0,11.0,11.513513513513514,0.21345352112676053,3.00752,2.53408,0.3235294117647059,2.0,10.0,100.0,27.0,0.21117333333333332
0.0,0.0,30.0,31.0,30.0,5.0,48.0,17.0,12.4875,0.20336496496496495,3.70432,2.616,0.3541666666666667,2.0,10.0,100.0,27.0,0.14533333333333334
0.0,0.0,29.0,30.0,35.0,1.0,37.0,19.0,12.375,0.19859393939393935,3.36752,2.5288,0.5135135135135135,6.0,6.0,100.0,27.0,0.12644
1.0,1.0,31.0,31.0,41.0,1.0,38.0,7.0,13.544117647058824,0.18749984799131378,3.31168,2.62128,0.18421052631578946,5.0,7.0,100.0,27.0,0.32766
1.0,1.0,37.0,41.0,38.0,14.0,90.0,50.0,13.243243243243244,0.2536176326530612,7.8248,3.14448,0.5555555555555556,2.0,10.0,100.0,27.0,0.0616564705882353
0.0,0.0,23.0,41.0,24.0,19.0,152.0,124.0,8.918032786885245,0.37662117647058824,13.35488,2.0928,0.8157894736842105,5.0,7.0,100.0,27.0,0.0167424
0.0,0.0,23.0,41.0,27.0,15.0,143.0,107.0,8.181818181818182,0.41051022222222217,12.56288,2.0928,0.7482517482517482,3.0,9.0,100.0,27.0,0.01937777777777778
0.0,0.0,23.0,41.0,25.0,14.0,150.0,124.0,7.608247422680412,0.4414577777777777,12.65552,2.0056,0.8266666666666667,2.0,10.0,100.0,27.0,0.016044799999999998
0.0,0.0,25.0,40.0,25.0,7.0,137.0,100.0,8.550898203592814,0.3832112044817927,12.0328,2.18,0.7299270072992701,2.0,10.0,100.0,27.0,0.021584158415841586
