devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,13.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,100.0,13.0,0.17968
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,8.4,0.048761904761904756,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,9.0,0.045511111111111106,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,11.4,0.035929824561403506,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.8,0.024380952380952378,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.44848,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,22.5,0.014563555555555555,0.3488,0.3488,0.0,2.0,10.0,100.0,13.0,0.3488
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,31.2,0.013128205128205127,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.436,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,43.2,0.009481481481481481,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,48.0,0.008533333333333332,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,34.5,0.01187246376811594,0.44288,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,40.285714285714285,0.010167375886524822,0.4416,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,4.0,5.0,10.0,0.0,5.0,0.0,27.818181818181817,0.014724183006535949,0.44976,0.3488,0.0,2.0,10.0,100.0,13.0,0.3488
0.0,0.0,5.0,4.0,9.0,0.0,4.0,0.0,22.0,0.014894545454545455,0.37152,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,32.666666666666664,0.01253877551020408,0.44752,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,32.666666666666664,0.01253877551020408,0.44752,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,32.666666666666664,0.01253877551020408,0.44752,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,26.0,0.015753846153846153,0.4544,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,27.818181818181817,0.014724183006535949,0.45312,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,32.666666666666664,0.01253877551020408,0.44752,0.436,0.0,3.0,9.0,100.0,13.0,0.436
1.0,1.0,10.0,10.0,16.0,0.0,10.0,0.0,18.0,0.045511111111111106,0.8152,0.79008,0.0,3.0,9.0,100.0,13.0,0.79008
0.0,0.0,8.0,9.0,8.0,0.0,9.0,0.0,17.470588235294116,0.04220121212121213,0.80784,0.6976,0.0,2.0,10.0,100.0,13.0,0.6976
0.0,0.0,10.0,9.0,10.0,0.0,9.0,0.0,20.823529411764707,0.035406101694915246,0.80784,0.872,0.0,2.0,10.0,100.0,13.0,0.872
0.0,0.0,10.0,10.0,15.0,1.0,11.0,1.0,16.75,0.04890746268656716,0.99472,0.872,0.09090909090909091,2.0,10.0,100.0,13.0,0.436
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,20.333333333333332,0.04028852459016394,0.89504,0.872,0.0,2.0,10.0,100.0,13.0,0.872
0.0,0.0,10.0,10.0,18.0,0.0,10.0,0.0,16.384615384615383,0.0499981220657277,0.9144,0.872,0.0,2.0,10.0,100.0,13.0,0.872
0.0,0.0,10.0,10.0,12.0,1.0,11.0,1.0,19.428571428571427,0.042164705882352944,0.98784,0.872,0.09090909090909091,2.0,10.0,100.0,13.0,0.436
1.0,1.0,12.0,12.0,13.0,1.0,13.0,1.0,18.545454545454547,0.05300705882352941,1.07584,0.96448,0.07692307692307693,2.0,10.0,100.0,13.0,0.48224
0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,17.73913043478261,0.06927058823529411,1.33104,1.308,0.0,2.0,10.0,100.0,13.0,1.308
1.0,1.0,17.0,17.0,18.0,1.0,18.0,1.0,15.387096774193548,0.09050700209643606,1.52336,1.40048,0.05555555555555555,2.0,10.0,100.0,13.0,0.70024
1.0,1.0,23.0,24.0,24.0,0.0,23.0,0.0,12.416666666666666,0.15834201342281878,1.95936,1.92368,0.0,2.0,10.0,100.0,13.0,1.92368
0.0,0.0,24.0,24.0,24.0,1.0,25.0,1.0,14.432432432432432,0.13622651685393258,2.21456,2.0928,0.04,2.0,10.0,100.0,13.0,1.0464
