devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas,goodput_retrans_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,100.0,13.0,0.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,100.0,13.0,0.17968
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,6.0,0.06826666666666666,0.44848,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,8.4,0.048761904761904756,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,7.5,0.05461333333333333,0.44848,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,8.7,0.04708045977011494,0.44848,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.8,0.024380952380952378,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,11.0,0.0,5.0,0.0,11.454545454545455,0.03575873015873015,0.44976,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,4.0,4.0,8.0,0.0,4.0,0.0,14.25,0.022995087719298247,0.36,0.3488,0.0,2.0,10.0,100.0,13.0,0.3488
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,31.2,0.013128205128205127,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,16.0,0.025599999999999998,0.46096,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,43.2,0.009481481481481481,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,32.25,0.012700775193798449,0.44288,0.436,0.0,2.0,10.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,7.0,0.0,5.0,0.0,39.42857142857143,0.010388405797101449,0.4416,0.436,0.0,3.0,9.0,100.0,13.0,0.436
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,54.0,0.007585185185185184,0.436,0.436,0.0,2.0,10.0,100.0,13.0,0.436
1.0,1.0,8.0,9.0,9.0,0.0,9.0,0.0,30.0,0.024575999999999997,0.704,0.61568,0.0,2.0,10.0,100.0,13.0,0.61568
0.0,0.0,10.0,9.0,10.0,0.0,9.0,0.0,27.333333333333332,0.026973658536585367,0.7848,0.872,0.0,2.0,10.0,100.0,13.0,0.872
1.0,1.0,15.0,16.0,16.0,0.0,16.0,0.0,21.0,0.06241523809523809,1.3144,1.22608,0.0,2.0,10.0,100.0,13.0,1.22608
1.0,1.0,18.0,18.0,20.0,0.0,21.0,3.0,17.727272727272727,0.08318030769230769,1.7504,1.57488,0.14285714285714285,2.0,10.0,100.0,13.0,0.39372
0.0,0.0,20.0,19.0,20.0,0.0,19.0,0.0,19.736842105263158,0.07886165333333334,1.6568,1.744,0.0,5.0,7.0,100.0,13.0,1.744
0.0,0.0,19.0,20.0,19.0,0.0,20.0,0.0,21.0,0.07801904761904761,1.744,1.6568,0.0,2.0,10.0,100.0,13.0,1.6568
2.0,2.0,24.0,24.0,29.0,0.0,24.0,0.0,16.448275862068964,0.11953106918238994,1.93808,1.92896,0.0,2.0,10.0,100.0,13.0,1.92896
0.0,0.0,30.0,30.0,32.0,0.0,30.0,0.0,17.25,0.1424695652173913,2.6216,2.616,0.0,2.0,10.0,100.0,13.0,2.616
0.0,0.0,30.0,29.0,30.0,0.0,29.0,0.0,19.448275862068964,0.12215375886524822,2.5288,2.616,0.0,2.0,10.0,100.0,13.0,2.616
0.0,0.0,29.0,29.0,29.0,0.0,29.0,0.0,20.896551724137932,0.11368765676567656,2.5288,2.5288,0.0,2.0,10.0,100.0,13.0,2.5288
2.0,2.0,35.0,40.0,45.0,7.0,79.0,40.0,12.383720930232558,0.2646054460093897,6.73968,3.14976,0.5063291139240507,2.0,10.0,100.0,13.0,0.07682341463414634
0.0,0.0,21.0,40.0,23.0,14.0,119.0,89.0,8.571428571428571,0.3822933333333334,10.3768,2.0056,0.7478991596638656,5.0,7.0,100.0,13.0,0.022284444444444444
0.0,0.0,17.0,39.0,24.0,12.0,133.0,104.0,8.097744360902256,0.3945394986072423,11.188,2.0928,0.7819548872180451,3.0,9.0,100.0,13.0,0.019931428571428572
0.0,0.0,21.0,40.0,24.0,13.0,121.0,88.0,7.983471074380165,0.410448033126294,10.38736,2.0928,0.7272727272727273,2.0,10.0,100.0,13.0,0.023514606741573033
0.0,0.0,15.0,37.0,15.0,11.0,107.0,80.0,8.242990654205608,0.36771120181405886,9.3304,1.308,0.7476635514018691,5.0,7.0,100.0,13.0,0.016148148148148148
0.0,0.0,19.0,40.0,23.0,12.0,116.0,88.0,8.327586206896552,0.3934873706004141,10.1152,2.0056,0.7586206896551724,4.0,8.0,100.0,13.0,0.022534831460674157
0.0,0.0,24.0,40.0,27.0,15.0,117.0,86.0,8.132231404958677,0.40293983739837397,10.21392,2.3544,0.7350427350427351,2.0,10.0,100.0,13.0,0.02706206896551724
0.0,0.0,26.0,39.0,29.0,10.0,104.0,74.0,8.142857142857142,0.39235368421052635,9.09808,2.2672,0.7115384615384616,4.0,8.0,100.0,13.0,0.03022933333333333
0.0,0.0,15.0,38.0,17.0,12.0,107.0,83.0,7.7105263157894735,0.40372860068259386,9.352,1.308,0.7757009345794392,2.0,10.0,100.0,13.0,0.015571428571428573
