,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,1.0,1.0,3.0,4.0,22.0,0.0,22.0,0.0,0.29136,0.17968,0.0,4.0
2,0.0,0.0,5.0,5.0,22.0,0.0,24.0,0.0,0.53616,0.436,0.0,4.0
3,0.0,0.0,5.0,5.0,15.0,0.0,15.0,0.0,0.4992,0.436,0.0,4.0
4,0.0,0.0,5.0,5.0,7.0,0.0,7.0,0.0,0.46016,0.436,0.0,4.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,4.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,4.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,4.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,4.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.36,0.3488,0.0,4.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,4.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,4.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,4.0
13,3.0,3.0,18.0,18.0,21.0,0.0,21.0,0.0,1.38576,1.32384,0.0,4.0
14,4.0,4.0,31.0,37.0,35.0,6.0,62.0,24.0,4.5776,2.37552,0.3870967741935484,4.0
15,0.0,0.0,26.0,41.0,28.0,7.0,117.0,81.0,9.8256,2.4416,0.6923076923076923,4.0
16,0.0,0.0,25.0,40.0,25.0,3.0,121.0,87.0,10.34016,2.18,0.71900826446281,4.0
17,0.0,0.0,26.0,37.0,26.0,12.0,103.0,72.0,8.93024,2.2672,0.6990291262135923,4.0
18,0.0,0.0,29.0,38.0,29.0,10.0,112.0,77.0,9.8928,2.5288,0.6875,4.0
