,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,1.0,1.0,3.0,4.0,30.0,0.0,30.0,0.0,0.3304,0.17968,0.0,2.0
2,0.0,0.0,5.0,5.0,24.0,0.0,26.0,0.0,0.548,0.436,0.0,2.0
3,0.0,0.0,5.0,5.0,25.0,0.0,25.0,0.0,0.55008,0.436,0.0,2.0
4,0.0,0.0,5.0,5.0,7.0,0.0,7.0,0.0,0.46016,0.436,0.0,2.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.36,0.3488,0.0,2.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,2.0
13,5.0,5.0,26.0,26.0,31.0,0.0,32.0,1.0,2.03904,1.8576,0.03125,2.0
14,3.0,3.0,28.0,45.0,33.0,5.0,107.0,69.0,7.69072,2.28832,0.6448598130841121,2.0
15,1.0,1.0,13.0,49.0,16.0,7.0,186.0,151.0,14.9384,1.22608,0.8118279569892473,2.0
16,0.0,0.0,16.0,49.0,20.0,3.0,189.0,153.0,16.50992,1.744,0.8095238095238095,2.0
17,0.0,0.0,19.0,48.0,23.0,7.0,176.0,138.0,15.29248,2.0056,0.7840909090909091,2.0
18,0.0,0.0,22.0,47.0,24.0,8.0,155.0,120.0,13.6368,2.0928,0.7741935483870968,2.0
19,0.0,0.0,20.0,47.0,28.0,4.0,173.0,133.0,14.94928,2.4416,0.7687861271676301,2.0
20,0.0,0.0,21.0,50.0,26.0,0.0,181.0,146.0,15.99344,2.2672,0.8066298342541437,2.0
21,0.0,0.0,16.0,49.0,19.0,4.0,189.0,151.0,16.596,1.6568,0.798941798941799,2.0
22,0.0,0.0,17.0,50.0,18.0,6.0,181.0,141.0,15.63568,1.5696,0.7790055248618785,2.0
23,0.0,0.0,22.0,50.0,26.0,1.0,171.0,133.0,15.03424,2.2672,0.7777777777777778,2.0
24,0.0,0.0,20.0,50.0,22.0,5.0,180.0,142.0,15.32832,1.9184,0.7888888888888889,2.0
25,1.0,1.0,21.0,52.0,23.0,5.0,171.0,136.0,14.24336,1.92368,0.7953216374269005,2.0
26,0.0,0.0,18.0,47.0,19.0,8.0,177.0,129.0,15.2008,1.6568,0.7288135593220338,2.0
27,0.0,0.0,20.0,45.0,20.0,7.0,154.0,116.0,13.80672,1.744,0.7532467532467533,2.0
28,0.0,0.0,20.0,50.0,21.0,8.0,179.0,129.0,15.29024,1.8312,0.7206703910614525,2.0
29,0.0,0.0,15.0,50.0,16.0,3.0,191.0,149.0,16.85424,1.3952,0.7801047120418848,2.0
30,0.0,0.0,21.0,49.0,23.0,3.0,181.0,135.0,15.89616,2.0056,0.7458563535911602,2.0
31,0.0,0.0,16.0,50.0,20.0,7.0,183.0,135.0,15.81232,1.744,0.7377049180327869,2.0
32,0.0,0.0,20.0,50.0,25.0,1.0,174.0,126.0,15.29472,2.18,0.7241379310344828,2.0
33,0.0,0.0,24.0,49.0,25.0,6.0,160.0,108.0,13.89952,2.18,0.675,2.0
34,1.0,1.0,23.0,49.0,27.0,5.0,173.0,132.0,14.99568,2.27248,0.7630057803468208,2.0
35,0.0,0.0,18.0,49.0,22.0,4.0,211.0,166.0,17.37088,1.9184,0.7867298578199052,2.0
36,0.0,0.0,19.0,47.0,20.0,5.0,166.0,122.0,14.59152,1.744,0.7349397590361446,2.0
37,0.0,0.0,17.0,50.0,19.0,8.0,168.0,114.0,14.5032,1.6568,0.6785714285714286,2.0
38,0.0,0.0,17.0,49.0,17.0,5.0,190.0,143.0,16.50656,1.4824,0.7526315789473684,2.0
39,0.0,0.0,22.0,50.0,24.0,4.0,172.0,129.0,15.2936,2.0928,0.75,2.0
