,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,1.0,1.0,3.0,4.0,22.0,0.0,22.0,0.0,6.0,0.22512,0.17968,0.0,2.0
2,0.0,0.0,5.0,5.0,22.0,0.0,24.0,0.0,6.0,0.48496,0.436,0.0,2.0
3,0.0,0.0,5.0,5.0,15.0,0.0,15.0,0.0,6.8,0.46096,0.436,0.0,2.0
4,0.0,0.0,5.0,5.0,7.0,0.0,7.0,0.0,8.142857142857142,0.4416,0.436,0.0,2.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,11.4,0.436,0.436,0.0,2.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.436,0.436,0.0,2.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,16.8,0.436,0.436,0.0,2.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,18.0,0.436,0.436,0.0,2.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,22.5,0.3488,0.3488,0.0,2.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.436,0.436,0.0,2.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,31.2,0.436,0.436,0.0,2.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.436,0.436,0.0,2.0
13,3.0,3.0,18.0,18.0,21.0,0.0,21.0,0.0,14.857142857142858,1.3272,1.32384,0.0,2.0
14,4.0,4.0,37.0,37.0,41.0,0.0,41.0,0.0,11.268292682926829,2.9032,2.89872,0.0,2.0
15,0.0,0.0,38.0,41.0,38.0,0.0,50.0,10.0,11.34,4.36,3.3136,0.2,2.0
16,1.0,1.0,45.0,46.0,46.0,0.0,55.0,10.0,10.581818181818182,4.628,3.84208,0.18181818181818182,2.0
17,0.0,0.0,44.0,42.0,44.0,0.0,50.0,6.0,12.84,4.36,3.8368,0.12,2.0
18,0.0,0.0,43.0,42.0,43.0,0.0,47.0,4.0,13.851063829787234,4.0984,3.7496,0.0851063829787234,2.0
19,0.0,0.0,44.0,43.0,44.0,0.0,53.0,10.0,14.377358490566039,4.6216,3.8368,0.18867924528301888,2.0
20,0.0,0.0,44.0,45.0,44.0,0.0,61.0,16.0,14.40983606557377,5.3192,3.8368,0.26229508196721313,2.0
21,0.0,0.0,45.0,44.0,45.0,0.0,55.0,11.0,16.036363636363635,4.796,3.924,0.2,2.0
22,0.0,0.0,45.0,45.0,45.0,0.0,55.0,10.0,18.163636363636364,4.796,3.924,0.18181818181818182,2.0
23,0.0,0.0,44.0,45.0,44.0,2.0,53.0,8.0,21.0,4.6216,3.8368,0.1509433962264151,2.0
24,0.0,0.0,43.0,45.0,43.0,0.0,53.0,9.0,22.754716981132077,4.6216,3.7496,0.16981132075471697,2.0
25,0.0,0.0,45.0,45.0,45.0,2.0,65.0,20.0,21.784615384615385,5.668,3.924,0.3076923076923077,2.0
26,0.0,0.0,42.0,41.0,42.0,4.0,55.0,13.0,25.254545454545454,4.796,3.6624,0.23636363636363636,2.0
27,0.0,0.0,43.0,41.0,43.0,2.0,50.0,9.0,26.88,4.36,3.7496,0.18,2.0
28,0.0,0.0,45.0,45.0,45.0,3.0,60.0,15.0,24.9,5.232,3.924,0.25,2.0
29,0.0,0.0,45.0,45.0,45.0,1.0,56.0,11.0,25.5,4.8832,3.924,0.19642857142857142,2.0
30,0.0,0.0,43.0,44.0,43.0,3.0,61.0,17.0,26.16393442622951,5.3192,3.7496,0.2786885245901639,2.0
31,0.0,0.0,46.0,45.0,46.0,3.0,57.0,12.0,26.63157894736842,4.9704,4.0112,0.21052631578947367,2.0
32,0.0,0.0,43.0,45.0,43.0,4.0,57.0,12.0,28.105263157894736,4.9704,3.7496,0.21052631578947367,2.0
33,0.0,0.0,44.0,45.0,44.0,3.0,58.0,13.0,26.482758620689655,5.0576,3.8368,0.22413793103448276,2.0
34,0.0,0.0,45.0,42.0,45.0,4.0,54.0,12.0,28.22222222222222,4.7088,3.924,0.2222222222222222,2.0
35,0.0,0.0,42.0,42.0,42.0,4.0,54.0,12.0,26.555555555555557,4.7088,3.6624,0.2222222222222222,2.0
36,0.0,0.0,43.0,43.0,43.0,3.0,52.0,9.0,28.03846153846154,4.5344,3.7496,0.17307692307692307,2.0
37,0.0,0.0,45.0,45.0,45.0,1.0,67.0,22.0,23.19402985074627,5.8424,3.924,0.3283582089552239,2.0
38,0.0,0.0,44.0,44.0,44.0,8.0,64.0,20.0,24.9375,5.5808,3.8368,0.3125,2.0
39,0.0,0.0,44.0,45.0,44.0,0.0,60.0,15.0,21.0,5.232,3.8368,0.25,2.0
40,0.0,0.0,45.0,45.0,45.0,4.0,63.0,18.0,25.047619047619047,5.4936,3.924,0.2857142857142857,2.0
41,0.0,0.0,43.0,45.0,43.0,1.0,56.0,11.0,25.875,4.8832,3.7496,0.19642857142857142,2.0
42,0.0,0.0,45.0,45.0,45.0,5.0,63.0,20.0,26.571428571428573,5.4936,3.924,0.31746031746031744,2.0
43,0.0,0.0,43.0,41.0,43.0,5.0,54.0,11.0,28.88888888888889,4.7088,3.7496,0.2037037037037037,2.0
44,0.0,0.0,42.0,42.0,42.0,5.0,55.0,13.0,28.418181818181818,4.796,3.6624,0.23636363636363636,2.0
45,0.0,0.0,45.0,44.0,45.0,2.0,54.0,10.0,28.38888888888889,4.7088,3.924,0.18518518518518517,2.0
46,0.0,0.0,44.0,45.0,44.0,9.0,63.0,18.0,29.238095238095237,5.4936,3.8368,0.2857142857142857,2.0
47,0.0,0.0,45.0,44.0,45.0,1.0,52.0,8.0,27.692307692307693,4.5344,3.924,0.15384615384615385,2.0
48,0.0,0.0,45.0,45.0,45.0,3.0,59.0,14.0,27.559322033898304,5.1448,3.924,0.23728813559322035,2.0
49,0.0,0.0,44.0,45.0,44.0,2.0,59.0,14.0,25.220338983050848,5.1448,3.8368,0.23728813559322035,2.0
50,0.0,0.0,43.0,45.0,43.0,4.0,57.0,12.0,27.157894736842106,4.9704,3.7496,0.21052631578947367,2.0
51,0.0,0.0,45.0,42.0,45.0,1.0,51.0,9.0,28.11764705882353,4.4472,3.924,0.17647058823529413,2.0
