,devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,throughput,goodThroughput,retransmissionsPerPacket,w
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,1.0,1.0,3.0,4.0,22.0,0.0,22.0,0.0,0.29136,0.17968,0.0,3.0
2,0.0,0.0,5.0,5.0,24.0,0.0,25.0,0.0,0.544,0.436,0.0,3.0
3,0.0,0.0,5.0,5.0,12.0,0.0,12.0,0.0,0.4856,0.436,0.0,3.0
4,0.0,0.0,5.0,5.0,7.0,0.0,7.0,0.0,0.46016,0.436,0.0,3.0
5,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,3.0
6,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,3.0
7,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,3.0
8,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,3.0
9,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.36,0.3488,0.0,3.0
10,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,3.0
11,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,3.0
12,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.44832,0.436,0.0,3.0
13,3.0,3.0,18.0,18.0,21.0,0.0,21.0,0.0,1.38576,1.32384,0.0,3.0
14,4.0,4.0,34.0,37.0,38.0,3.0,55.0,12.0,3.62704,2.63712,0.21818181818181817,3.0
15,0.0,0.0,24.0,41.0,25.0,12.0,108.0,78.0,9.21184,2.18,0.7222222222222222,3.0
16,0.0,0.0,25.0,40.0,25.0,4.0,125.0,90.0,10.60176,2.18,0.72,3.0
17,0.0,0.0,25.0,37.0,29.0,5.0,107.0,72.0,9.2824,2.5288,0.6728971962616822,3.0
18,0.0,0.0,23.0,38.0,24.0,6.0,128.0,96.0,11.1952,2.0928,0.75,3.0
19,0.0,0.0,33.0,38.0,34.0,4.0,116.0,81.0,10.3344,2.9648,0.6982758620689655,3.0
20,0.0,0.0,31.0,40.0,31.0,6.0,111.0,74.0,9.63344,2.7032,0.6666666666666666,3.0
21,0.0,0.0,22.0,39.0,22.0,7.0,128.0,92.0,11.10576,1.9184,0.71875,3.0
22,0.0,0.0,23.0,40.0,24.0,5.0,118.0,89.0,10.4976,2.0928,0.7542372881355932,3.0
23,0.0,0.0,28.0,40.0,29.0,4.0,118.0,82.0,10.2416,2.5288,0.6949152542372882,3.0
